circRNA_ID	chr	circRNA_start	circRNA_end	#junction_reads	SM_MS_SMS	#non_junction_reads	junction_reads_ratio	circRNA_type	gene_id	strand	junction_reads_ID
1:122613645|122680102	1	122613645	122680102	11	10_1_7	15	0.595	intergenic_region	n/a	-	NB501259:25:HYMKWBGXX:2:22104:3812:7519,NB501259:25:HYMKWBGXX:2:22201:2417:17319,NB501259:25:HYMKWBGXX:2:11207:23978:11138,NB501259:25:HYMKWBGXX:1:21108:9138:16649,NB501259:25:HYMKWBGXX:1:23201:8047:19176,NB501259:25:HYMKWBGXX:3:21602:4847:14898,NB501259:25:HYMKWBGXX:2:13106:7607:3619,NB501259:25:HYMKWBGXX:1:12204:22799:7920,NB501259:25:HYMKWBGXX:4:21401:10466:9601,NB501259:25:HYMKWBGXX:2:22309:10330:5273,NB501259:25:HYMKWBGXX:2:12307:19129:4093,
1:122613709|122680102	1	122613709	122680102	1	1_0_1	34	0.056	intergenic_region	n/a	-	NB501259:25:HYMKWBGXX:3:11404:23011:19952,
1:126149936|126157908	1	126149936	126157908	1	1_1_0	70	0.028	exon	ENSRNOG00000011077,	-	NB501259:25:HYMKWBGXX:1:12110:12059:9268,
1:134766138|134780039	1	134766138	134780039	1	1_1_0	2	0.500	exon	ENSRNOG00000012716,	-	NB501259:25:HYMKWBGXX:3:12410:14254:17417,
1:140044382|140158228	1	140044382	140158228	1	1_1_0	27	0.069	exon	ENSRNOG00000018674,	-	NB501259:25:HYMKWBGXX:1:21205:5157:19917,
1:142849916|142852148	1	142849916	142852148	5	5_4_0	8	0.556	exon	ENSRNOG00000060206,	+	NB501259:25:HYMKWBGXX:4:22609:17337:10383,NB501259:25:HYMKWBGXX:1:22303:18838:17757,NB501259:25:HYMKWBGXX:1:13110:5155:2948,NB501259:25:HYMKWBGXX:1:11108:19686:9400,NB501259:25:HYMKWBGXX:1:22110:2014:19172,
1:143179772|143196505	1	143179772	143196505	1	1_1_0	3	0.400	exon	ENSRNOG00000019161,	-	NB501259:25:HYMKWBGXX:1:22109:18359:2393,
1:144154619|144177718	1	144154619	144177718	1	1_1_0	6	0.250	exon	ENSRNOG00000019776,	+	NB501259:25:HYMKWBGXX:1:13101:24322:18724,
1:146480210|146481764	1	146480210	146481764	1	1_1_0	5	0.286	intron	ENSRNOG00000013017,	-	NB501259:25:HYMKWBGXX:4:11510:13990:7750,
1:151630851|151689447	1	151630851	151689447	1	1_1_0	26	0.071	exon	ENSRNOG00000016429,	+	NB501259:25:HYMKWBGXX:2:12308:4405:4116,
1:154405931|154447475	1	154405931	154447475	2	1_2_0	72	0.053	exon	ENSRNOG00000018322,	+	NB501259:25:HYMKWBGXX:2:12207:5018:16096,NB501259:25:HYMKWBGXX:4:23512:17552:14577,
1:157468625|157490006	1	157468625	157490006	4	3_3_0	20	0.286	intergenic_region	n/a	-	NB501259:25:HYMKWBGXX:4:13608:2441:11388,NB501259:25:HYMKWBGXX:3:11407:10398:7910,NB501259:25:HYMKWBGXX:2:21204:13671:12513,NB501259:25:HYMKWBGXX:1:13104:13095:6846,
1:157470071|157490006	1	157470071	157490006	2	0_2_1	15	0.211	exon	ENSRNOG00000009891,	-	NB501259:25:HYMKWBGXX:4:12604:12608:6890,NB501259:25:HYMKWBGXX:4:11404:1578:15960,
1:162612273|162649918	1	162612273	162649918	1	1_1_0	17	0.105	exon	ENSRNOG00000024194,	+	NB501259:25:HYMKWBGXX:4:23412:9202:6644,
1:162615312|162643789	1	162615312	162643789	1	1_1_0	30	0.062	exon	ENSRNOG00000024194,	+	NB501259:25:HYMKWBGXX:4:12509:19696:13222,
1:162639900|162643789	1	162639900	162643789	1	1_1_0	27	0.069	exon	ENSRNOG00000024194,	+	NB501259:25:HYMKWBGXX:4:22604:26351:11781,
1:163564635|163598771	1	163564635	163598771	1	1_1_0	46	0.042	exon	ENSRNOG00000015560,	-	NB501259:25:HYMKWBGXX:4:12412:17379:16019,
1:167250518|167269761	1	167250518	167269761	2	1_2_0	43	0.085	exon	ENSRNOG00000020347,	-	NB501259:25:HYMKWBGXX:4:23406:7649:15510,NB501259:25:HYMKWBGXX:3:21609:9161:7231,
1:174165890|174174250	1	174165890	174174250	1	1_1_0	0	1	intron	ENSRNOG00000013934,	-	NB501259:25:HYMKWBGXX:3:12402:16918:15584,
1:175200414|175215404	1	175200414	175215404	3	2_2_0	37	0.140	exon	ENSRNOG00000009812,	-	NB501259:25:HYMKWBGXX:2:13209:10088:17383,NB501259:25:HYMKWBGXX:1:23111:4149:17757,NB501259:25:HYMKWBGXX:2:13309:16124:13782,
1:185233419|185234547	1	185233419	185234547	4	4_2_0	25	0.242	exon	ENSRNOG00000020479,	+	NB501259:25:HYMKWBGXX:2:12111:7201:17043,NB501259:25:HYMKWBGXX:4:21410:22284:18505,NB501259:25:HYMKWBGXX:3:21601:13858:17670,NB501259:25:HYMKWBGXX:3:11502:18296:11588,
1:190666150|190798947	1	190666150	190798947	1	1_1_0	7	0.222	intergenic_region	n/a	+	NB501259:25:HYMKWBGXX:2:12110:24922:13584,
1:192952650|192953216	1	192952650	192953216	1	1_1_0	30	0.062	exon	ENSRNOG00000012806,	+	NB501259:25:HYMKWBGXX:2:21212:17293:4076,
1:192952650|192955267	1	192952650	192955267	3	2_3_0	24	0.200	exon	ENSRNOG00000012806,	+	NB501259:25:HYMKWBGXX:3:22602:14875:18281,NB501259:25:HYMKWBGXX:1:21307:17619:11224,NB501259:25:HYMKWBGXX:4:22507:20326:18695,
1:195657722|195658293	1	195657722	195658293	4	2_4_1	29	0.216	intergenic_region	n/a	-	NB501259:25:HYMKWBGXX:2:21210:11454:11029,NB501259:25:HYMKWBGXX:3:23509:7178:17684,NB501259:25:HYMKWBGXX:3:11403:17933:8498,NB501259:25:HYMKWBGXX:2:11101:21872:4998,
1:195657722|195665942	1	195657722	195665942	9	1_9_0	32	0.360	intergenic_region	n/a	-	NB501259:25:HYMKWBGXX:4:12505:6238:13659,NB501259:25:HYMKWBGXX:4:11505:7329:4625,NB501259:25:HYMKWBGXX:2:12111:7571:4341,NB501259:25:HYMKWBGXX:4:23401:19215:19264,NB501259:25:HYMKWBGXX:2:23303:4115:5434,NB501259:25:HYMKWBGXX:3:22407:12513:15603,NB501259:25:HYMKWBGXX:2:13212:26274:2740,NB501259:25:HYMKWBGXX:2:13212:21201:10323,NB501259:25:HYMKWBGXX:3:12405:14590:11706,
1:195664768|195852244	1	195664768	195852244	2	1_2_0	29	0.121	intergenic_region	n/a	-	NB501259:25:HYMKWBGXX:3:23507:15460:18667,NB501259:25:HYMKWBGXX:1:21303:23577:11525,
1:195665691|195805915	1	195665691	195805915	3	2_1_0	60	0.091	intergenic_region	n/a	-	NB501259:25:HYMKWBGXX:1:13106:22078:1114,NB501259:25:HYMKWBGXX:1:22301:1367:14361,NB501259:25:HYMKWBGXX:1:22302:26730:14361,
1:195665691|195843637	1	195665691	195843637	3	3_1_0	90	0.062	intergenic_region	n/a	-	NB501259:25:HYMKWBGXX:2:21310:15296:12715,NB501259:25:HYMKWBGXX:4:11605:21698:1280,NB501259:25:HYMKWBGXX:4:13401:5184:1618,
1:195750431|195806384	1	195750431	195806384	2	2_1_0	3	0.571	intergenic_region	n/a	-	NB501259:25:HYMKWBGXX:3:11509:8122:3536,NB501259:25:HYMKWBGXX:2:12309:26318:7451,
1:195805819|195866944	1	195805819	195866944	12	0_11_1	36	0.400	intergenic_region	n/a	-	NB501259:25:HYMKWBGXX:1:22112:14765:19451,NB501259:25:HYMKWBGXX:4:11412:22416:2572,NB501259:25:HYMKWBGXX:2:11207:21588:16554,NB501259:25:HYMKWBGXX:4:23402:8741:14634,NB501259:25:HYMKWBGXX:4:23606:10966:17729,NB501259:25:HYMKWBGXX:4:21408:9032:19935,NB501259:25:HYMKWBGXX:4:21409:25685:14149,NB501259:25:HYMKWBGXX:1:13207:13366:3977,NB501259:25:HYMKWBGXX:2:23111:5205:14348,NB501259:25:HYMKWBGXX:2:23206:6583:14779,NB501259:25:HYMKWBGXX:2:23210:7212:6243,NB501259:25:HYMKWBGXX:3:21502:12690:14447,
1:195833189|195843637	1	195833189	195843637	2	1_2_0	88	0.043	intergenic_region	n/a	-	NB501259:25:HYMKWBGXX:2:22202:21389:7703,NB501259:25:HYMKWBGXX:4:23505:16300:17230,
1:204959173|204961691	1	204959173	204961691	12	8_8_0	8	0.750	intergenic_region	n/a	+	NB501259:25:HYMKWBGXX:1:21211:6561:13809,NB501259:25:HYMKWBGXX:1:23108:24886:19018,NB501259:25:HYMKWBGXX:1:13203:5350:7408,NB501259:25:HYMKWBGXX:2:23207:14442:2247,NB501259:25:HYMKWBGXX:2:12303:5435:3001,NB501259:25:HYMKWBGXX:3:12510:20027:7471,NB501259:25:HYMKWBGXX:3:13407:11442:7143,NB501259:25:HYMKWBGXX:3:13609:9531:7170,NB501259:25:HYMKWBGXX:2:12107:6176:19080,NB501259:25:HYMKWBGXX:1:21107:19747:14427,NB501259:25:HYMKWBGXX:1:12207:25172:2058,NB501259:25:HYMKWBGXX:2:23311:9760:10864,
1:221158144|221158512	1	221158144	221158512	62	3_46_0	24439	0.005	exon	ENSRNOG00000062158,	-	NB501259:25:HYMKWBGXX:2:12106:12855:9531,NB501259:25:HYMKWBGXX:1:22104:1972:16248,NB501259:25:HYMKWBGXX:1:22312:1620:10019,NB501259:25:HYMKWBGXX:2:21106:10399:19546,NB501259:25:HYMKWBGXX:2:21201:20308:10812,NB501259:25:HYMKWBGXX:2:21208:20714:19529,NB501259:25:HYMKWBGXX:2:21210:19325:3834,NB501259:25:HYMKWBGXX:2:22102:17755:11094,NB501259:25:HYMKWBGXX:4:11411:23816:18553,NB501259:25:HYMKWBGXX:4:12410:1835:14282,NB501259:25:HYMKWBGXX:2:11203:1721:12640,NB501259:25:HYMKWBGXX:2:11205:5329:1779,NB501259:25:HYMKWBGXX:2:12108:16622:10017,NB501259:25:HYMKWBGXX:2:12204:5140:20297,NB501259:25:HYMKWBGXX:2:12205:10589:4387,NB501259:25:HYMKWBGXX:3:22504:3294:16917,NB501259:25:HYMKWBGXX:3:22505:8744:15674,NB501259:25:HYMKWBGXX:3:22608:1402:8711,NB501259:25:HYMKWBGXX:3:23407:14169:11819,NB501259:25:HYMKWBGXX:3:23408:8108:13148,NB501259:25:HYMKWBGXX:3:23512:4982:12312,NB501259:25:HYMKWBGXX:3:23512:10483:18221,NB501259:25:HYMKWBGXX:3:23604:22886:13653,NB501259:25:HYMKWBGXX:1:21301:3865:5488,NB501259:25:HYMKWBGXX:4:22603:4306:11253,NB501259:25:HYMKWBGXX:4:22606:2190:10898,NB501259:25:HYMKWBGXX:4:23602:3314:15285,NB501259:25:HYMKWBGXX:4:23603:1542:10803,NB501259:25:HYMKWBGXX:4:12503:23145:8209,NB501259:25:HYMKWBGXX:4:12506:10035:8683,NB501259:25:HYMKWBGXX:4:12601:25700:20296,NB501259:25:HYMKWBGXX:4:13509:17749:8515,NB501259:25:HYMKWBGXX:4:13604:8013:13629,NB501259:25:HYMKWBGXX:4:21407:8298:3178,NB501259:25:HYMKWBGXX:4:21502:25145:5080,NB501259:25:HYMKWBGXX:4:22501:22547:17912,NB501259:25:HYMKWBGXX:1:22208:3056:4490,NB501259:25:HYMKWBGXX:1:22209:2868:3585,NB501259:25:HYMKWBGXX:1:22210:18487:2784,NB501259:25:HYMKWBGXX:1:23301:24772:17853,NB501259:25:HYMKWBGXX:1:13104:4251:8821,NB501259:25:HYMKWBGXX:1:13112:1893:2078,NB501259:25:HYMKWBGXX:1:13207:16198:13563,NB501259:25:HYMKWBGXX:2:23210:23805:10396,NB501259:25:HYMKWBGXX:2:23310:5944:1122,NB501259:25:HYMKWBGXX:3:13610:12560:9999,NB501259:25:HYMKWBGXX:3:21501:15296:7209,NB501259:25:HYMKWBGXX:3:21512:23435:16607,NB501259:25:HYMKWBGXX:3:22410:18130:16533,NB501259:25:HYMKWBGXX:2:12210:23781:19344,NB501259:25:HYMKWBGXX:2:13110:2586:17191,NB501259:25:HYMKWBGXX:2:13211:17301:14385,NB501259:25:HYMKWBGXX:2:13212:19029:16241,NB501259:25:HYMKWBGXX:3:11506:7758:6762,NB501259:25:HYMKWBGXX:3:11610:7397:15750,NB501259:25:HYMKWBGXX:3:12512:19242:12998,NB501259:25:HYMKWBGXX:1:11106:21867:4649,NB501259:25:HYMKWBGXX:1:11210:8540:4505,NB501259:25:HYMKWBGXX:1:11210:26555:14577,NB501259:25:HYMKWBGXX:1:12101:1484:6403,NB501259:25:HYMKWBGXX:1:12104:6256:10305,NB501259:25:HYMKWBGXX:1:12109:12488:12232,
1:221158144|221158790	1	221158144	221158790	2	2_1_0	11561	0.000	exon	ENSRNOG00000062158,	-	NB501259:25:HYMKWBGXX:3:13507:18042:5387,NB501259:25:HYMKWBGXX:4:22406:18233:1542,
1:221158209|221158489	1	221158209	221158489	2	2_1_0	37682	0.000	exon	ENSRNOG00000062158,	-	NB501259:25:HYMKWBGXX:2:12312:8479:2454,NB501259:25:HYMKWBGXX:3:12601:15492:3270,
1:221158209|221158522	1	221158209	221158522	3	2_3_0	30548	0.000	exon	ENSRNOG00000062158,	-	NB501259:25:HYMKWBGXX:1:22202:10578:11737,NB501259:25:HYMKWBGXX:2:22309:21486:14118,NB501259:25:HYMKWBGXX:3:23610:6570:7575,
1:231457046|231498197	1	231457046	231498197	1	0_1_1	44	0.043	exon	ENSRNOG00000013239,	-	NB501259:25:HYMKWBGXX:4:12408:19566:13532,
1:235750193|235789332	1	235750193	235789332	3	3_1_0	33	0.154	exon	ENSRNOG00000025539,	-	NB501259:25:HYMKWBGXX:4:22507:9536:15194,NB501259:25:HYMKWBGXX:3:21501:4980:11972,NB501259:25:HYMKWBGXX:2:13303:4963:18641,
1:243373401|243376079	1	243373401	243376079	1	1_1_0	7	0.222	exon	ENSRNOG00000016023,	+	NB501259:25:HYMKWBGXX:4:23404:18568:6271,
1:247922780|247945662	1	247922780	247945662	1	1_1_0	20	0.091	exon	ENSRNOG00000026942,	-	NB501259:25:HYMKWBGXX:4:12502:24862:13559,
1:247922780|247960553	1	247922780	247960553	2	2_1_1	9	0.308	exon	ENSRNOG00000026942,	-	NB501259:25:HYMKWBGXX:4:23609:9839:16874,NB501259:25:HYMKWBGXX:1:11210:16872:5260,
1:247944245|247960553	1	247944245	247960553	1	1_1_0	10	0.167	exon	ENSRNOG00000026942,	-	NB501259:25:HYMKWBGXX:3:12512:5710:16146,
1:260484266|260507970	1	260484266	260507970	1	1_1_0	25	0.074	exon	ENSRNOG00000013443,	-	NB501259:25:HYMKWBGXX:2:12208:1770:18155,
1:260490864|260507970	1	260490864	260507970	2	1_1_0	24	0.143	exon	ENSRNOG00000013443,	-	NB501259:25:HYMKWBGXX:4:21402:8441:19632,NB501259:25:HYMKWBGXX:1:22303:22524:4931,
1:260791756|260801171	1	260791756	260801171	3	3_2_0	11	0.353	exon	ENSRNOG00000042679,	+	NB501259:25:HYMKWBGXX:4:11501:22645:5682,NB501259:25:HYMKWBGXX:1:23204:8507:10087,NB501259:25:HYMKWBGXX:4:23610:20048:11308,
1:264060502|264167348	1	264060502	264167348	1	0_1_1	278	0.007	intergenic_region	n/a	+	NB501259:25:HYMKWBGXX:4:11605:15701:10913,
1:264674065|264689905	1	264674065	264689905	3	2_2_1	31	0.162	exon	ENSRNOG00000014482,	+	NB501259:25:HYMKWBGXX:4:23405:20474:12975,NB501259:25:HYMKWBGXX:1:12209:20910:5459,NB501259:25:HYMKWBGXX:1:11109:23924:9036,
1:264682394|264689905	1	264682394	264689905	2	1_2_0	80	0.048	exon	ENSRNOG00000014482,	+	NB501259:25:HYMKWBGXX:4:22602:24178:7439,NB501259:25:HYMKWBGXX:4:21602:4896:12110,
1:267385920|267397007	1	267385920	267397007	3	2_2_0	44	0.120	exon	ENSRNOG00000011339,	+	NB501259:25:HYMKWBGXX:2:23302:23861:8651,NB501259:25:HYMKWBGXX:2:23306:15980:8743,NB501259:25:HYMKWBGXX:3:11609:6130:7388,
1:270300442|270364139	1	270300442	270364139	1	1_1_0	23	0.080	intron	ENSRNOG00000011313,	-	NB501259:25:HYMKWBGXX:3:13612:13484:5240,
1:274628955|274647456	1	274628955	274647456	1	1_1_0	105	0.019	exon	ENSRNOG00000014779,	+	NB501259:25:HYMKWBGXX:2:21111:13639:8144,
1:275999821|276141673	1	275999821	276141673	3	3_2_0	1	0.857	intergenic_region	n/a	-	NB501259:25:HYMKWBGXX:2:21305:7214:5668,NB501259:25:HYMKWBGXX:2:11210:12216:16738,NB501259:25:HYMKWBGXX:2:23306:19205:17063,
1:276011500|276141673	1	276011500	276141673	10	6_6_0	7	0.741	intergenic_region	n/a	-	NB501259:25:HYMKWBGXX:2:11212:17613:1122,NB501259:25:HYMKWBGXX:1:22112:7632:15849,NB501259:25:HYMKWBGXX:4:13511:22836:1796,NB501259:25:HYMKWBGXX:2:22210:18948:12755,NB501259:25:HYMKWBGXX:2:22107:13189:16839,NB501259:25:HYMKWBGXX:3:23411:8301:10237,NB501259:25:HYMKWBGXX:4:21507:9067:9019,NB501259:25:HYMKWBGXX:2:12310:3901:11111,NB501259:25:HYMKWBGXX:2:13204:2666:2047,NB501259:25:HYMKWBGXX:1:12111:13425:6753,
1:278580846|278701866	1	278580846	278701866	1	1_1_0	5	0.286	exon	ENSRNOG00000017406,	+	NB501259:25:HYMKWBGXX:3:13607:10918:12062,
1:278679022|278731755	1	278679022	278731755	1	1_1_0	10	0.167	exon	ENSRNOG00000017406,	+	NB501259:25:HYMKWBGXX:1:12106:25182:8875,
1:280461469|280467009	1	280461469	280467009	4	3_2_0	46	0.148	exon	ENSRNOG00000009460,	-	NB501259:25:HYMKWBGXX:3:22406:3703:2415,NB501259:25:HYMKWBGXX:1:21301:13479:6883,NB501259:25:HYMKWBGXX:4:22506:5857:6400,NB501259:25:HYMKWBGXX:3:21606:21393:5996,
10:16724062|16730140	10	16724062	16730140	28	17_19_0	18	0.757	exon	ENSRNOG00000020769,	-	NB501259:25:HYMKWBGXX:2:22102:16143:14196,NB501259:25:HYMKWBGXX:2:22104:8164:19397,NB501259:25:HYMKWBGXX:4:11403:24286:5010,NB501259:25:HYMKWBGXX:1:21204:21632:14002,NB501259:25:HYMKWBGXX:1:21311:25808:10244,NB501259:25:HYMKWBGXX:4:22610:7169:5206,NB501259:25:HYMKWBGXX:4:23403:13685:1189,NB501259:25:HYMKWBGXX:4:23502:1412:14274,NB501259:25:HYMKWBGXX:4:12504:4576:9867,NB501259:25:HYMKWBGXX:4:13510:5591:11670,NB501259:25:HYMKWBGXX:4:21604:18954:5968,NB501259:25:HYMKWBGXX:1:23308:1807:2966,NB501259:25:HYMKWBGXX:1:13207:11917:8151,NB501259:25:HYMKWBGXX:2:23209:4077:17235,NB501259:25:HYMKWBGXX:3:22401:22375:5109,NB501259:25:HYMKWBGXX:3:12412:14605:20297,NB501259:25:HYMKWBGXX:3:13510:8263:12949,NB501259:25:HYMKWBGXX:1:11310:17728:15633,NB501259:25:HYMKWBGXX:4:11611:17848:15769,NB501259:25:HYMKWBGXX:4:12404:18759:16704,NB501259:25:HYMKWBGXX:4:22412:13556:16144,NB501259:25:HYMKWBGXX:1:23311:6893:5851,NB501259:25:HYMKWBGXX:1:13112:22604:19314,NB501259:25:HYMKWBGXX:2:23205:15185:15823,NB501259:25:HYMKWBGXX:2:23312:3754:10473,NB501259:25:HYMKWBGXX:3:11611:9324:11401,NB501259:25:HYMKWBGXX:3:12403:25677:10452,NB501259:25:HYMKWBGXX:1:12102:1758:8473,
10:29318809|29319752	10	29318809	29319752	11	9_9_0	6	0.786	exon	ENSRNOG00000003936,	+	NB501259:25:HYMKWBGXX:3:23404:12793:1492,NB501259:25:HYMKWBGXX:1:21112:1908:4186,NB501259:25:HYMKWBGXX:4:21604:23498:19337,NB501259:25:HYMKWBGXX:1:12312:12262:17688,NB501259:25:HYMKWBGXX:2:22311:22772:20102,NB501259:25:HYMKWBGXX:2:23106:13321:7026,NB501259:25:HYMKWBGXX:2:23108:24991:13043,NB501259:25:HYMKWBGXX:1:21305:19231:14853,NB501259:25:HYMKWBGXX:1:22101:18711:16954,NB501259:25:HYMKWBGXX:4:22510:14033:2980,NB501259:25:HYMKWBGXX:1:22307:10479:1790,
10:30980709|30993573	10	30980709	30993573	2	2_1_0	0	1	exon	ENSRNOG00000005406,	+	NB501259:25:HYMKWBGXX:4:11505:16593:9572,NB501259:25:HYMKWBGXX:3:12401:23990:3196,
10:35807360|35819778	10	35807360	35819778	1	1_1_0	28	0.067	exon	ENSRNOG00000003343,	-	NB501259:25:HYMKWBGXX:3:13608:25355:13928,
10:37183342|37194876	10	37183342	37194876	2	2_1_0	12	0.250	exon	ENSRNOG00000004563,	-	NB501259:25:HYMKWBGXX:4:11608:22540:13107,NB501259:25:HYMKWBGXX:2:22310:13805:5613,
10:37194412|37194876	10	37194412	37194876	1	1_0_1	10	0.167	exon	ENSRNOG00000004563,	-	NB501259:25:HYMKWBGXX:1:23305:22970:10866,
10:37764317|37764822	10	37764317	37764822	1	1_1_0	9	0.182	exon	ENSRNOG00000006148,	+	NB501259:25:HYMKWBGXX:4:22408:3350:11891,
10:38712831|38720071	10	38712831	38720071	1	1_1_0	47	0.041	exon	ENSRNOG00000006965,	+	NB501259:25:HYMKWBGXX:4:12511:4130:8564,
10:38712831|38725063	10	38712831	38725063	3	3_2_0	41	0.128	exon	ENSRNOG00000006965,	+	NB501259:25:HYMKWBGXX:2:22309:14990:12561,NB501259:25:HYMKWBGXX:2:23103:18578:14853,NB501259:25:HYMKWBGXX:4:23509:6486:15341,
10:48178920|48200848	10	48178920	48200848	1	1_1_0	5	0.286	exon	ENSRNOG00000002899,	-	NB501259:25:HYMKWBGXX:4:11609:14859:6549,
