circRNA_ID	chr	circRNA_start	circRNA_end	#junction_reads	SM_MS_SMS	#non_junction_reads	junction_reads_ratio	circRNA_type	gene_id	strand	junction_reads_ID
1:122605870|122678378	1	122605870	122678378	24	13_14_0	24	0.667	intergenic_region	n/a	-	NB501259:26:HYTWLBGXX:3:12407:22496:14654,NB501259:26:HYTWLBGXX:3:13402:2630:16710,NB501259:26:HYTWLBGXX:4:13401:10543:18091,NB501259:26:HYTWLBGXX:2:12209:12896:18178,NB501259:26:HYTWLBGXX:1:21301:22411:15314,NB501259:26:HYTWLBGXX:2:23105:3685:13425,NB501259:26:HYTWLBGXX:3:23601:17587:4663,NB501259:26:HYTWLBGXX:2:21301:17431:14370,NB501259:26:HYTWLBGXX:2:21310:6061:14587,NB501259:26:HYTWLBGXX:3:11601:13631:5949,NB501259:26:HYTWLBGXX:3:11607:9943:17515,NB501259:26:HYTWLBGXX:3:12612:5193:17052,NB501259:26:HYTWLBGXX:1:22312:6901:4821,NB501259:26:HYTWLBGXX:1:23212:5714:3339,NB501259:26:HYTWLBGXX:3:22401:12050:11601,NB501259:26:HYTWLBGXX:4:22602:14519:6420,NB501259:26:HYTWLBGXX:4:22602:19748:13475,NB501259:26:HYTWLBGXX:4:23401:23787:2019,NB501259:26:HYTWLBGXX:1:21311:21365:13491,NB501259:26:HYTWLBGXX:4:13610:19954:10683,NB501259:26:HYTWLBGXX:4:22409:9113:2042,NB501259:26:HYTWLBGXX:1:13305:16756:6681,NB501259:26:HYTWLBGXX:1:11305:24589:2620,NB501259:26:HYTWLBGXX:1:12202:23099:8933,
1:122613645|122680102	1	122613645	122680102	4	2_0_3	17	0.320	intergenic_region	n/a	-	NB501259:26:HYTWLBGXX:4:21411:25819:4214,NB501259:26:HYTWLBGXX:1:12107:9205:8921,NB501259:26:HYTWLBGXX:1:23104:18085:8311,NB501259:26:HYTWLBGXX:2:12202:8612:9520,
1:123959921|123970510	1	123959921	123970510	3	1_2_0	5	0.545	exon	ENSRNOG00000010853,	-	NB501259:26:HYTWLBGXX:3:23512:7126:1516,NB501259:26:HYTWLBGXX:1:23201:14231:13591,NB501259:26:HYTWLBGXX:3:12608:7979:6307,
1:131482492|131484841	1	131482492	131484841	1	1_1_0	0	1	intergenic_region	n/a	+	NB501259:26:HYTWLBGXX:4:21401:20927:14021,
1:142849916|142852148	1	142849916	142852148	3	2_3_0	11	0.353	exon	ENSRNOG00000060206,	+	NB501259:26:HYTWLBGXX:3:23411:17220:10269,NB501259:26:HYTWLBGXX:3:13605:19741:6675,NB501259:26:HYTWLBGXX:3:11609:23084:2195,
1:144154619|144169172	1	144154619	144169172	1	1_1_0	0	1	exon	ENSRNOG00000019776,	+	NB501259:26:HYTWLBGXX:2:12306:23755:8496,
1:157468625|157490006	1	157468625	157490006	6	4_5_0	21	0.364	intergenic_region	n/a	-	NB501259:26:HYTWLBGXX:3:11602:21573:18594,NB501259:26:HYTWLBGXX:2:23309:7221:16810,NB501259:26:HYTWLBGXX:1:11206:26030:8210,NB501259:26:HYTWLBGXX:2:21303:16433:3480,NB501259:26:HYTWLBGXX:4:22608:9223:7655,NB501259:26:HYTWLBGXX:1:11205:1585:7004,
1:157470071|157490006	1	157470071	157490006	9	3_8_5	21	0.462	exon	ENSRNOG00000009891,	-	NB501259:26:HYTWLBGXX:3:11506:3005:10549,NB501259:26:HYTWLBGXX:3:12612:16960:12500,NB501259:26:HYTWLBGXX:4:12408:9706:15790,NB501259:26:HYTWLBGXX:4:12504:14450:4965,NB501259:26:HYTWLBGXX:1:22107:9418:9862,NB501259:26:HYTWLBGXX:4:22409:13682:20219,NB501259:26:HYTWLBGXX:1:11311:6575:7274,NB501259:26:HYTWLBGXX:3:13403:11895:2586,NB501259:26:HYTWLBGXX:1:11212:8432:19160,
1:161668656|161681442	1	161668656	161681442	1	1_1_0	4	0.333	exon	ENSRNOG00000011151,	+	NB501259:26:HYTWLBGXX:1:22308:12961:11503,
1:167254585|167269761	1	167254585	167269761	1	1_1_0	13	0.133	exon	ENSRNOG00000020347,	-	NB501259:26:HYTWLBGXX:1:12305:20479:1366,
1:174609600|174613577	1	174609600	174613577	3	3_1_0	12	0.333	exon	ENSRNOG00000010752,	-	NB501259:26:HYTWLBGXX:3:23504:8518:16497,NB501259:26:HYTWLBGXX:2:21208:22257:11083,NB501259:26:HYTWLBGXX:1:13307:9900:8343,
1:176896627|176919983	1	176896627	176919983	1	1_1_0	13	0.133	exon	ENSRNOG00000026754,	+	NB501259:26:HYTWLBGXX:3:13511:7570:9065,
1:184041764|184061174	1	184041764	184061174	1	1_1_0	8	0.200	exon	ENSRNOG00000011417,	+	NB501259:26:HYTWLBGXX:2:11202:22853:2771,
1:185263914|185303567	1	185263914	185303567	1	1_1_0	10	0.167	exon	ENSRNOG00000020479,	+	NB501259:26:HYTWLBGXX:1:23311:21490:20348,
1:189679087|189685094	1	189679087	189685094	1	1_1_0	11	0.154	exon	ENSRNOG00000024530,	+	NB501259:26:HYTWLBGXX:3:13407:9510:14202,
1:192938631|192948640	1	192938631	192948640	1	1_1_0	46	0.042	exon	ENSRNOG00000012806,	+	NB501259:26:HYTWLBGXX:2:12212:14051:1067,
1:192952650|192953216	1	192952650	192953216	3	3_2_0	25	0.194	exon	ENSRNOG00000012806,	+	NB501259:26:HYTWLBGXX:3:12609:20902:6729,NB501259:26:HYTWLBGXX:2:11306:8164:19369,NB501259:26:HYTWLBGXX:4:21402:18451:11140,
1:192952650|192955267	1	192952650	192955267	3	2_2_0	20	0.231	exon	ENSRNOG00000012806,	+	NB501259:26:HYTWLBGXX:1:11306:16117:6260,NB501259:26:HYTWLBGXX:4:22509:8777:16364,NB501259:26:HYTWLBGXX:2:23105:1734:12632,
1:194855422|194917768	1	194855422	194917768	5	1_3_1	14	0.417	intergenic_region	n/a	-	NB501259:26:HYTWLBGXX:3:11411:8667:8513,NB501259:26:HYTWLBGXX:3:13604:15245:11643,NB501259:26:HYTWLBGXX:4:12608:18275:7070,NB501259:26:HYTWLBGXX:4:13408:17867:11710,NB501259:26:HYTWLBGXX:1:11111:11861:2503,
1:194915054|194917768	1	194915054	194917768	1	1_1_0	12	0.143	intergenic_region	n/a	-	NB501259:26:HYTWLBGXX:3:22402:18501:16749,
1:194922013|194934956	1	194922013	194934956	1	1_1_0	68	0.029	intergenic_region	n/a	-	NB501259:26:HYTWLBGXX:3:11602:7660:9351,
1:195657722|195658293	1	195657722	195658293	1	0_1_1	15	0.118	intergenic_region	n/a	-	NB501259:26:HYTWLBGXX:1:13105:11215:5990,
1:195805819|195866944	1	195805819	195866944	6	0_5_1	20	0.375	intergenic_region	n/a	-	NB501259:26:HYTWLBGXX:1:23204:3893:1357,NB501259:26:HYTWLBGXX:3:11512:17926:2465,NB501259:26:HYTWLBGXX:3:13602:17046:14508,NB501259:26:HYTWLBGXX:1:23209:18109:8557,NB501259:26:HYTWLBGXX:4:23409:21681:8645,NB501259:26:HYTWLBGXX:1:13202:20821:19635,
1:195805819|195870113	1	195805819	195870113	1	1_1_0	21	0.087	intergenic_region	n/a	-	NB501259:26:HYTWLBGXX:2:21106:18262:11030,
1:204959173|204961691	1	204959173	204961691	1	1_1_0	3	0.400	intergenic_region	n/a	+	NB501259:26:HYTWLBGXX:3:11508:18465:6423,
1:214562895|214581660	1	214562895	214581660	1	1_1_0	3	0.400	exon	ENSRNOG00000019534,	+	NB501259:26:HYTWLBGXX:3:22610:6682:14550,
1:221156954|221158790	1	221156954	221158790	2	2_2_0	448	0.009	intergenic_region	n/a	-	NB501259:26:HYTWLBGXX:1:12311:3553:12805,NB501259:26:HYTWLBGXX:2:11205:1558:10234,
1:221158144|221158512	1	221158144	221158512	63	2_41_0	33315	0.004	exon	ENSRNOG00000062158,	-	NB501259:26:HYTWLBGXX:4:12511:5125:13740,NB501259:26:HYTWLBGXX:3:22605:16944:16530,NB501259:26:HYTWLBGXX:3:22608:15713:3475,NB501259:26:HYTWLBGXX:3:23402:10813:13702,NB501259:26:HYTWLBGXX:3:23403:23048:9819,NB501259:26:HYTWLBGXX:3:23510:22914:5714,NB501259:26:HYTWLBGXX:3:23512:14722:8949,NB501259:26:HYTWLBGXX:2:21305:22537:8653,NB501259:26:HYTWLBGXX:3:11501:11160:13730,NB501259:26:HYTWLBGXX:3:11610:1556:2546,NB501259:26:HYTWLBGXX:3:13410:12506:4143,NB501259:26:HYTWLBGXX:3:13501:17437:9789,NB501259:26:HYTWLBGXX:3:13505:19101:3704,NB501259:26:HYTWLBGXX:3:13604:3306:17774,NB501259:26:HYTWLBGXX:1:22312:22319:13429,NB501259:26:HYTWLBGXX:1:23207:25581:4296,NB501259:26:HYTWLBGXX:1:23301:20740:16985,NB501259:26:HYTWLBGXX:1:23303:19589:10168,NB501259:26:HYTWLBGXX:1:23307:12927:11065,NB501259:26:HYTWLBGXX:1:23310:24572:11446,NB501259:26:HYTWLBGXX:3:13610:20073:3248,NB501259:26:HYTWLBGXX:3:21509:3299:4860,NB501259:26:HYTWLBGXX:3:21606:2479:8459,NB501259:26:HYTWLBGXX:3:22401:1151:16203,NB501259:26:HYTWLBGXX:3:22403:5600:4874,NB501259:26:HYTWLBGXX:3:22410:11658:11111,NB501259:26:HYTWLBGXX:4:12604:4168:19327,NB501259:26:HYTWLBGXX:4:13403:1756:12523,NB501259:26:HYTWLBGXX:4:22606:23262:4128,NB501259:26:HYTWLBGXX:4:22606:10635:12765,NB501259:26:HYTWLBGXX:4:23609:18393:9673,NB501259:26:HYTWLBGXX:4:11406:13180:5778,NB501259:26:HYTWLBGXX:4:11410:12731:20036,NB501259:26:HYTWLBGXX:4:11502:18680:17097,NB501259:26:HYTWLBGXX:4:11512:14315:8748,NB501259:26:HYTWLBGXX:4:12502:18353:1836,NB501259:26:HYTWLBGXX:2:12206:13821:4840,NB501259:26:HYTWLBGXX:2:12212:12244:8116,NB501259:26:HYTWLBGXX:2:12303:16125:14698,NB501259:26:HYTWLBGXX:2:13104:9123:16216,NB501259:26:HYTWLBGXX:2:13111:16994:15566,NB501259:26:HYTWLBGXX:2:13201:15371:4143,NB501259:26:HYTWLBGXX:1:13310:19560:14419,NB501259:26:HYTWLBGXX:1:21301:26285:19483,NB501259:26:HYTWLBGXX:1:21303:16393:16133,NB501259:26:HYTWLBGXX:1:22203:13377:10600,NB501259:26:HYTWLBGXX:4:21402:18779:9235,NB501259:26:HYTWLBGXX:4:21405:21591:14397,NB501259:26:HYTWLBGXX:4:21504:26327:13675,NB501259:26:HYTWLBGXX:4:21512:18918:6785,NB501259:26:HYTWLBGXX:4:21603:8899:17912,NB501259:26:HYTWLBGXX:4:21609:17117:2969,NB501259:26:HYTWLBGXX:1:12208:13246:1502,NB501259:26:HYTWLBGXX:1:12209:8737:18322,NB501259:26:HYTWLBGXX:1:12308:21214:9662,NB501259:26:HYTWLBGXX:1:12311:7452:3609,NB501259:26:HYTWLBGXX:1:13108:15984:16456,NB501259:26:HYTWLBGXX:1:13307:11505:13186,NB501259:26:HYTWLBGXX:1:13310:15976:8584,NB501259:26:HYTWLBGXX:2:22209:11194:13967,NB501259:26:HYTWLBGXX:2:11207:12379:13921,NB501259:26:HYTWLBGXX:2:12203:23289:19027,NB501259:26:HYTWLBGXX:1:11205:4008:7673,
1:221158272|221158489	1	221158272	221158489	3	3_2_0	71975	0.000	exon	ENSRNOG00000062158,	-	NB501259:26:HYTWLBGXX:3:11406:18514:1583,NB501259:26:HYTWLBGXX:1:23202:5008:13120,NB501259:26:HYTWLBGXX:3:21406:11995:13697,
1:247711959|247742042	1	247711959	247742042	2	1_1_0	2	0.667	exon	ENSRNOG00000016172,	+	NB501259:26:HYTWLBGXX:2:11201:22944:19521,NB501259:26:HYTWLBGXX:2:12204:20548:4409,
1:247903565|247931405	1	247903565	247931405	1	1_1_0	21	0.087	exon	ENSRNOG00000026942,	-	NB501259:26:HYTWLBGXX:3:23611:20592:16929,
1:247944245|247945662	1	247944245	247945662	3	3_2_0	8	0.429	exon	ENSRNOG00000026942,	-	NB501259:26:HYTWLBGXX:1:21105:20396:18425,NB501259:26:HYTWLBGXX:1:21204:21443:17846,NB501259:26:HYTWLBGXX:2:21101:15585:10858,
1:247944245|247960553	1	247944245	247960553	1	1_1_0	9	0.182	exon	ENSRNOG00000026942,	-	NB501259:26:HYTWLBGXX:3:12406:3406:7009,
1:255636891|255637533	1	255636891	255637533	1	1_1_0	9	0.182	exon	ENSRNOG00000017938,	+	NB501259:26:HYTWLBGXX:3:23412:6029:14518,
1:256277197|256299276	1	256277197	256299276	1	1_1_0	5	0.286	exon	ENSRNOG00000036601,	+	NB501259:26:HYTWLBGXX:4:21412:13237:19917,
1:259448449|259459540	1	259448449	259459540	1	1_1_0	31	0.061	exon	ENSRNOG00000015658,	-	NB501259:26:HYTWLBGXX:3:13412:11842:13233,
1:260798189|260801171	1	260798189	260801171	1	1_1_0	10	0.167	exon	ENSRNOG00000042679,	+	NB501259:26:HYTWLBGXX:1:13201:17822:3306,
1:264674065|264702556	1	264674065	264702556	2	1_2_1	11	0.267	exon	ENSRNOG00000014482,	+	NB501259:26:HYTWLBGXX:4:13507:23846:19956,NB501259:26:HYTWLBGXX:2:23201:14700:1283,
1:270073075|270093865	1	270073075	270093865	2	1_2_0	7	0.364	exon	ENSRNOG00000011313,	-	NB501259:26:HYTWLBGXX:1:13306:24531:16845,NB501259:26:HYTWLBGXX:2:12103:10605:5001,
1:275999821|276141673	1	275999821	276141673	2	1_2_0	1	0.800	intergenic_region	n/a	-	NB501259:26:HYTWLBGXX:4:22403:23895:14269,NB501259:26:HYTWLBGXX:3:22611:22330:5212,
1:276011500|276141673	1	276011500	276141673	18	13_11_0	4	0.900	intergenic_region	n/a	-	NB501259:26:HYTWLBGXX:2:13310:23189:3406,NB501259:26:HYTWLBGXX:1:23208:18789:13339,NB501259:26:HYTWLBGXX:4:12510:26469:9613,NB501259:26:HYTWLBGXX:4:12511:1052:9623,NB501259:26:HYTWLBGXX:2:12309:8038:16788,NB501259:26:HYTWLBGXX:2:12311:20797:15293,NB501259:26:HYTWLBGXX:1:21105:21888:7805,NB501259:26:HYTWLBGXX:1:21209:15365:1874,NB501259:26:HYTWLBGXX:2:23101:24559:5854,NB501259:26:HYTWLBGXX:1:11209:13498:2392,NB501259:26:HYTWLBGXX:2:22102:14245:11557,NB501259:26:HYTWLBGXX:4:12612:17869:15082,NB501259:26:HYTWLBGXX:4:13506:25822:8756,NB501259:26:HYTWLBGXX:4:13506:2429:13777,NB501259:26:HYTWLBGXX:4:11408:20070:9459,NB501259:26:HYTWLBGXX:4:12410:23466:8511,NB501259:26:HYTWLBGXX:1:21203:25372:17250,NB501259:26:HYTWLBGXX:1:21305:5960:5529,
1:276011855|276141673	1	276011855	276141673	3	3_3_0	19	0.240	intergenic_region	n/a	-	NB501259:26:HYTWLBGXX:3:13512:12646:16063,NB501259:26:HYTWLBGXX:1:22207:17856:6020,NB501259:26:HYTWLBGXX:1:12211:4751:5832,
1:281825348|281857037	1	281825348	281857037	1	1_1_0	4	0.333	exon	ENSRNOG00000009954,	-	NB501259:26:HYTWLBGXX:4:21501:7492:2234,
1:282190790|282202180	1	282190790	282202180	1	1_1_0	7	0.222	intron	ENSRNOG00000010230,	+	NB501259:26:HYTWLBGXX:1:22311:9239:7310,
10:11431140|11474125	10	11431140	11474125	5	2_1_0	6	0.625	intron	ENSRNOG00000049768,	-	NB501259:26:HYTWLBGXX:2:21207:6602:3356,NB501259:26:HYTWLBGXX:4:22409:7898:6131,NB501259:26:HYTWLBGXX:2:21112:25003:8873,NB501259:26:HYTWLBGXX:2:21305:13024:13321,NB501259:26:HYTWLBGXX:3:21610:22164:18427,
10:16724062|16725151	10	16724062	16725151	4	1_2_0	79	0.092	exon	ENSRNOG00000020769,	-	NB501259:26:HYTWLBGXX:1:22303:11511:1874,NB501259:26:HYTWLBGXX:1:23210:16565:9713,NB501259:26:HYTWLBGXX:2:23204:3856:13015,NB501259:26:HYTWLBGXX:2:11204:25824:11358,
10:16724062|16727861	10	16724062	16727861	3	1_2_0	76	0.073	exon	ENSRNOG00000020769,	-	NB501259:26:HYTWLBGXX:4:21403:19499:14567,NB501259:26:HYTWLBGXX:3:23507:22969:4242,NB501259:26:HYTWLBGXX:1:23108:21501:4390,
10:16724062|16730140	10	16724062	16730140	21	12_13_0	8	0.840	exon	ENSRNOG00000020769,	-	NB501259:26:HYTWLBGXX:1:23101:20383:18816,NB501259:26:HYTWLBGXX:4:11603:16564:2334,NB501259:26:HYTWLBGXX:4:11612:8269:10804,NB501259:26:HYTWLBGXX:2:13210:3629:14268,NB501259:26:HYTWLBGXX:1:22103:23454:4691,NB501259:26:HYTWLBGXX:1:22111:20581:7734,NB501259:26:HYTWLBGXX:2:11111:18848:3610,NB501259:26:HYTWLBGXX:2:12103:19119:19399,NB501259:26:HYTWLBGXX:3:22511:20684:17582,NB501259:26:HYTWLBGXX:2:21310:16098:12292,NB501259:26:HYTWLBGXX:3:11412:15630:4078,NB501259:26:HYTWLBGXX:3:13411:6796:14251,NB501259:26:HYTWLBGXX:3:13412:23111:4044,NB501259:26:HYTWLBGXX:3:13506:19359:12901,NB501259:26:HYTWLBGXX:3:22501:6763:2687,NB501259:26:HYTWLBGXX:4:11601:2412:2363,NB501259:26:HYTWLBGXX:4:11610:6120:19846,NB501259:26:HYTWLBGXX:4:21509:9911:2623,NB501259:26:HYTWLBGXX:1:12312:15654:5362,NB501259:26:HYTWLBGXX:1:13206:13434:13865,NB501259:26:HYTWLBGXX:2:23212:2483:14399,
10:16724062|16731902	10	16724062	16731902	1	1_1_0	4	0.333	intron	ENSRNOG00000020769,	-	NB501259:26:HYTWLBGXX:1:22103:3214:7511,
10:29318809|29319752	10	29318809	29319752	5	5_3_0	4	0.714	exon	ENSRNOG00000003936,	+	NB501259:26:HYTWLBGXX:1:23112:5647:9617,NB501259:26:HYTWLBGXX:2:12209:16175:11683,NB501259:26:HYTWLBGXX:1:11104:13055:5081,NB501259:26:HYTWLBGXX:3:12411:13051:18637,NB501259:26:HYTWLBGXX:4:21408:18143:13393,
10:30980709|30993573	10	30980709	30993573	1	1_0_1	4	0.333	exon	ENSRNOG00000005406,	+	NB501259:26:HYTWLBGXX:3:12410:24376:17354,
10:35455049|35457781	10	35455049	35457781	1	1_1_0	1	0.667	exon	ENSRNOG00000003005,	+	NB501259:26:HYTWLBGXX:3:13610:19077:6191,
10:37166067|37178344	10	37166067	37178344	1	1_1_0	10	0.167	exon	ENSRNOG00000004563,	-	NB501259:26:HYTWLBGXX:4:23601:16197:11123,
10:38694197|38694666	10	38694197	38694666	3	2_2_0	2	0.750	intron	ENSRNOG00000006965,	+	NB501259:26:HYTWLBGXX:3:23411:18933:7469,NB501259:26:HYTWLBGXX:4:22506:18715:18660,NB501259:26:HYTWLBGXX:2:23302:5956:2803,
10:38712831|38725063	10	38712831	38725063	1	1_1_0	32	0.059	exon	ENSRNOG00000006965,	+	NB501259:26:HYTWLBGXX:4:23605:7066:9396,
10:48659695|48705799	10	48659695	48705799	1	1_1_0	42	0.045	exon	ENSRNOG00000055246,	-	NB501259:26:HYTWLBGXX:2:21303:25493:8967,
10:52636800|52637511	10	52636800	52637511	1	1_1_0	1	0.667	exon	ENSRNOG00000004171,	-	NB501259:26:HYTWLBGXX:4:11412:22847:4745,
10:57496387|57496528	10	57496387	57496528	1	0_1_1	0	1	intron	ENSRNOG00000005015,	-	NB501259:26:HYTWLBGXX:3:13612:5133:3847,
10:59192184|59239990	10	59192184	59239990	3	1_2_0	4	0.600	intron	ENSRNOG00000010041,	+	NB501259:26:HYTWLBGXX:3:22606:24215:15691,NB501259:26:HYTWLBGXX:1:23202:15887:2064,NB501259:26:HYTWLBGXX:2:12308:22269:12595,
10:64302752|64335912	10	64302752	64335912	3	1_3_0	15	0.286	exon	ENSRNOG00000006895,	-	NB501259:26:HYTWLBGXX:1:22206:23314:9924,NB501259:26:HYTWLBGXX:3:12404:14156:14803,NB501259:26:HYTWLBGXX:1:11110:18318:18891,
10:66812207|66822005	10	66812207	66822005	2	1_1_0	20	0.167	exon	ENSRNOG00000013780,	+	NB501259:26:HYTWLBGXX:3:22402:13031:3310,NB501259:26:HYTWLBGXX:1:11308:24136:13611,
10:70069503|70089803	10	70069503	70089803	3	2_2_0	0	1	exon	ENSRNOG00000007523,	-	NB501259:26:HYTWLBGXX:4:21609:22803:7957,NB501259:26:HYTWLBGXX:4:13609:19971:3227,NB501259:26:HYTWLBGXX:1:12201:9951:11939,
10:73705449|73708421	10	73705449	73708421	1	1_1_0	17	0.105	exon	ENSRNOG00000003679,	-	NB501259:26:HYTWLBGXX:3:11410:22434:2170,
10:73832770|73857079	10	73832770	73857079	1	1_1_0	6	0.250	exon	ENSRNOG00000003919,	-	NB501259:26:HYTWLBGXX:3:23411:5552:7881,
10:74338952|74360926	10	74338952	74360926	3	2_2_0	11	0.353	exon	ENSRNOG00000060561,	-	NB501259:26:HYTWLBGXX:3:13605:18081:6253,NB501259:26:HYTWLBGXX:2:21210:19901:9743,NB501259:26:HYTWLBGXX:2:11112:15607:12530,
10:74489899|74517563	10	74489899	74517563	2	2_2_0	24	0.143	exon	ENSRNOG00000006248,	+	NB501259:26:HYTWLBGXX:3:23408:14683:2053,NB501259:26:HYTWLBGXX:1:23102:20085:17710,
10:75353698|75359108	10	75353698	75359108	1	1_1_0	2	0.500	intergenic_region	n/a	+	NB501259:26:HYTWLBGXX:2:23309:8820:14091,
10:81793533|81801844	10	81793533	81801844	1	1_1_0	53	0.036	exon	ENSRNOG00000002749,	+	NB501259:26:HYTWLBGXX:1:13107:10764:16994,
10:83556702|83562183	10	83556702	83562183	1	1_1_0	0	1	intergenic_region	n/a	+	NB501259:26:HYTWLBGXX:1:13204:23946:5989,
10:85158203|85166817	10	85158203	85166817	1	1_1_0	12	0.143	exon	ENSRNOG00000023095,	-	NB501259:26:HYTWLBGXX:4:21412:5486:15301,
10:86116050|86122643	10	86116050	86122643	2	1_2_0	13	0.235	exon	ENSRNOG00000005606,	-	NB501259:26:HYTWLBGXX:2:22311:25535:12877,NB501259:26:HYTWLBGXX:3:12410:22698:8584,
10:91140959|91159440	10	91140959	91159440	1	1_1_0	8	0.200	exon	ENSRNOG00000002989,	+	NB501259:26:HYTWLBGXX:1:12205:10143:15733,
10:92474821|92476192	10	92474821	92476192	2	2_1_0	11	0.267	intergenic_region	n/a	-	NB501259:26:HYTWLBGXX:3:21509:18941:1415,NB501259:26:HYTWLBGXX:4:21405:6260:12625,
10:93439729|93471445	10	93439729	93471445	3	1_3_0	10	0.375	exon	ENSRNOG00000006285,	+	NB501259:26:HYTWLBGXX:2:23110:15025:18127,NB501259:26:HYTWLBGXX:3:23408:9708:3846,NB501259:26:HYTWLBGXX:3:12612:25293:6402,
10:93451477|93465700	10	93451477	93465700	1	1_1_0	25	0.074	exon	ENSRNOG00000006285,	+	NB501259:26:HYTWLBGXX:2:12202:16811:12407,
10:96759545|96894082	10	96759545	96894082	4	4_3_0	2	0.800	exon	ENSRNOG00000024557,	+	NB501259:26:HYTWLBGXX:3:22610:19416:13125,NB501259:26:HYTWLBGXX:2:23312:23118:10037,NB501259:26:HYTWLBGXX:3:11405:13501:19618,NB501259:26:HYTWLBGXX:4:22608:23078:2144,
10:109754620|109755154	10	109754620	109755154	1	1_1_0	36	0.053	exon	ENSRNOG00000036688,	-	NB501259:26:HYTWLBGXX:2:21109:18010:4479,
11:15728169|15787594	11	15728169	15787594	3	1_3_0	12	0.333	intergenic_region	n/a	+	NB501259:26:HYTWLBGXX:3:11604:2613:15741,NB501259:26:HYTWLBGXX:3:23606:7759:19199,NB501259:26:HYTWLBGXX:2:22202:9465:17032,
