circRNA_ID	chr	circRNA_start	circRNA_end	#junction_reads	SM_MS_SMS	#non_junction_reads	junction_reads_ratio	circRNA_type	gene_id	strand	junction_reads_ID
1:122605870|122678378	1	122605870	122678378	45	27_26_0	42	0.682	intergenic_region	n/a	-	NB501259:25:HYMKWBGXX:2:21208:26434:4253,NB501259:25:HYMKWBGXX:1:11112:14860:17559,NB501259:25:HYMKWBGXX:1:12205:16697:4632,NB501259:25:HYMKWBGXX:4:22601:16698:14218,NB501259:25:HYMKWBGXX:4:23509:8244:19475,NB501259:25:HYMKWBGXX:4:23601:17050:13026,NB501259:25:HYMKWBGXX:3:22511:7513:10087,NB501259:25:HYMKWBGXX:3:22512:8378:16077,NB501259:25:HYMKWBGXX:3:23510:2530:4359,NB501259:25:HYMKWBGXX:2:11210:5157:1412,NB501259:25:HYMKWBGXX:2:12112:9483:9254,NB501259:25:HYMKWBGXX:3:11401:8077:16676,NB501259:25:HYMKWBGXX:3:12401:10467:4337,NB501259:25:HYMKWBGXX:3:12405:17967:3459,NB501259:25:HYMKWBGXX:3:12406:20399:12927,NB501259:25:HYMKWBGXX:2:13112:12118:2740,NB501259:25:HYMKWBGXX:2:23302:13302:13800,NB501259:25:HYMKWBGXX:4:12402:23411:6203,NB501259:25:HYMKWBGXX:3:13402:4176:13935,NB501259:25:HYMKWBGXX:3:13501:4759:16387,NB501259:25:HYMKWBGXX:3:21505:22681:15274,NB501259:25:HYMKWBGXX:3:21603:17699:7460,NB501259:25:HYMKWBGXX:3:21610:23270:17159,NB501259:25:HYMKWBGXX:2:21105:9870:12331,NB501259:25:HYMKWBGXX:1:11304:8471:14962,NB501259:25:HYMKWBGXX:1:11309:24961:8210,NB501259:25:HYMKWBGXX:4:22508:7631:13389,NB501259:25:HYMKWBGXX:4:23507:1656:15608,NB501259:25:HYMKWBGXX:3:23512:24915:4259,NB501259:25:HYMKWBGXX:1:23112:15565:4552,NB501259:25:HYMKWBGXX:2:23204:21084:11658,NB501259:25:HYMKWBGXX:2:23304:7166:20350,NB501259:25:HYMKWBGXX:1:21210:23288:13526,NB501259:25:HYMKWBGXX:4:11407:22706:6068,NB501259:25:HYMKWBGXX:4:11503:1718:9980,NB501259:25:HYMKWBGXX:4:12410:14694:9270,NB501259:25:HYMKWBGXX:4:22406:17033:6728,NB501259:25:HYMKWBGXX:1:12210:15795:12939,NB501259:25:HYMKWBGXX:1:12310:21679:13222,NB501259:25:HYMKWBGXX:3:13407:16127:1395,NB501259:25:HYMKWBGXX:3:13508:10003:6863,NB501259:25:HYMKWBGXX:3:13511:7728:5419,NB501259:25:HYMKWBGXX:3:21607:20201:3328,NB501259:25:HYMKWBGXX:3:22405:16598:3034,NB501259:25:HYMKWBGXX:3:22409:7771:8374,
1:122613645|122680102	1	122613645	122680102	14	14_2_10	35	0.444	intergenic_region	n/a	-	NB501259:25:HYMKWBGXX:1:11307:4631:17535,NB501259:25:HYMKWBGXX:4:22512:6724:20294,NB501259:25:HYMKWBGXX:4:23404:19106:2163,NB501259:25:HYMKWBGXX:3:22612:8601:7600,NB501259:25:HYMKWBGXX:1:23106:7979:4696,NB501259:25:HYMKWBGXX:2:22301:2035:5344,NB501259:25:HYMKWBGXX:2:22308:20734:8470,NB501259:25:HYMKWBGXX:2:23204:1447:14411,NB501259:25:HYMKWBGXX:4:12505:23652:5445,NB501259:25:HYMKWBGXX:4:12611:2546:8991,NB501259:25:HYMKWBGXX:1:12312:24932:9706,NB501259:25:HYMKWBGXX:1:13207:23350:3682,NB501259:25:HYMKWBGXX:4:22609:7134:12598,NB501259:25:HYMKWBGXX:3:21511:15118:3430,
1:123959921|123970510	1	123959921	123970510	7	4_3_0	4	0.778	exon	ENSRNOG00000010853,	-	NB501259:25:HYMKWBGXX:2:23306:22663:7558,NB501259:25:HYMKWBGXX:1:21104:10232:15837,NB501259:25:HYMKWBGXX:3:23502:22612:16764,NB501259:25:HYMKWBGXX:3:23603:4708:1784,NB501259:25:HYMKWBGXX:2:12111:23163:4259,NB501259:25:HYMKWBGXX:2:22301:7369:3554,NB501259:25:HYMKWBGXX:4:13609:7783:12411,
1:126573474|126583015	1	126573474	126583015	6	3_5_0	4	0.750	intergenic_region	n/a	+	NB501259:25:HYMKWBGXX:3:23501:11993:8247,NB501259:25:HYMKWBGXX:2:22209:21623:12172,NB501259:25:HYMKWBGXX:4:12403:16406:7648,NB501259:25:HYMKWBGXX:3:21406:25294:10187,NB501259:25:HYMKWBGXX:4:13411:6943:8774,NB501259:25:HYMKWBGXX:4:13612:9986:17674,
1:128501692|128526855	1	128501692	128526855	1	1_1_0	8	0.200	exon	ENSRNOG00000023274,	-	NB501259:25:HYMKWBGXX:3:21610:11759:4447,
1:140044382|140142798	1	140044382	140142798	1	1_1_0	46	0.042	exon	ENSRNOG00000018674,	-	NB501259:25:HYMKWBGXX:3:21404:25825:5375,
1:142552645|142576627	1	142552645	142576627	1	1_1_0	12	0.143	exon	ENSRNOG00000012002,	-	NB501259:25:HYMKWBGXX:3:13606:25232:9609,
1:142849916|142852148	1	142849916	142852148	5	4_2_0	19	0.345	exon	ENSRNOG00000060206,	+	NB501259:25:HYMKWBGXX:3:21408:14440:15696,NB501259:25:HYMKWBGXX:3:23606:25033:3070,NB501259:25:HYMKWBGXX:4:13512:17482:19006,NB501259:25:HYMKWBGXX:3:21401:22253:4433,NB501259:25:HYMKWBGXX:3:21412:12775:19163,
1:143712491|143718310	1	143712491	143718310	2	1_1_0	88	0.043	exon	ENSRNOG00000019740,	-	NB501259:25:HYMKWBGXX:4:22609:25622:12498,NB501259:25:HYMKWBGXX:4:13412:17277:4859,
1:143712491|143718900	1	143712491	143718900	6	4_5_0	68	0.150	exon	ENSRNOG00000019740,	-	NB501259:25:HYMKWBGXX:1:12105:9182:10592,NB501259:25:HYMKWBGXX:1:23309:15059:2571,NB501259:25:HYMKWBGXX:4:12512:4324:13153,NB501259:25:HYMKWBGXX:3:21503:4310:17382,NB501259:25:HYMKWBGXX:1:11111:9687:5426,NB501259:25:HYMKWBGXX:2:13210:11549:20374,
1:154405931|154447475	1	154405931	154447475	1	1_1_0	111	0.018	exon	ENSRNOG00000018322,	+	NB501259:25:HYMKWBGXX:1:22305:11487:18725,
1:156218277|156228853	1	156218277	156228853	2	2_1_0	32	0.111	intergenic_region	n/a	-	NB501259:25:HYMKWBGXX:2:13111:20124:3332,NB501259:25:HYMKWBGXX:2:22211:10034:5395,
1:156552340|156622970	1	156552340	156622970	1	1_1_0	162	0.012	exon	ENSRNOG00000022635,	+	NB501259:25:HYMKWBGXX:1:21103:17803:9826,
1:157468625|157490006	1	157468625	157490006	1	1_1_0	20	0.091	intergenic_region	n/a	-	NB501259:25:HYMKWBGXX:2:12204:17026:20340,
1:157470071|157490006	1	157470071	157490006	7	0_4_4	31	0.311	exon	ENSRNOG00000009891,	-	NB501259:25:HYMKWBGXX:1:13112:9271:9494,NB501259:25:HYMKWBGXX:3:21407:21270:15920,NB501259:25:HYMKWBGXX:3:21507:7841:9696,NB501259:25:HYMKWBGXX:1:11109:22795:19304,NB501259:25:HYMKWBGXX:3:22605:14735:1199,NB501259:25:HYMKWBGXX:2:11210:25253:7901,NB501259:25:HYMKWBGXX:3:22502:4582:20014,
1:162639900|162643789	1	162639900	162643789	2	1_2_0	26	0.133	exon	ENSRNOG00000024194,	+	NB501259:25:HYMKWBGXX:3:22604:23540:14215,NB501259:25:HYMKWBGXX:2:22211:3095:13178,
1:162639900|162648653	1	162639900	162648653	1	1_1_0	29	0.065	exon	ENSRNOG00000024194,	+	NB501259:25:HYMKWBGXX:1:22303:20794:6331,
1:163594856|163604876	1	163594856	163604876	1	1_1_0	30	0.062	exon	ENSRNOG00000015560,	-	NB501259:25:HYMKWBGXX:2:23201:21929:11120,
1:165646261|165654319	1	165646261	165654319	1	1_1_0	166	0.012	exon	ENSRNOG00000018176,	+	NB501259:25:HYMKWBGXX:2:12202:8504:10777,
1:166231693|166259335	1	166231693	166259335	1	1_1_0	41	0.047	exon	ENSRNOG00000019319,	+	NB501259:25:HYMKWBGXX:1:21111:16338:18942,
1:166378662|166385907	1	166378662	166385907	1	1_1_0	29	0.065	exon	ENSRNOG00000019319,	+	NB501259:25:HYMKWBGXX:4:23401:15558:3686,
1:167239233|167264009	1	167239233	167264009	3	3_3_0	53	0.102	exon	ENSRNOG00000020347,	-	NB501259:25:HYMKWBGXX:2:21206:1281:7363,NB501259:25:HYMKWBGXX:2:21207:26633:7357,NB501259:25:HYMKWBGXX:4:11504:22818:9070,
1:167254585|167264009	1	167254585	167264009	2	2_1_0	60	0.062	exon	ENSRNOG00000020347,	-	NB501259:25:HYMKWBGXX:4:13604:5786:12511,NB501259:25:HYMKWBGXX:2:21307:3326:5440,
1:170588879|170591592	1	170588879	170591592	1	1_1_0	61	0.032	exon	ENSRNOG00000019212,	+	NB501259:25:HYMKWBGXX:4:21603:6966:12289,
1:176902141|176903210	1	176902141	176903210	1	1_1_0	27	0.069	intron	ENSRNOG00000026754,	+	NB501259:25:HYMKWBGXX:1:11307:3911:8654,
1:185233419|185234547	1	185233419	185234547	5	2_4_0	12	0.455	exon	ENSRNOG00000020479,	+	NB501259:25:HYMKWBGXX:1:23101:21370:2076,NB501259:25:HYMKWBGXX:4:11604:14234:19412,NB501259:25:HYMKWBGXX:2:21307:6340:9919,NB501259:25:HYMKWBGXX:4:23506:15995:12728,NB501259:25:HYMKWBGXX:4:13601:7179:11995,
1:187806870|187837133	1	187806870	187837133	2	2_1_0	29	0.121	exon	ENSRNOG00000047386,	-	NB501259:25:HYMKWBGXX:4:23404:10905:15921,NB501259:25:HYMKWBGXX:1:21305:18821:17472,
1:189679087|189685094	1	189679087	189685094	1	1_1_0	9	0.182	exon	ENSRNOG00000024530,	+	NB501259:25:HYMKWBGXX:1:22304:2115:13504,
1:190980864|190991049	1	190980864	190991049	2	1_1_0	15	0.211	exon	ENSRNOG00000025940,	+	NB501259:25:HYMKWBGXX:1:12103:16311:8457,NB501259:25:HYMKWBGXX:2:11204:25538:5150,
1:192952650|192955267	1	192952650	192955267	5	4_3_0	44	0.185	exon	ENSRNOG00000012806,	+	NB501259:25:HYMKWBGXX:3:22511:13314:15193,NB501259:25:HYMKWBGXX:2:11102:19469:11298,NB501259:25:HYMKWBGXX:1:22312:11792:5421,NB501259:25:HYMKWBGXX:1:21210:20671:18728,NB501259:25:HYMKWBGXX:1:22305:17512:5240,
1:193830972|193836048	1	193830972	193836048	1	1_1_0	11	0.154	intergenic_region	n/a	-	NB501259:25:HYMKWBGXX:3:12506:11982:9743,
1:194869116|194917768	1	194869116	194917768	15	1_10_0	32	0.484	intergenic_region	n/a	-	NB501259:25:HYMKWBGXX:3:22611:12040:17454,NB501259:25:HYMKWBGXX:4:22508:19979:11663,NB501259:25:HYMKWBGXX:3:22603:14268:4472,NB501259:25:HYMKWBGXX:3:22612:15255:10230,NB501259:25:HYMKWBGXX:2:12107:3897:2779,NB501259:25:HYMKWBGXX:2:13306:16481:7099,NB501259:25:HYMKWBGXX:1:22303:5836:8718,NB501259:25:HYMKWBGXX:2:23111:4421:13398,NB501259:25:HYMKWBGXX:1:21107:8562:9095,NB501259:25:HYMKWBGXX:1:22111:24853:19535,NB501259:25:HYMKWBGXX:4:12601:17295:6459,NB501259:25:HYMKWBGXX:4:21609:15456:1202,NB501259:25:HYMKWBGXX:1:12312:14752:2861,NB501259:25:HYMKWBGXX:3:21504:23741:14192,NB501259:25:HYMKWBGXX:3:22501:8973:2667,
1:194892470|194917768	1	194892470	194917768	1	1_1_0	30	0.062	intergenic_region	n/a	-	NB501259:25:HYMKWBGXX:1:11304:4494:12298,
1:195009269|195011851	1	195009269	195011851	1	1_1_0	24	0.077	intergenic_region	n/a	-	NB501259:25:HYMKWBGXX:2:23211:5105:5736,
1:195657722|195805915	1	195657722	195805915	1	1_1_0	84	0.023	intergenic_region	n/a	-	NB501259:25:HYMKWBGXX:2:11205:10439:20211,
1:195665691|195805915	1	195665691	195805915	3	1_3_2	101	0.056	intergenic_region	n/a	-	NB501259:25:HYMKWBGXX:1:22306:18374:10070,NB501259:25:HYMKWBGXX:1:13312:25121:18506,NB501259:25:HYMKWBGXX:3:21509:7101:2218,
1:195665691|195843637	1	195665691	195843637	4	2_3_1	129	0.058	intergenic_region	n/a	-	NB501259:25:HYMKWBGXX:3:12402:22408:14437,NB501259:25:HYMKWBGXX:2:23106:21949:16687,NB501259:25:HYMKWBGXX:2:13202:6719:7270,NB501259:25:HYMKWBGXX:2:22207:16743:19866,
1:195665691|195852244	1	195665691	195852244	2	1_2_0	131	0.030	intergenic_region	n/a	-	NB501259:25:HYMKWBGXX:1:22102:20559:15866,NB501259:25:HYMKWBGXX:2:12212:6985:17128,
1:195665691|195855432	1	195665691	195855432	1	0_1_1	110	0.018	intergenic_region	n/a	-	NB501259:25:HYMKWBGXX:1:11312:21065:6205,
1:195675546|195805915	1	195675546	195805915	4	1_4_0	53	0.131	intergenic_region	n/a	-	NB501259:25:HYMKWBGXX:2:23102:26104:17980,NB501259:25:HYMKWBGXX:4:23501:17678:15319,NB501259:25:HYMKWBGXX:1:21303:20972:17274,NB501259:25:HYMKWBGXX:4:13404:2458:20164,
1:195690415|195805915	1	195690415	195805915	2	1_2_0	55	0.068	intergenic_region	n/a	-	NB501259:25:HYMKWBGXX:3:11506:23933:16246,NB501259:25:HYMKWBGXX:1:21111:19290:9079,
1:195805819|195843637	1	195805819	195843637	9	1_8_0	102	0.150	intergenic_region	n/a	-	NB501259:25:HYMKWBGXX:2:23206:4765:16081,NB501259:25:HYMKWBGXX:4:22601:24786:6296,NB501259:25:HYMKWBGXX:3:23609:22334:5287,NB501259:25:HYMKWBGXX:3:11410:21050:5743,NB501259:25:HYMKWBGXX:2:12209:4479:7572,NB501259:25:HYMKWBGXX:2:13310:3205:12633,NB501259:25:HYMKWBGXX:1:23204:7945:13852,NB501259:25:HYMKWBGXX:4:21604:2211:9986,NB501259:25:HYMKWBGXX:1:12210:18554:1837,
1:195805819|195866944	1	195805819	195866944	8	1_8_1	44	0.267	intergenic_region	n/a	-	NB501259:25:HYMKWBGXX:3:11406:24498:19101,NB501259:25:HYMKWBGXX:4:22408:4789:14857,NB501259:25:HYMKWBGXX:3:22609:9257:2513,NB501259:25:HYMKWBGXX:3:22612:20422:1641,NB501259:25:HYMKWBGXX:3:23408:16974:15271,NB501259:25:HYMKWBGXX:4:13504:2997:8324,NB501259:25:HYMKWBGXX:4:11603:7681:14105,NB501259:25:HYMKWBGXX:4:12405:25259:11137,
1:198932675|198934500	1	198932675	198934500	1	1_1_0	4	0.333	intron	ENSRNOG00000018877,	+	NB501259:25:HYMKWBGXX:2:11108:9188:5624,
1:204959173|204961691	1	204959173	204961691	4	3_4_0	3	0.727	intergenic_region	n/a	+	NB501259:25:HYMKWBGXX:4:22608:22589:5003,NB501259:25:HYMKWBGXX:4:22408:11737:18541,NB501259:25:HYMKWBGXX:3:21602:1815:16197,NB501259:25:HYMKWBGXX:2:22305:6376:14651,
1:211300918|211301800	1	211300918	211301800	1	1_1_0	28	0.067	intergenic_region	n/a	-	NB501259:25:HYMKWBGXX:1:13103:21052:10566,
1:214562895|214581660	1	214562895	214581660	1	1_1_0	13	0.133	exon	ENSRNOG00000019534,	+	NB501259:25:HYMKWBGXX:4:12612:16297:13494,
1:218737326|218761520	1	218737326	218761520	1	1_1_0	25	0.074	exon	ENSRNOG00000015540,	-	NB501259:25:HYMKWBGXX:2:13212:14598:5629,
1:218755127|218778447	1	218755127	218778447	1	1_1_0	10	0.167	exon	ENSRNOG00000015540,	-	NB501259:25:HYMKWBGXX:1:22305:10146:5891,
1:219719163|219725398	1	219719163	219725398	1	1_1_0	1	0.667	intergenic_region	n/a	-	NB501259:25:HYMKWBGXX:4:22501:20193:6220,
1:221157376|221158765	1	221157376	221158765	1	1_1_0	1132	0.002	intergenic_region	n/a	+	NB501259:25:HYMKWBGXX:3:23608:13699:14547,
