Name	Description	female_mean	female_median	male_mean	male_median
ENSG00000225630.1	MTND2P28	1476.95625	1218.0	1329.3307031250001	1161.0
ENSG00000237973.1	MTCO1P12	165.25166666666667	117.0	291.86296875	127.3
ENSG00000229344.1	MTCO2P12	48.291	29.33	68.440703125	27.22
ENSG00000240409.1	MTATP8P1	30.7986875	19.44	37.7019375	22.65
ENSG00000248527.1	MTATP6P1	6030.729166666667	6226.0	6269.21609375	6200.0
ENSG00000198744.5	MTCO3P12	150.25827083333334	33.77	115.47523437500001	38.61
ENSG00000268663.1	WBP1LP6	0.09342833333333334	0.07948	0.068211328125	0.05856
ENSG00000273547.1	OR4F16	0.07222833333333332	0.06951	0.0565409375	0.04641
ENSG00000283574.1	RP11-206L10.17	0.0	0.0	0.0	0.0
ENSG00000229376.3	CICP3	0.155980625	0.1418	0.12578784375000002	0.1099
ENSG00000228327.3	RP11-206L10.2	0.6101645833333333	0.5094	0.551337109375	0.4432
ENSG00000223181.1	RNU6-1199P	0.0340875	0.0	0.0417140625	0.0
ENSG00000229905.1	RP11-206L10.4	0.07030604166666667	0.05294	0.066996328125	0.0547
ENSG00000237491.8	RP11-206L10.9	0.4781479166666667	0.4432	0.42990859375	0.4186
ENSG00000230092.7	RP11-206L10.8	0.4740677083333333	0.4612	0.39346992187499996	0.3465
ENSG00000177757.2	FAM87B	0.24278041666666664	0.2358	0.285124453125	0.2145
ENSG00000228794.8	LINC01128	5.3834791666666675	5.457999999999998	5.5125343749999995	4.932
ENSG00000225880.5	LINC00115	1.8151291666666667	1.48	1.595946875	1.404
ENSG00000230368.2	FAM41C	0.15706625	0.1553	0.14326429687499997	0.1173
ENSG00000234711.1	TUBB8P11	0.18836604166666668	0.18836604166666668	0.172451328125	0.1551
ENSG00000283040.1	FAM166AP3	0.07523229166666667	0.0602	0.07235	0.05458
ENSG00000272438.1	RP11-54O7.16	0.40148166666666657	0.3886	0.38670265625	0.3462
ENSG00000230699.2	RP11-54O7.1	0.2950670833333333	0.2523	0.262874765625	0.2311
ENSG00000241180.1	RP11-54O7.2	0.0	0.0	0.0	0.0
ENSG00000223764.2	RP11-54O7.3	0.5875791666666667	0.4171	0.46384843750000004	0.414
ENSG00000187634.11	SAMD11	0.7012395833333334	0.5316	0.571076953125	0.4546
ENSG00000188976.10	NOC2L	29.22675	29.22675	28.431078125	27.56
ENSG00000187961.13	KLHL17	5.126145833333333	4.989	5.4059375	5.0939999999999985
ENSG00000187583.10	PLEKHN1	0.18273833333333334	0.1147	0.117744453125	0.0936
ENSG00000187642.9	PERM1	0.27592077083333333	0.2487	0.240449296875	0.2228
ENSG00000272512.1	RP11-54O7.17	4.08388125	2.9760000000000004	3.0163953125	2.693
ENSG00000188290.10	HES4	21.682	19.62	21.705726562500004	20.77
ENSG00000187608.8	ISG15	134.9789375	24.97	32.055335937500004	25.71
ENSG00000231702.2	RP11-54O7.10	0.18975416666666667	0.0	0.1384290625	0.0
ENSG00000224969.1	RP11-54O7.11	0.6644604166666666	0.4838	0.5077296875	0.4579
ENSG00000188157.14	AGRN	24.362875000000003	22.32	24.684890625	23.39
ENSG00000217801.9	RP11-465B22.3	3.7068375000000002	3.364	3.8363929687499994	3.661
ENSG00000273443.1	RP11-54O7.18	0.5568045833333333	0.3827	0.470461953125	0.3403
ENSG00000237330.2	RNF223	0.11353479166666665	0.09244	0.08125734375	0.07082999999999999
ENSG00000131591.17	C1orf159	6.615708333333333	6.66	6.7552421875	6.974
ENSG00000223823.1	LINC01342	0.11558041666666667	0.08661	0.101819140625	0.07641
ENSG00000207730.3	MIR200B	0.09962708333333332	0.0	0.07145625	0.0
ENSG00000207607.3	MIR200A	0.04412291666666667	0.0	0.0325375	0.0
ENSG00000198976.1	MIR429	0.09547291666666667	0.0	0.04805078125	0.0
ENSG00000272141.1	RP11-465B22.8	0.13360020833333333	0.1191	0.091335703125	0.06488
ENSG00000205231.1	TTLL10-AS1	0.07362325000000002	0.05333	0.0662402109375	0.049530000000000005
ENSG00000162571.13	TTLL10	0.11552789583333334	0.09644	0.09390367187500001	0.08058
ENSG00000186891.13	TNFRSF18	2.09954375	1.7180000000000002	2.324390625	2.043
ENSG00000186827.10	TNFRSF4	0.8703562499999999	0.7424	0.8129859374999999	0.6842
ENSG00000078808.16	SDF4	52.181875	50.17	51.05359375	51.05359375
ENSG00000176022.4	B3GALT6	13.571416666666666	13.67	14.117828124999999	14.32
ENSG00000184163.3	C1QTNF12	0.9923666666666667	0.8977	1.0489265625000002	0.9733
ENSG00000260179.1	RP5-902P8.12	0.4246583333333333	0.3507	0.40255265625000003	0.3393
ENSG00000160087.20	UBE2J2	14.563666666666668	15.22	15.0710546875	15.0
ENSG00000230415.1	LINC01786	4.219039583333333	3.518	3.81358203125	3.397
ENSG00000162572.20	SCNN1D	10.452604166666667	10.02	10.865476562500001	10.89
ENSG00000131584.18	ACAP3	77.66208333333333	77.66208333333333	83.131953125	83.11
ENSG00000278073.1	MIR6726	0.057381249999999995	0.0	0.050116406249999995	0.0
ENSG00000169972.11	PUSL1	8.706729166666667	9.088	9.290468749999999	9.502
ENSG00000127054.20	INTS11	24.511395833333335	23.85	23.427914062499998	23.94
ENSG00000283712.1	MIR6727	0.10741041666666667	0.0	0.05642890625000001	0.0
ENSG00000240731.1	RP5-890O3.9	8.132020833333334	7.757999999999999	7.924695312500001	7.614
ENSG00000224051.6	CPTP	19.5864375	19.5864375	20.6282421875	20.29
ENSG00000169962.4	TAS1R3	0.4220833333333333	0.3974	0.45527578125	0.4321
ENSG00000107404.19	DVL1	78.10000000000001	84.9	85.68	88.52
ENSG00000284372.1	MIR6808	0.028260416666666666	0.0	0.02698125	0.0
ENSG00000162576.16	MXRA8	12.995354166666667	12.995354166666667	13.3286484375	13.45
ENSG00000175756.13	AURKAIP1	75.02520833333334	75.02520833333334	78.47164062499999	79.85
ENSG00000223663.2	NDUFB4P8	0.32183395833333334	0.1911	0.254169921875	0.2148
ENSG00000221978.11	CCNL2	45.35625000000001	44.98	41.49382812499999	41.02
ENSG00000224870.6	RP4-758J18.2	11.671291666666667	11.43	11.1057734375	11.1057734375
ENSG00000242485.5	MRPL20	54.406041666666674	57.78	53.466562499999995	54.62
ENSG00000272455.1	RP4-758J18.13	4.3058958333333335	3.529	3.543375	3.594
ENSG00000235098.8	ANKRD65	15.330520833333333	13.58	15.179835937499998	15.09
ENSG00000225905.1	RP4-758J18.7	2.0853395833333335	1.487	1.8364398437500002	1.6769999999999998
ENSG00000205116.3	TMEM88B	7.240564583333334	3.1660000000000004	5.657117421875	3.65
ENSG00000225285.1	LINC01770	0.8917604166666666	0.6869	0.7220696875	0.6665
ENSG00000179403.11	VWA1	16.043083333333332	10.76	13.051718750000001	11.48
ENSG00000215915.9	ATAD3C	1.8374291666666667	1.331	1.5953148437500002	1.294
ENSG00000160072.19	ATAD3B	11.625	11.01	10.831875	10.75
ENSG00000197785.13	ATAD3A	10.297458333333333	10.32	9.996828125	10.03
ENSG00000205090.8	TMEM240	17.682666666666666	17.682666666666666	19.238476562499997	18.56
ENSG00000160075.11	SSU72	33.96075	35.61	34.37796875	34.74
ENSG00000215014.4	RP5-832C2.5	1.6238416666666666	1.609	1.5658375000000002	1.5419999999999998
ENSG00000274481.1	RP11-345P4.11	0.103436875	0.08358	0.07215875	0.056629999999999986
ENSG00000228594.3	FNDC10	24.218625	25.12	25.33371875	25.99
ENSG00000272106.1	RP11-345P4.9	25.654500000000002	25.654500000000002	24.576140624999997	23.28
ENSG00000197530.12	MIB2	26.344270833333336	26.56	28.80690625	29.65
ENSG00000189409.13	MMP23B	0.12749552083333335	0.12749552083333335	0.143995421875	0.1237
ENSG00000248333.8	CDK11B	16.797875	15.29	15.074093749999998	15.0
ENSG00000272004.1	RP11-345P4.10	0.08158125	0.0	0.050384375	0.0
ENSG00000189339.11	SLC35E2B	15.112708333333336	14.08	15.335546874999999	13.67
ENSG00000269737.2	RP11-345P4.6	0.4846620833333333	0.3125	0.48793479687499997	0.4315
ENSG00000215914.4	MMP23A	0.18292375000000002	0.18292375000000002	0.19670046875	0.1671
ENSG00000008128.22	CDK11A	7.09525	5.7860000000000005	6.0389140625	5.534
ENSG00000227775.3	RP1-283E3.4	4.016464583333334	3.809	4.41088046875	3.691
ENSG00000215790.6	SLC35E2	2.5618541666666665	2.5780000000000003	2.83379453125	2.614
ENSG00000008130.15	NADK	11.569374999999999	11.569374999999999	11.1437734375	11.04
ENSG00000078369.17	GNB1	297.16562500000003	297.16562500000003	311.99335937499995	311.6
ENSG00000231050.1	RP1-140A9.1	1.8243562500000001	1.725	1.81577734375	1.744
ENSG00000169885.9	CALML6	0.9639687499999999	0.9639687499999999	0.94216859375	0.912
ENSG00000178821.12	TMEM52	2.0839791666666665	2.062	1.93768203125	1.867
ENSG00000142609.17	CFAP74	1.23661125	1.141	1.28803046875	1.143
ENSG00000233542.1	RP11-547D24.1	1.6634874999999998	1.401	2.0100531249999998	1.6740000000000002
ENSG00000187730.8	GABRD	47.35189583333332	43.75	54.235359374999994	50.34
ENSG00000226969.1	RP11-547D24.3	0.013825208333333333	0.0	0.00526953125	0.0
ENSG00000067606.16	PRKCZ	30.60525	27.01	31.7551171875	30.24
ENSG00000271806.1	RP5-892K4.1	0.08896808333333334	0.07712999999999999	0.07863645312499999	0.06746
ENSG00000182873.5	PRKCZ-AS1	4.27790625	3.682	3.79706015625	3.669
ENSG00000162585.16	FAAP20	5.654916666666666	5.4220000000000015	6.04571875	5.995
ENSG00000234396.3	RP11-181G12.4	0.14710729166666667	0.09789	0.15870796875	0.1187
ENSG00000157933.9	SKI	25.060750000000002	25.64	26.749265625	26.749265625
ENSG00000116151.13	MORN1	1.3586916666666664	1.3259999999999998	1.387609375	1.369
ENSG00000272161.1	RP4-713A8.1	0.6663541666666667	0.5604	0.6579271874999999	0.6105
ENSG00000269896.2	RP4-740C4.5	2.1080458333333336	2.0340000000000003	2.2837546875	2.144
ENSG00000272420.1	RP4-740C4.7	6.623562499999999	6.709	6.515203124999999	6.34
ENSG00000157916.19	RER1	20.19245833333333	19.27	19.3107890625	18.53
ENSG00000157911.9	PEX10	15.384374999999999	15.6	16.480593749999997	16.56
ENSG00000149527.17	PLCH2	21.516416666666668	20.51	23.0771484375	22.06
ENSG00000224387.1	RP3-395M20.2	0.9984710416666666	0.7641	0.888633515625	0.5843
ENSG00000229393.1	RP3-395M20.3	0.9982485416666668	0.7140000000000001	1.0230514843749998	0.8121
ENSG00000157881.13	PANK4	9.147937500000001	9.019	9.021898437499999	8.441
ENSG00000197921.5	HES5	11.002918750000001	8.297	10.385882031249999	7.916
ENSG00000272449.1	RP3-395M20.12	8.390229166666666	7.112	9.223265625	8.729
ENSG00000238164.6	RP3-395M20.8	0.37917958333333335	0.2928	0.30857507812499996	0.2882
ENSG00000157873.17	TNFRSF14	14.136770833333335	11.63	12.536804687499998	12.29
ENSG00000225931.3	RP3-395M20.7	0.14170375	0.03988	0.08814453125	0.0577
ENSG00000228037.1	RP3-395M20.9	0.35351437500000005	0.2431	0.387515390625	0.2921
ENSG00000157870.14	FAM213B	44.52077083333333	46.46	47.308515625	47.308515625
ENSG00000142606.15	MMEL1	0.508208125	0.3157	0.35580046875	0.2837
ENSG00000237058.1	RP13-436F16.1	0.08273125	0.0	0.05867421874999999	0.0
ENSG00000215912.12	TTC34	0.78645625	0.78645625	0.808148828125	0.7318
ENSG00000283259.1	ABC14-1188822O7.1	0.06706541666666667	0.03705	0.105154609375	0.04515
ENSG00000233234.1	RP11-740P5.2	0.0	0.0	0.000739453125	0.0
ENSG00000231630.1	RP11-740P5.3	0.008283958333333334	0.0	0.004179609375000001	0.0
ENSG00000169717.6	ACTRT2	0.023091874999999998	0.0	0.010966953125	0.0
ENSG00000177133.10	LINC00982	14.311229166666665	14.47	14.946335937499999	14.46
ENSG00000142611.16	PRDM16	3.9307708333333338	4.1530000000000005	3.9311921875000007	3.793
ENSG00000283572.1	MIR4251	0.0	0.0	0.00297265625	0.0
ENSG00000226286.1	RP1-163G9.2	0.012137291666666666	0.0	0.026611796875000003	0.0
ENSG00000279839.1	RP11-193J6.1	0.034983125000000004	0.02166	0.028521664062499997	0.01975
ENSG00000272235.1	RP11-22L13.1	0.21213354166666665	0.1747	0.184550703125	0.1454
ENSG00000130762.14	ARHGEF16	1.2052875	1.044	1.12347890625	1.069
ENSG00000272088.1	RP11-168F9.2	0.14543854166666667	0.08308	0.111738046875	0.06285
ENSG00000162591.15	MEGF6	1.7783979166666668	1.609	1.74007265625	1.587
ENSG00000207776.1	MIR551A	0.0098625	0.0	0.0	0.0
ENSG00000238260.1	RP11-46F15.2	4.4638333333333335	3.968	4.2440859374999995	4.144
ENSG00000158109.14	TPRG1L	116.99270833333334	113.5	122.04078125	114.7
ENSG00000116213.15	WRAP73	10.395312500000001	10.12	9.939109375000001	9.769
ENSG00000078900.14	TP73	0.40649208333333336	0.2854	0.29050195312500005	0.2768
ENSG00000227589.1	RP5-1092A11.5	0.0032570833333333336	0.0	0.0004653125	0.0
ENSG00000235131.1	RP5-1092A11.2	0.07733708333333332	0.0	0.04288421875	0.0
ENSG00000227372.11	TP73-AS1	7.237020833333333	6.3820000000000014	6.395296875	6.03
ENSG00000162592.9	CCDC27	0.042075645833333335	0.03055	0.0383184375	0.03157
ENSG00000235169.7	SMIM1	1.0906791666666666	0.9566	0.9725054687500001	0.9131
ENSG00000130764.9	LRRC47	22.574729166666668	22.574729166666668	21.974109374999998	21.55
ENSG00000266075.2	RN7SL574P	0.2166695833333333	0.17600000000000002	0.173462421875	0.1232
ENSG00000272153.1	RP1-286D6.5	1.3451812500000002	1.222	1.1581109375	1.07
ENSG00000116198.12	CEP104	6.228020833333333	5.575	5.7691640625	5.417999999999998
ENSG00000169598.15	DFFB	4.241791666666667	4.011	3.90299765625	3.731
ENSG00000198912.10	C1orf174	8.926166666666667	8.811	8.391375	8.391375
ENSG00000236423.5	LINC01134	0.07379647916666666	0.06181	0.0843026640625	0.06484
ENSG00000233304.6	LINC01346	0.23364041666666668	0.1742	0.2814241328125	0.2306
ENSG00000226374.2	LINC01345	0.0655990625	0.04676	0.066773671875	0.03851
ENSG00000229280.1	EEF1DP6	0.015320833333333334	0.0	0.0021458593749999998	0.0
ENSG00000235054.3	LINC01777	0.014580083333333332	0.0	0.016737734375	0.0
ENSG00000227169.2	RP1-37J18.1	0.0	0.0	0.0	0.0
ENSG00000232596.2	LINC01646	0.009208541666666667	0.0	0.0102172421875	0.0
ENSG00000196581.10	AJAP1	6.649412500000001	6.891	7.02970546875	6.2189999999999985
ENSG00000231510.1	RP11-542C10.1	0.0	0.0	0.0038279687499999998	0.0
ENSG00000260972.1	RP1-58B11.1	0.0126975	0.0	0.007933203125	0.0
ENSG00000283356.1	RP3-491M17.1	0.00298125	0.0	0.00134296875	0.0
ENSG00000236948.2	RP11-154H17.1	0.512166875	0.4598	0.5797047656250001	0.5362
ENSG00000264341.1	MIR4417	0.0	0.0	0.0	0.0
ENSG00000264101.1	MIR4689	0.0076	0.0	0.0	0.0
ENSG00000131697.17	NPHP4	4.56836875	4.644	5.0239296875	5.0239296875
ENSG00000069424.14	KCNAB2	93.67833333333333	102.3	99.9588671875	102.3
ENSG00000116254.17	CHD5	49.44291666666667	49.44291666666667	53.12753125	48.52
ENSG00000116251.9	RPL22	79.45875	80.73	78.443828125	77.05
ENSG00000226944.1	RP1-120G22.11	1.9737895833333337	1.724	1.9986195312500001	1.967
ENSG00000158286.12	RNF207	5.950202083333333	5.015	5.871428906249999	5.601
ENSG00000116237.15	ICMT	14.714854166666669	14.38	15.06809375	14.29
ENSG00000225077.2	LINC00337	0.061032916666666666	0.031010000000000006	0.038725	0.02961
ENSG00000173673.7	HES3	0.055185000000000005	0.0	0.026255	0.0
ENSG00000158292.6	GPR153	7.813875	7.338999999999999	9.0078203125	8.568
ENSG00000097021.19	ACOT7	72.11218749999999	72.11218749999999	71.96353906249999	66.23
ENSG00000069812.11	HES2	0.06088277083333333	0.008328	0.012413562500000001	0.009331
ENSG00000187017.15	ESPN	0.19752041666666664	0.1589	0.18903765625	0.1768
ENSG00000265392.1	MIR4252	0.0	0.0	0.0	0.0
ENSG00000231868.1	RP1-202O8.2	0.010874583333333333	0.0	0.005533828125	0.0
ENSG00000215788.9	TNFRSF25	18.689062500000002	17.22	21.163171875	19.42
ENSG00000171680.21	PLEKHG5	18.2295625	19.07	19.6875078125	17.94
ENSG00000162408.10	NOL9	5.2469375000000005	5.04	4.81853125	4.934
ENSG00000253022.1	RNU6-731P	0.0186125	0.0	0.01148125	0.0
ENSG00000229519.2	RP11-58A11.2	0.14724291666666667	0.08485	0.14340210937499998	0.113
ENSG00000173662.20	TAS1R1	0.13581479166666668	0.09771	0.11967570312499999	0.1087
ENSG00000204859.12	ZBTB48	10.022770833333333	9.597	9.455296875	9.721
ENSG00000162413.16	KLHL21	16.24020833333333	14.37	15.8194609375	15.38
ENSG00000116273.5	PHF13	8.319791666666667	8.004	7.742156249999999	7.684
ENSG00000041988.15	THAP3	8.276375	8.217	7.925515625	8.073
ENSG00000007923.15	DNAJC11	10.649604166666668	9.745	11.0480859375	10.81
ENSG00000228750.6	LINC01672	0.013110375	0.0	0.0121604375	0.0
ENSG00000237436.1	RP11-312B8.1	0.4199375	0.3641	0.378945546875	0.326
ENSG00000171735.18	CAMTA1	16.521833333333333	15.11	17.2044609375	15.41
ENSG00000227950.1	RP11-312B8.2	0.005208333333333333	0.0	0.01713171875	0.0
ENSG00000237365.1	RP11-334N17.1	0.02170354166666667	0.0	0.010181875	0.0
ENSG00000207056.1	RNU1-8P	0.026333333333333334	0.0	0.058251562500000006	0.0
ENSG00000237402.1	CAMTA1-IT1	0.18104874999999998	0.1293	0.160541875	0.09705
ENSG00000237728.2	RP3-453P22.2	0.006319999999999999	0.0	0.00475921875	0.0
ENSG00000225126.1	RP4-549F15.1	0.036308125	0.0	0.06703070312500001	0.0
ENSG00000270171.1	RP11-338N10.1	1.2420291666666665	0.9346	1.02470234375	0.9891
ENSG00000270035.1	RP11-338N10.2	0.78525	0.7040000000000001	0.8173225000000001	0.7309
ENSG00000269978.1	RP11-338N10.3	1.4707666666666668	1.012	1.43783984375	1.32
ENSG00000049245.12	VAMP3	43.92208333333334	33.41	37.035390625000005	34.47
ENSG00000269925.1	RP3-467L1.6	2.1397999999999997	2.0380000000000003	2.07229921875	1.899
ENSG00000049246.14	PER3	12.871687499999998	12.71	12.206859375	11.73
ENSG00000236266.1	RP3-467L1.4	0.8759666666666667	0.7311	0.8724313281249999	0.8403
ENSG00000049247.13	UTS2	0.06713395833333333	0.0	0.05361796875	0.02254
ENSG00000049249.8	TNFRSF9	0.05033252083333333	0.0065450000000000005	0.007863335937499999	0.004801
ENSG00000270330.1	RP5-892F13.2	0.008681666666666666	0.0	0.005300078125	0.0
ENSG00000116288.12	PARK7	182.32770833333333	182.32770833333333	183.749296875	187.0
ENSG00000200344.1	Y_RNA	0.09528541666666666	0.0	0.037535937500000005	0.0
ENSG00000116285.12	ERRFI1	13.052270833333333	12.06	12.614140625	12.1
ENSG00000238290.1	RP11-431K24.1	0.15934208333333333	0.1242	0.128889453125	0.1157
ENSG00000232848.1	CTA-215D11.4	0.0189675	0.0	0.022523359375	0.0
ENSG00000229305.1	RP11-431K24.2	0.0017402083333333332	0.0	0.0020172656250000004	0.0
ENSG00000227634.2	LINC01714	0.012451458333333333	0.0	0.007986171875	0.0
ENSG00000200975.1	RNU1-7P	0.004139583333333333	0.0	0.0	0.0
ENSG00000233645.1	RP11-431K24.4	0.004779166666666667	0.0	0.003041171875	0.0
ENSG00000251977.1	RNU6-991P	0.0	0.0	0.0	0.0
ENSG00000162426.14	SLC45A1	11.333875	10.58	11.430320312500001	9.995
ENSG00000252254.1	Y_RNA	0.03344791666666667	0.0	0.05415078125	0.0
ENSG00000142599.17	RERE	24.632020833333332	25.33	26.0733515625	26.05
ENSG00000232912.5	RP5-1115A15.1	0.2213120833333333	0.1793	0.23469203125000002	0.2212
ENSG00000221083.1	SNORA77	0.47539791666666664	0.3636	0.48061406249999994	0.3844
ENSG00000270282.1	RP5-1115A15.2	0.15071541666666669	0.09061	0.140341953125	0.07944
ENSG00000234619.1	RPL7P11	0.043055	0.0	0.02625390625	0.0
ENSG00000224315.2	RPL7P7	0.04758854166666667	0.03717	0.04114328125	0.0
ENSG00000222511.2	Y_RNA	0.03615416666666667	0.0	0.0068625000000000005	0.0
ENSG00000226545.1	RP4-633I8.3	0.014152916666666668	0.0	0.010371093750000001	0.0
ENSG00000228423.2	RP4-633I8.4	0.011944583333333333	0.0	0.015290234375	0.0
ENSG00000229716.2	RPL23AP19	0.013072916666666665	0.0	0.012499921875	0.0
ENSG00000074800.13	ENO1	603.94375	603.94375	623.9359375	612.3
ENSG00000274258.1	MIR6728	0.036875	0.0	0.03570625	0.0
ENSG00000236269.1	ENO1-IT1	0.15175770833333332	0.04573	0.08759179687499999	0.051279999999999985
ENSG00000230679.1	ENO1-AS1	0.309806875	0.2096	0.4292159375	0.3568
ENSG00000201725.1	RNU6-304P	0.010964583333333333	0.0	0.010265625	0.0
ENSG00000238249.2	HMGN2P17	0.047818541666666665	0.02905	0.028673906250000002	0.0
ENSG00000232208.2	RP3-477M7.5	0.051873125	0.0	0.05777703125	0.0
ENSG00000232663.2	RP3-477M7.6	0.22952291666666666	0.0	0.02246953125	0.0
ENSG00000131686.14	CA6	0.0120915	0.0	0.020627921875000003	0.0
ENSG00000265141.2	RN7SL451P	0.0009245833333333334	0.0	0.002278828125	0.0
ENSG00000197241.3	SLC2A7	0.0056635625	0.0	0.0038637421874999998	0.0
ENSG00000142583.17	SLC2A5	4.141312500000001	2.9810000000000003	3.6686882812499997	2.381
ENSG00000252404.1	SCARNA16	0.0	0.0	0.0027171875	0.0
ENSG00000180758.11	GPR157	0.44400208333333335	0.3228	0.341236015625	0.3289
ENSG00000228526.6	MIR34AHG	1.5556999999999999	1.3730000000000002	1.3518445312499998	1.274
ENSG00000234546.3	LINC01759	0.23494354166666664	0.1569	0.18207203125	0.1354
ENSG00000281937.1	RP3-510D11.4	0.1355725	0.07658	0.1267510625	0.08494
ENSG00000049239.12	H6PD	5.461895833333333	4.99	4.6695171874999994	4.52
ENSG00000171621.13	SPSB1	3.9660208333333338	2.7510000000000003	3.4454492187500003	2.6630000000000003
ENSG00000252956.1	RNA5SP40	0.0103625	0.0	0.0	0.0
ENSG00000235263.1	RP13-392I16.1	0.03682395833333333	0.0	0.02529625	0.0
ENSG00000171612.6	SLC25A33	10.362416666666666	9.881	11.6779453125	11.27
ENSG00000231181.1	RP13-15M17.1	0.43581833333333336	0.315	0.343456328125	0.2605
ENSG00000188807.12	TMEM201	5.5365625	5.672999999999999	5.674601562500001	5.43
ENSG00000171608.15	PIK3CD	5.950666666666666	5.459	5.840101562499999	5.619
ENSG00000179840.5	PIK3CD-AS1	0.02067152083333333	0.0159	0.016163328124999998	0.0
ENSG00000233268.3	RP11-558F24.2	0.0	0.0	0.002605859375	0.0
ENSG00000231789.2	PIK3CD-AS2	0.24433020833333333	0.24433020833333333	0.2323121875	0.2074
ENSG00000171603.16	CLSTN1	173.99625	164.7	173.28296875	143.5
ENSG00000271264.1	MZT1P1	0.015042708333333333	0.0	0.002438828125	0.0
ENSG00000280113.2	RP11-84A14.7	0.09787895833333334	0.09223	0.1064621875	0.1039
ENSG00000178585.14	CTNNBIP1	31.200520833333332	32.92	32.790296874999996	33.19
ENSG00000162441.11	LZIC	10.8419375	10.54	10.486390625	10.45
ENSG00000228150.1	RP11-84A14.4	0.21233791666666668	0.1907	0.161347421875	0.1212
ENSG00000173614.13	NMNAT1	2.8480520833333336	2.798	2.70266484375	2.699
ENSG00000202415.1	RN7SKP269	0.10107708333333333	0.06766	0.08646453125	0.05893
ENSG00000283611.1	RP11-84A14.6	0.13905625000000002	0.07703	0.099004609375	0.058920000000000014
ENSG00000265521.1	MIR5697	0.0	0.0	0.0	0.0
ENSG00000162444.11	RBP7	4.820195833333333	2.112	3.559746875	2.291
ENSG00000130939.18	UBE4B	13.539854166666666	12.66	12.5070546875	12.04
ENSG00000224340.1	RP11-496H15.2	0.0105825	0.0	0.00859671875	0.0
ENSG00000233623.2	PGAM1P11	0.018733749999999997	0.0	0.012454375	0.0
ENSG00000201746.1	RNU6-828P	0.02433541666666667	0.0	0.049416406249999996	0.0
ENSG00000054523.17	KIF1B	48.7475	47.81	49.77451562499999	50.15
ENSG00000264881.1	MIR1273D	0.0	0.0	0.0033812499999999997	0.0
ENSG00000199562.1	RNU6-37P	0.5196229166666667	0.2966	0.35783984375	0.2776
ENSG00000142657.20	PGD	42.80083333333334	39.97	40.401562500000004	38.7
ENSG00000271989.1	RP4-736L20.3	0.045896458333333334	0.0	0.035750937499999996	0.0
ENSG00000175279.21	CENPS	9.413208333333335	9.413208333333335	9.8095546875	9.473
