"Gene_ID" "Chr" "Start" "End" "Strand" "Length" "logFC" "AveExpr" "t" "P.Value" "adj.P.Val" "B"
"37" "ENSMUSG00000038949" "1" "179373935" "179455043" "+" 81109 0.0983953759843335 6.64795512804264 1.13340285143994 0.275964209069301 0.905868410004285 -4.82328591380383
"38" "ENSMUSG00000098234" "1" "10012184" "10014343" "-" 2160 0.0826965320941442 3.60138709491882 1.2168591812179 0.243649900302179 0.902400644557058 -4.60511788309888
"39" "ENSMUSG00000038936" "1" "179495775" "179514754" "+" 18980 -0.12291744339665 5.72283635761173 -1.70790182139306 0.109584510244187 0.823608920321004 -4.25172997882177
"40" "ENSMUSG00000042772" "1" "152712746" "152778397" "-" 65652 -0.0219487242981389 6.74212870508158 -0.515337717745871 0.614307725386061 0.956326545672323 -5.21491413505277
"41" "ENSMUSG00000026248" "1" "79753735" "79759162" "+" 5428 -0.0426547151658774 4.64016077183686 -0.893488239934301 0.386603930851122 0.922922537314872 -4.90522788238034
"42" "ENSMUSG00000026249" "1" "79771914" "79838897" "-" 66984 -0.00534494700652299 7.93829143507709 -0.104973324139322 0.917876823621302 0.995983932559461 -5.28725704489276
"43" "ENSMUSG00000042751" "1" "152830744" "152995007" "+" 164264 -0.0185663325258218 6.92374965787049 -0.28805649139043 0.777497646123488 0.982106027412303 -5.28632874194919
"44" "ENSMUSG00000026491" "1" "179572459" "179631245" "-" 58787 0.0000769982819504023 6.65846634664303 0.000951732540039432 0.999253972239007 0.999771918603834 -5.32309639751085
"45" "ENSMUSG00000025917" "1" "10094826" "10108393" "-" 13568 -0.0401535419263013 6.13056730834319 -0.9107715875966 0.37773510571846 0.921784699071222 -4.98911606829976
"46" "ENSMUSG00000004364" "1" "80242640" "80318197" "-" 75558 -0.088286105589984 6.90252386236733 -1.00727612670903 0.330789386764734 0.910177715551752 -4.92229987793372
"47" "ENSMUSG00000042699" "1" "153331504" "153363406" "-" 31903 -0.211018518864996 7.17954304088014 -1.96262837123639 0.0697475755558127 0.794381091888761 -3.96517950038541
"48" "ENSMUSG00000025986" "1" "46846704" "46932012" "-" 85309 -0.0504824641044905 7.14330265928545 -0.636608190267462 0.534587233658835 0.940991683037373 -5.15264979653237
"49" "ENSMUSG00000042671" "1" "153528771" "153576069" "+" 47299 -0.0444569437240787 8.35878193964417 -0.5240832491121 0.608367462398933 0.954816429153664 -5.17074025702491
"50" "ENSMUSG00000026475" "1" "153616095" "153621214" "+" 5120 -0.367328413462994 3.13235940978961 -2.0036396929969 0.0647291521897516 0.793379764671874 -4.02822782832788
"51" "ENSMUSG00000045954" "1" "51328285" "51342119" "+" 13835 0.133703470841672 3.30097607539814 1.22176446839334 0.24184602708458 0.902400644557058 -4.58685011784426
"52" "ENSMUSG00000066800" "1" "153625172" "153639967" "+" 14796 -0.0487247240642454 3.29709090756583 -0.316525385486543 0.756244942428682 0.978649127695659 -4.96754864884351
"53" "ENSMUSG00000067851" "1" "10207796" "10302895" "-" 95100 -0.0843787997447984 6.92244543483206 -1.13640643877221 0.274747316839349 0.905868410004285 -4.81911381165449
"54" "ENSMUSG00000038608" "1" "80478790" "80736244" "-" 257455 -0.0450726580962764 7.11467518345961 -0.419298116150972 0.681321202080024 0.966321455942045 -5.24478069396532
"55" "ENSMUSG00000026107" "1" "51505021" "51517584" "-" 12564 -0.0406418386785794 2.92159645828891 -0.613854721115524 0.549095310552017 0.944619513905332 -4.84716567438769
"56" "ENSMUSG00000026473" "1" "153775690" "153785469" "+" 9780 -0.0439361076016898 10.2938492491092 -0.63785877849683 0.533796090728937 0.940991683037373 -5.06324765371833
"57" "ENSMUSG00000004110" "1" "154266477" "154760247" "-" 493771 -0.00537329023022615 8.92722773781639 -0.0599190984065661 0.953061718703454 0.998614776676116 -5.25940236578181
"58" "ENSMUSG00000056708" "1" "154972107" "154975382" "-" 3276 0.0985970658819424 5.48814405013579 0.934307903791734 0.365882899939626 0.917319440392211 -4.94428703153889
"59" "ENSMUSG00000026470" "1" "155034461" "155084002" "+" 49542 0.0640932411204815 6.98320343433905 1.38919609585885 0.186340298782473 0.879766995651136 -4.58951328452391
"60" "ENSMUSG00000026150" "1" "82702611" "82730115" "+" 27505 -0.0370918584666793 7.47406086560886 -1.0265878338865 0.321918293835006 0.909874306779235 -4.89664667291049
"61" "ENSMUSG00000026469" "1" "155151447" "155293161" "-" 141715 -0.235531183835799 7.40227228086853 -4.08104033910248 0.00110926887160431 0.709731339830106 -1.3071945414651
"62" "ENSMUSG00000018417" "1" "51788924" "51955230" "-" 166307 0.188955658365932 6.49379228129536 1.13046394188392 0.277158839441523 0.905868410004285 -4.82531918344154
"63" "ENSMUSG00000026490" "1" "179788037" "179993168" "+" 205132 0.0618229277976603 8.3979067481132 1.27155010193613 0.224123697119483 0.894897284080936 -4.67604309753835
"64" "ENSMUSG00000033684" "1" "155651775" "155688635" "-" 36861 -0.00325758862348735 5.06426768245339 -0.0612413225499239 0.952027310836405 0.998614776676116 -5.24032422725759
"65" "ENSMUSG00000033671" "1" "155720710" "155849001" "-" 128292 -0.068996784441798 6.45053766229541 -0.982059046779987 0.342635321504009 0.912227337578952 -4.94291488097266
"66" "ENSMUSG00000026489" "1" "179992803" "180027167" "-" 34365 0.0549612039595191 5.74353475625647 1.05370417339869 0.309754765960335 0.906986965320884 -4.87011985798479
"67" "ENSMUSG00000026159" "1" "82817204" "82878903" "+" 61700 -0.0591155068701115 6.47958345615913 -0.819168923774092 0.426330405764706 0.925639158474039 -5.05538333169515
"68" "ENSMUSG00000064302" "1" "118316788" "118540408" "+" 223621 -0.0470076239865138 7.07507888070352 -1.01886867701478 0.325443341364173 0.909874306779235 -4.91078407133235
"69" "ENSMUSG00000026466" "1" "155880345" "155912226" "-" 31882 -0.000680956646182729 5.36997209404445 -0.0151867241498522 0.988096179578242 0.998614776676116 -5.2705302287345
"70" "ENSMUSG00000055676" "1" "180154535" "180158115" "-" 3581 -0.0619779787774837 1.61624460384277 -0.353536632938762 0.728920541573686 0.973897282969314 -4.7874503964171
"71" "ENSMUSG00000026163" "1" "83231860" "83385921" "-" 154062 -0.187961757034782 6.25946402245581 -0.895458511780566 0.385585830768136 0.922922537314872 -5.00257940788817
"72" "ENSMUSG00000053963" "1" "180259952" "180311069" "-" 51118 0.0908400968986385 8.00226622175373 0.972429958129909 0.347237174441325 0.913897438425489 -4.92484623869342
"73" "ENSMUSG00000050565" "1" "155911149" "155944607" "+" 33459 0.0399102025984464 6.12634575033008 0.779199136871215 0.448753615756261 0.926852488254188 -5.07422768190751
"74" "ENSMUSG00000037035" "1" "119343195" "119349978" "-" 6784 -0.173976877044296 1.88265674659025 -1.36896953484326 0.192439640004972 0.885123961342137 -4.48973842854188
"75" "ENSMUSG00000005886" "1" "13209329" "13444307" "-" 234979 -0.0103029946136175 7.10973544442474 -0.194271570428911 0.848736592507013 0.985105357696501 -5.30077977051986
"76" "ENSMUSG00000098923" "1" "119453890" "119456713" "+" 2824 -0.0873994422758981 3.98013905411397 -1.4784903773717 0.161283554379197 0.861955712263234 -4.42630003516026
"77" "ENSMUSG00000026496" "1" "180396489" "180428819" "+" 32331 -0.0180092936239271 6.30907319696137 -0.308384254638706 0.762302501905466 0.978973462734469 -5.28202566246617
"78" "ENSMUSG00000025935" "1" "13634922" "13660134" "-" 25213 -0.13168663223028 4.11081716525227 -1.51617482879356 0.151587727447283 0.860446314480013 -4.39832916399802
"79" "ENSMUSG00000026499" "1" "180553608" "180581769" "+" 28162 -0.0831770254920086 5.13115652873199 -1.91725509994777 0.0757100795894272 0.805992459723151 -4.01433141617397
"80" "ENSMUSG00000026596" "1" "156386356" "156477138" "+" 90783 -0.0817891883108528 7.09838763931361 -1.40672421012616 0.18118361419419 0.876435179746406 -4.57128857984981
"81" "ENSMUSG00000026219" "1" "84698910" "84818237" "-" 119328 -0.0192122506945021 7.83508437155592 -0.337309211858564 0.740856403816037 0.975933031751358 -5.24916970452275
"82" "ENSMUSG00000060743" "1" "180628397" "180641508" "-" 13112 -0.0322129454351252 7.14194639858708 -0.83029022226284 0.420222215877871 0.925639158474039 -5.04189615773582
"83" "ENSMUSG00000073485" "1" "180641341" "180644424" "+" 3084 0.110208408908721 1.07887022900672 0.599869260917579 0.55811865576872 0.948368500135143 -4.71328451400622
"84" "ENSMUSG00000038806" "1" "180678692" "180695678" "+" 16987 -0.0295896886642151 4.8552461174209 -0.553991655947653 0.588270208322062 0.950679213915575 -5.10353890764867
"85" "ENSMUSG00000033557" "1" "156506102" "156546656" "-" 40555 -0.0226215278990027 6.69346342743348 -0.527856916057795 0.60581305250696 0.954816429153664 -5.20995288604631
"86" "ENSMUSG00000026520" "1" "180731858" "180735653" "+" 3796 -0.0113256844784422 4.87948222310639 -0.162634316597876 0.873115974507222 0.989160173080402 -5.21164213625534
"87" "ENSMUSG00000036975" "1" "119835620" "119840938" "-" 5319 -0.0990812274176487 3.41698520550402 -1.0405132773295 0.315629164038955 0.908690561272953 -4.70224059415543
"88" "ENSMUSG00000026519" "1" "180769909" "180802677" "+" 32769 0.109730891351292 5.62602516603022 1.84834133388216 0.0856497316781785 0.812125954498355 -4.09453865180535
"89" "ENSMUSG00000038776" "1" "180803775" "180848469" "-" 44695 0.17809403636393 5.25526602318349 1.58718415055031 0.134654000089034 0.85020292110583 -4.3674505139173
"90" "ENSMUSG00000043716" "1" "16171519" "16174886" "-" 3368 -0.0230052797198095 8.24751615385962 -0.485692197135273 0.634651876794614 0.957584648001149 -5.18901796276971
"91" "ENSMUSG00000026516" "1" "180914703" "180971769" "-" 57067 -0.0116954152525119 6.2005579896363 -0.117470141422435 0.908145744269016 0.994976816422078 -5.31279200766707
"92" "ENSMUSG00000025921" "1" "16175998" "16203958" "+" 27961 -0.127723898731559 4.06391300920975 -1.67874520260738 0.115234305608749 0.837486626943863 -4.25481403267289
"93" "ENSMUSG00000062169" "1" "180972258" "180996559" "+" 24302 0.0129270501906165 5.29217585323944 0.317169311743818 0.755766519657071 0.978649127695659 -5.22413174738896
"94" "ENSMUSG00000026103" "1" "52202607" "52272391" "-" 69785 0.0908007066440462 7.93044538804691 1.04456432120276 0.313816503460513 0.908690561272953 -4.87281430476257
"95" "ENSMUSG00000002881" "1" "52496453" "52539838" "-" 43386 0.0264720831713863 4.67940491929095 0.304812313638827 0.764965406389079 0.978973462734469 -5.16280791241909
"96" "ENSMUSG00000038733" "1" "181000793" "181039566" "-" 38774 0.00949139110529007 7.06909441711547 0.139239531369587 0.891231670099231 0.992814242162641 -5.30915698787046
"97" "ENSMUSG00000003721" "1" "121232082" "121260318" "-" 28237 -0.0399461411494944 5.67084589556569 -0.764241956279947 0.45733256843715 0.927208210092405 -5.06422213109026
"98" "ENSMUSG00000054135" "1" "181053551" "181056063" "+" 2513 0.0369165161753667 0.630414449030753 0.259387346588693 0.799088130446024 0.984595993099649 -4.73105112194136
"99" "ENSMUSG00000081214" "1" "181069553" "181069885" "-" 333 0.404160274788145 -1.68056549311505 1.27404813516257 0.223262270102719 0.894897284080936 -4.56566658383656
"100" "ENSMUSG00000041439" "1" "52695445" "52766621" "-" 71177 -0.0793881181194518 6.29206034298437 -1.06038200343194 0.306811586668279 0.905868410004285 -4.88121143493183
"101" "ENSMUSG00000026102" "1" "52824586" "52856847" "-" 32262 -0.0690553219554086 5.43575310845949 -1.06358051258371 0.305409177123993 0.905868410004285 -4.84716106150544
"102" "ENSMUSG00000001674" "1" "121481564" "121495718" "-" 14155 -0.105669559574777 4.70196984509128 -1.61833440395129 0.127752355376867 0.839960771276107 -4.32101836425814
"103" "ENSMUSG00000036707" "1" "85721162" "85779297" "+" 58136 -0.0168585629247451 7.41851049991644 -0.387789923451435 0.703967314504706 0.970835804019832 -5.24681072008472
"104" "ENSMUSG00000026223" "1" "85822002" "85836396" "+" 14395 -0.0446612473133445 10.4159411597138 -0.745247413432612 0.468373340368381 0.929475850577866 -5.00589589454528
"105" "ENSMUSG00000026224" "1" "85856204" "85868346" "+" 12143 -0.0478478784953502 3.76389774704697 -0.411343318538719 0.687009696344149 0.966621036795292 -5.01051484889228
"106" "ENSMUSG00000026096" "1" "53352783" "53365502" "+" 12720 0.0590357889286839 3.39818333192697 0.501931655941015 0.623468228199352 0.957279195069494 -4.93588872310554
"107" "ENSMUSG00000025939" "1" "16611014" "16689713" "-" 78700 0.00586098309681216 5.70416593754722 0.0760779986119132 0.940426819713031 0.99775045878108 -5.29347334255155
"108" "ENSMUSG00000026341" "1" "125320642" "125363464" "-" 42823 0.00217736691454284 7.72791807929515 0.036463272145 0.971424573319286 0.998614776676116 -5.29757160698389
"109" "ENSMUSG00000079658" "1" "16711949" "16727266" "-" 15318 0.0303217030103822 6.48346844472938 0.644595415348446 0.529545694503351 0.93891798967247 -5.15530518868222
"110" "ENSMUSG00000025940" "1" "16735431" "16748499" "+" 13069 -0.0352452716823617 5.15113162409463 -0.696858507446373 0.497229226868068 0.931984874560523 -5.06466831370541
"111" "ENSMUSG00000026344" "1" "125795359" "125840838" "-" 45480 -0.443618715484905 7.29103670551587 -3.44178947124292 0.00393642407344451 0.709731339830106 -2.08760893763904
"112" "ENSMUSG00000025777" "1" "17215586" "17234495" "+" 18910 -0.0443325000292116 6.73217171185064 -0.691131607854713 0.500712790520707 0.931984874560523 -5.1307239717434
"113" "ENSMUSG00000041303" "1" "54435163" "54478130" "-" 42968 -0.0661501231277466 5.36646138553457 -0.65092290205444 0.525570891908322 0.937861876183377 -5.1054563353632
"114" "ENSMUSG00000022995" "1" "181723949" "181847555" "-" 123607 -0.164982420231389 7.26898880197468 -2.01691745660158 0.0631764883645959 0.793379764671874 -3.90051592308745
"115" "ENSMUSG00000073678" "1" "54512153" "54596843" "-" 84691 -0.157107910923394 5.69629608520633 -1.56649372749555 0.139412790685924 0.851760429910762 -4.40119500133158
"116" "ENSMUSG00000026511" "1" "181952302" "181959972" "+" 7671 -0.0130739397525987 5.86664908627619 -0.252783140742546 0.804086681728158 0.985105357696501 -5.27945535115627
"117" "ENSMUSG00000038633" "1" "182103337" "182110369" "-" 7033 0.00744952739026328 6.54756215422811 0.144497383091999 0.887154389147059 0.992292417529131 -5.314657389121
"118" "ENSMUSG00000099471" "1" "127210399" "127210845" "-" 447 0.108033181362299 1.14749932613427 0.798334769352889 0.43792689950788 0.926852488254188 -4.67478316921753
"119" "ENSMUSG00000100147" "1" "182115555" "182130890" "+" 15336 0.14005582488137 4.46340139318042 1.095620662014 0.291620818555581 0.905868410004285 -4.75284506278315
"120" "ENSMUSG00000047539" "1" "182140667" "182169194" "-" 28528 -0.0509515187457428 5.75908207702531 -0.909766240215507 0.378247156659154 0.922040335376636 -4.97631912527945
"121" "ENSMUSG00000101905" "1" "156767408" "156767766" "+" 359 -0.0744092113856532 -2.19735054407739 -0.199272263650055 0.844897065639552 0.985105357696501 -4.64538207469241
"122" "ENSMUSG00000026510" "1" "182236737" "182289997" "+" 53261 0.0296209044745819 5.26840416923251 0.573089003359854 0.575617802267876 0.950392296630668 -5.1338619421317
"123" "ENSMUSG00000026349" "1" "127701901" "127735798" "+" 33898 0.133222522467026 6.59009419429518 1.92794478405332 0.0742651958438783 0.805992459723151 -4.00697966171534
"124" "ENSMUSG00000026234" "1" "86272441" "86287122" "-" 14682 -0.0710305890551535 8.3413360639696 -0.907310294893482 0.379500029947269 0.922121257686382 -4.9624663964586
"125" "ENSMUSG00000073627" "1" "86287296" "86301513" "+" 14218 -0.0837386293475046 2.93709701716968 -0.771869366912383 0.452945019461403 0.926852488254188 -4.79221067288814
"126" "ENSMUSG00000026509" "1" "182294825" "182345173" "-" 50349 -0.0435750876516634 6.44809173384859 -1.06678414612295 0.304009253825769 0.905868410004285 -4.87766176670238
"127" "ENSMUSG00000102234" "1" "182311744" "182320038" "+" 8295 0.327996794503091 3.61002931353915 2.31498012565722 0.0361977712221944 0.752837799035838 -3.70300733160038
"128" "ENSMUSG00000104415" "1" "182321721" "182325862" "+" 4142 0.300467585966005 1.76287126244988 2.3916077571281 0.0312690993049582 0.724221741335612 -3.9808616607836
"129" "ENSMUSG00000025982" "1" "55024328" "55066640" "-" 42313 0.0118091855916482 8.54172684772434 0.143922045805143 0.887600383954051 0.992292417529131 -5.26513962216027
"130" "ENSMUSG00000026238" "1" "86454448" "86458434" "+" 3987 0.0258310099675008 7.02701998506675 0.355136343847595 0.727747773782957 0.973897282969314 -5.26665177642692
"131" "ENSMUSG00000025931" "1" "20960830" "21009874" "+" 49045 -0.037026640945732 6.70485866464136 -0.480156809537262 0.638485373027533 0.958149676121236 -5.22924919827161
"132" "ENSMUSG00000026239" "1" "86470716" "86510351" "-" 39636 0.012378421998358 5.45753230336234 0.234917157803939 0.81765299216696 0.985105357696501 -5.25585474485044
"133" "ENSMUSG00000025981" "1" "55091929" "55111861" "+" 19933 0.0972059816274973 4.44853329682689 0.77129587412085 0.45327399322942 0.926852488254188 -4.95519921260751
"134" "ENSMUSG00000036104" "1" "127796510" "127871605" "+" 75096 -0.0665472729534935 7.12225397434627 -1.47579477979373 0.161996599579331 0.863242177211599 -4.50242929613948
"135" "ENSMUSG00000025933" "1" "21288799" "21300391" "+" 11593 0.0684749314973221 4.96506956598144 1.11009872179292 0.285544521477896 0.905868410004285 -4.78102800108441
"136" "ENSMUSG00000026240" "1" "86510626" "86537097" "+" 26472 -0.0155562880637197 4.80004880142798 -0.328493953424397 0.747369712084924 0.977451654790336 -5.17171491226394
"137" "ENSMUSG00000025980" "1" "55116994" "55127402" "-" 10409 -0.163898546016487 7.45265573339407 -2.81991030566126 0.0135677571310559 0.709731339830106 -2.89256315820675
"138" "ENSMUSG00000049881" "1" "157239922" "157247806" "+" 7885 0.0541367866937961 3.15879790147851 0.471629215501128 0.644412110124729 0.958149676121236 -4.91474407578327
"139" "ENSMUSG00000073676" "1" "55127291" "55130466" "+" 3176 -0.124775299260638 5.85084365624452 -2.29774990180538 0.0374029425857204 0.752837799035838 -3.55826411132052
"140" "ENSMUSG00000058603" "1" "127966306" "127966719" "+" 414 0.0866332038936779 -2.16626045005108 0.206966703884218 0.838997293239 0.985105357696501 -4.64569209450843
"141" "ENSMUSG00000025979" "1" "55170390" "55194058" "+" 23669 -0.0887451305196088 5.51996469440439 -1.49012765235712 0.158235342511251 0.860446314480013 -4.47342312137539
"142" "ENSMUSG00000084106" "1" "86836515" "86837405" "-" 891 0.032557788645132 3.07983337017862 0.194428407636515 0.848616112007244 0.985105357696501 -4.95660456650442
"143" "ENSMUSG00000025978" "1" "55209318" "55265941" "-" 56624 -0.111093428712949 5.14561832766632 -1.49232901471774 0.157664199946202 0.860446314480013 -4.45803746938441
"144" "ENSMUSG00000097649" "1" "55265410" "55274781" "+" 9372 -0.300404374580715 3.04748006367799 -2.72036250604605 0.0165071480355057 0.709731339830106 -3.4713656656401
"145" "ENSMUSG00000046994" "1" "55276336" "55287629" "+" 11294 -0.109951118683851 4.44668529348462 -1.56896017721189 0.138838069078962 0.851438120260465 -4.36083911458192
"146" "ENSMUSG00000056211" "1" "128031038" "128165473" "+" 134436 0.0932853452604068 7.87429656353466 0.925732392337516 0.370171180460754 0.917998142350152 -4.96081506686007
"147" "ENSMUSG00000026247" "1" "87075377" "87084243" "-" 8867 -0.20999974729926 6.13757957417526 -2.20220711844096 0.0448000230672622 0.771761222117475 -3.67458629939546
"148" "ENSMUSG00000026353" "1" "128171701" "128207115" "+" 35415 -0.0500419750098526 6.2753755581108 -0.959728623354002 0.353373749253706 0.915460828310577 -4.95733696526107
"149" "ENSMUSG00000036480" "1" "87111035" "87116127" "+" 5093 0.17533227287704 1.36901586272631 0.641832452280891 0.53128663977971 0.940075512003826 -4.72036655666869
"150" "ENSMUSG00000004031" "1" "158072839" "158183896" "-" 111058 0.0639920664041149 6.33573601796897 0.69557419927418 0.49800919944353 0.931984874560523 -5.1267352707912
"151" "ENSMUSG00000038323" "1" "57416779" "57424582" "+" 7804 -0.0421646902504227 4.1753610736186 -0.472749533480249 0.64363203716158 0.958149676121236 -5.04992644374896
"152" "ENSMUSG00000026356" "1" "128291444" "128345105" "-" 53662 -0.130414467343209 5.76244718427194 -1.77009931713349 0.0983381600533663 0.812125954498355 -4.18393342876241
"153" "ENSMUSG00000048495" "1" "57427396" "57446260" "-" 18865 0.0190707905649479 3.48035280204386 0.219837506126312 0.829151087013335 0.985105357696501 -5.00820948350429
"154" "ENSMUSG00000025971" "1" "57445487" "57457112" "+" 11626 -0.0874371790398527 4.27479288842333 -1.35893678790105 0.195524886696032 0.88680242265567 -4.5370214746539
"155" "ENSMUSG00000026254" "1" "87141636" "87168210" "+" 26575 0.0156828848089674 6.06400210903637 0.390979573461356 0.701661042403892 0.970177212559024 -5.25204470323731
"156" "ENSMUSG00000097970" "1" "23330618" "23331016" "+" 399 -0.013549759022089 -1.10289122645019 -0.06544557849669 0.94873882513406 0.998614776676116 -4.670837702152
"157" "ENSMUSG00000026158" "1" "23405505" "23436853" "-" 31349 0.0613709273869887 6.39095038013647 0.762015868292264 0.458618067575386 0.927351914164874 -5.08951137606929
"158" "ENSMUSG00000073481" "1" "184545265" "184578648" "-" 33384 0.0243164921513817 5.39726515668641 0.557283685163057 0.586079018109188 0.950679213915575 -5.15112534248559
"159" "ENSMUSG00000039349" "1" "184604123" "184615415" "-" 11293 0.10408223052592 4.44537433538034 0.598063713825584 0.559289394822543 0.948368500135143 -5.03733578848147
