"Gene_ID" "Chr" "Start" "End" "Strand" "Length" "logFC" "AveExpr" "t" "P.Value" "adj.P.Val" "B"
"2074" "ENSMUSG00000028184" "3" "148521219" "148696191" "-" 174973 0.284210296942939 7.15794410166301 2.89202043698612 0.0158216306975422 0.980572306100826 -3.54449229078535
"6437" "ENSMUSG00000066510" "9" "65395752" "65427475" "-" 31724 0.408883190893351 4.27040628577133 3.07596915371581 0.0115271769411612 0.980572306100826 -3.54990056129437
"9268" "ENSMUSG00000024042" "17" "32063224" "32074778" "-" 11555 -0.314413749089791 4.58945130446737 -2.9328517929294 0.0147459818223088 0.980572306100826 -3.56217652295305
"6681" "ENSMUSG00000069808" "11" "76070497" "76105653" "+" 35157 0.232810527137823 5.65502195224622 2.74710909811979 0.0203193005322597 0.980572306100826 -3.58590607590353
"2432" "ENSMUSG00000052684" "4" "94937271" "94940459" "-" 3189 -0.365373811401766 5.03639147213967 -2.77573486845244 0.019338979301315 0.980572306100826 -3.60489572682877
"7961" "ENSMUSG00000021182" "12" "100877782" "100995315" "-" 117534 0.364336916240293 7.14831527861308 2.76541549901762 0.0196867874197286 0.980572306100826 -3.61690774515906
"2011" "ENSMUSG00000034640" "3" "65435831" "65462939" "+" 27109 -0.290813168989962 5.21712267415721 -2.70772033844589 0.0217501057190807 0.980572306100826 -3.62784608965837
"4278" "ENSMUSG00000037239" "7" "28858254" "28869836" "-" 11583 0.323843489872615 6.05211066209479 2.67443390494805 0.0230374889386554 0.980572306100826 -3.62864144515576
"9030" "ENSMUSG00000073411" "17" "35481706" "35486475" "+" 4770 -0.345423845327119 4.83074470849975 -2.746578366135 0.0203379388063872 0.980572306100826 -3.63805351021739
"3394" "ENSMUSG00000105736" "5" "137272355" "137286924" "-" 14570 0.394048210220051 4.39078179083804 2.84233413490532 0.017238034606534 0.980572306100826 -3.64459031392443
"4813" "ENSMUSG00000038822" "10" "45453925" "45588441" "+" 134517 0.21067344259174 6.21970071997281 2.63492596425864 0.024664486521352 0.980572306100826 -3.65495031091923
"4498" "ENSMUSG00000003123" "7" "25078952" "25098135" "-" 19184 -0.358293508768587 3.93752610209584 -2.99440271685252 0.0132626032575283 0.980572306100826 -3.65918368062822
"2785" "ENSMUSG00000097287" "5" "143744109" "143754330" "+" 10222 0.220339679429399 4.76549642372576 2.69491114175028 0.0222367814700921 0.980572306100826 -3.67151118937427
"1507" "ENSMUSG00000036357" "X" "56542028" "56549117" "-" 7090 0.683222103027369 5.66365934722777 2.61879217773849 0.0253613495076868 0.980572306100826 -3.67369879459202
"7442" "ENSMUSG00000085609" "11" "75063386" "75068459" "+" 5074 -0.65253442258169 5.52899346151725 -2.62352161587562 0.0251550673984795 0.980572306100826 -3.68104219087143
"4810" "ENSMUSG00000025408" "10" "127126643" "127132157" "+" 5515 -0.421614223250275 4.25863971495285 -2.82075293036978 0.0178924153745342 0.980572306100826 -3.68323220053427
"9083" "ENSMUSG00000002274" "17" "26012195" "26016110" "-" 3916 -0.27452026597209 3.77734797530405 -2.95519974251131 0.0141888858629604 0.980572306100826 -3.71327340709077
"7584" "ENSMUSG00000056749" "13" "53121245" "53135109" "-" 13865 -0.388778438075324 3.15026854775445 -3.3041698195626 0.00780267109736955 0.980572306100826 -3.71870213564004
"4128" "ENSMUSG00000078816" "7" "3337704" "3379615" "+" 41912 0.260499558669701 8.07012236946386 2.66093564259935 0.023580969775632 0.980572306100826 -3.72734125745883
"4896" "ENSMUSG00000020205" "10" "111342147" "111344506" "+" 2360 -0.296019021512179 5.04914438486947 -2.545650608178 0.0287738884378109 0.980572306100826 -3.74162894541902
"4399" "ENSMUSG00000044562" "7" "45276912" "45288517" "+" 11606 -0.472140359855867 3.17404097577183 -3.184548800666 0.00956959282176315 0.980572306100826 -3.75234208779279
"4828" "ENSMUSG00000019960" "10" "99099093" "99103351" "+" 4259 -0.432161695358713 5.22405138030713 -2.52074990068255 0.0300364662847312 0.980572306100826 -3.75335733156692
"294" "ENSMUSG00000037447" "1" "36346814" "36363110" "+" 16297 -0.396558796754342 3.63670314078649 -2.91374359570612 0.0152398415751386 0.980572306100826 -3.75555441662258
"5003" "ENSMUSG00000020241" "10" "76431596" "76459464" "-" 27869 0.319931057576921 4.87680010267135 2.54865786757336 0.028625004167781 0.980572306100826 -3.75937486048517
"6659" "ENSMUSG00000020846" "11" "75910020" "75918608" "-" 8589 -0.466006867826781 3.26731765250116 -3.08525422114044 0.0113448595899518 0.980572306100826 -3.76821915972221
"7994" "ENSMUSG00000001627" "12" "40251566" "40298503" "-" 46938 -0.244183594440154 5.44045104661114 -2.46364342374599 0.033142200506392 0.980572306100826 -3.77730805029977
"7319" "ENSMUSG00000040620" "11" "70874917" "70895263" "-" 20347 0.241002657220767 5.64053888719103 2.45501859301889 0.0336379647505067 0.980572306100826 -3.77822171089153
"4392" "ENSMUSG00000070436" "7" "98994583" "99002446" "-" 7864 -0.322606401975125 4.36781084901963 -2.6027719526116 0.0260726715530608 0.980572306100826 -3.78393451713551
"1775" "ENSMUSG00000038612" "3" "95566099" "95570487" "+" 4389 -0.210990951567908 6.19702537276229 -2.4424875673491 0.0343712750280938 0.980572306100826 -3.78434832996765
"8437" "ENSMUSG00000023034" "15" "101152150" "101172676" "+" 20527 -0.464146038682394 7.14460763318395 -2.48986786918919 0.0316785439110251 0.980572306100826 -3.789337564247
"8283" "ENSMUSG00000063260" "15" "89666596" "89726063" "-" 59468 0.610237580636117 4.73038839567148 2.51911673019307 0.030121162581804 0.980572306100826 -3.79397716423983
"167" "ENSMUSG00000014226" "1" "160029937" "160040445" "-" 10509 -0.257019895558094 6.32239946865578 -2.41871747871907 0.0358056681250643 0.980572306100826 -3.8032298320388
"7335" "ENSMUSG00000040543" "11" "71938354" "72026604" "-" 88251 0.320027775145577 6.57565631185331 2.41451690711194 0.036065182970118 0.980572306100826 -3.81141814040457
"4824" "ENSMUSG00000036478" "10" "96452868" "96458671" "+" 5804 -0.263373394498245 5.44196848998266 -2.40522017226826 0.0366461139826268 0.980572306100826 -3.8176227443235
"5967" "ENSMUSG00000002324" "14" "55855494" "55862852" "+" 7359 -0.438601377130041 3.59774815608784 -2.79079046673503 0.0188425706751741 0.980572306100826 -3.81908360112401
"5614" "ENSMUSG00000036840" "8" "87450635" "87472562" "-" 21928 -0.240608592130674 4.44897590557174 -2.50841064603681 0.0306822498773398 0.980572306100826 -3.82491304377437
"2413" "ENSMUSG00000042116" "4" "155852606" "155859155" "-" 6550 -0.281185640886934 4.77889739583676 -2.41966952244934 0.0357471050041144 0.980572306100826 -3.83892298078114
"4234" "ENSMUSG00000030592" "7" "28702769" "28824604" "-" 121836 0.233574476074178 6.78108895824953 2.38679848965979 0.0378244316102192 0.980572306100826 -3.84024533127599
"7579" "ENSMUSG00000021453" "13" "52000714" "52002504" "+" 1791 -0.544824236130355 3.8048130284485 -2.68230463682543 0.022726375312842 0.980572306100826 -3.84205401752279
"7965" "ENSMUSG00000085622" "12" "71038389" "71062606" "-" 24218 -0.253907716952459 5.08483303241052 -2.38286222587284 0.0380809736373562 0.980572306100826 -3.8447829703193
"5325" "ENSMUSG00000052837" "8" "85701113" "85705347" "-" 4235 -0.465320526698703 6.10044622360801 -2.35988222917454 0.0396129561719039 0.980572306100826 -3.84492583701705
"7501" "ENSMUSG00000021647" "13" "100034997" "100037599" "-" 2603 -0.616361736636311 5.58161237257492 -2.36116772141752 0.0395256911922805 0.980572306100826 -3.84787241458717
"8306" "ENSMUSG00000079018" "15" "74915867" "74920679" "-" 4813 -0.296321367903022 5.26452697336595 -2.36244177288457 0.0394393879727442 0.980572306100826 -3.8496938249266
"7981" "ENSMUSG00000005078" "12" "72132363" "72148235" "+" 15873 -0.184021607007788 5.80966680087704 -2.33626152966697 0.0412502855351117 0.980572306100826 -3.85548387501344
"5477" "ENSMUSG00000051495" "8" "127315035" "127320725" "-" 5691 -0.178609161753966 5.63793901864371 -2.3251733688471 0.0420414488307501 0.980572306100826 -3.86579820108291
"1126" "ENSMUSG00000026864" "2" "34661982" "34667559" "+" 5578 -0.310965175671475 8.805173347093 -2.46692441182004 0.032955498788342 0.980572306100826 -3.86760997595844
"249" "ENSMUSG00000026017" "1" "60137406" "60193112" "+" 55707 0.189937370612767 5.03951716764485 2.34835351046607 0.040404024559562 0.980572306100826 -3.86810530681995
"9152" "ENSMUSG00000080316" "17" "18047420" "18063271" "+" 15852 0.221100939973148 5.53523095488319 2.3167395333019 0.0426530870576201 0.980572306100826 -3.87291446433604
"320" "ENSMUSG00000026458" "1" "134224521" "134260666" "-" 36146 0.223241132495917 7.3275269542277 2.36065796039795 0.0395602735892914 0.980572306100826 -3.88055773184928
"798" "ENSMUSG00000060802" "2" "121978167" "121983564" "+" 5398 -0.39599315197393 5.82840495329456 -2.29994010391137 0.0438972936267591 0.980572306100826 -3.88073252412033
"9863" "ENSMUSG00000118099" "19" "55087934" "55106247" "+" 18314 0.242789472935666 5.0926988308708 2.31501395312029 0.0427792915269268 0.980572306100826 -3.88847600291601
"1721" "ENSMUSG00000027712" "3" "36503072" "36530043" "-" 26972 -0.209979975761726 5.13233955988734 -2.31402729174347 0.0428516164278816 0.980572306100826 -3.8888203278895
"8499" "ENSMUSG00000042406" "15" "80139385" "80141742" "+" 2358 -0.21354889570553 6.33475811022477 -2.28698697947351 0.0448806234102668 0.980572306100826 -3.89170477849268
"3713" "ENSMUSG00000030218" "6" "136849433" "136852821" "-" 3389 -0.630974417325895 3.02803807541197 -2.89840079468142 0.0156484623719884 0.980572306100826 -3.8954732621252
"2760" "ENSMUSG00000078485" "4" "156305913" "156314174" "-" 8262 0.259865645819445 4.46707803731684 2.36538913189864 0.0392404405067215 0.980572306100826 -3.90868427982141
"3675" "ENSMUSG00000090698" "6" "134958681" "134963799" "+" 5119 -0.630458472403655 3.35286913555716 -2.68870431347648 0.0224765031765062 0.980572306100826 -3.91576571532321
"3330" "ENSMUSG00000050022" "5" "140709882" "140747194" "+" 37313 0.24358085167364 5.55314649041406 2.24048075062489 0.0485900473413243 0.980572306100826 -3.92379612119073
"4610" "ENSMUSG00000025492" "7" "140589499" "140590683" "-" 1185 -0.545892267785614 2.92360773938139 -2.85513584916718 0.0168613065895183 0.980572306100826 -3.9253087797317
"905" "ENSMUSG00000035576" "2" "162785392" "162816442" "+" 31051 0.483184945346329 4.57958907085361 2.31632584450874 0.0426833101589911 0.980572306100826 -3.92539613557215
"6187" "ENSMUSG00000015656" "9" "40712280" "40721383" "+" 9104 -0.2237652588652 10.2589476253996 -2.43771897262034 0.0346544366656089 0.980572306100826 -3.93619214788029
"2944" "ENSMUSG00000055923" "5" "77021506" "77053361" "-" 31856 0.30519071033438 4.82889251404713 2.24657325880409 0.0480877329818766 0.980572306100826 -3.94626182815458
"9722" "ENSMUSG00000010095" "19" "8684246" "8700733" "-" 16488 -0.162881267768023 6.60862906342207 -2.21348641055857 0.0508772516243021 0.980572306100826 -3.94678847474004
"5250" "ENSMUSG00000038069" "8" "48162379" "48166967" "-" 4589 -0.194582524738883 4.31949715131521 -2.3168555365419 0.0426446158775718 0.980572306100826 -3.94918682007781
"8002" "ENSMUSG00000036295" "12" "41501667" "41536430" "-" 34764 -0.217165693587095 6.85284006174949 -2.2233143679752 0.0500327716831538 0.980572306100826 -3.94971346004157
"5786" "ENSMUSG00000022048" "14" "67040313" "67106137" "-" 65825 -0.197142604076403 7.82037770777234 -2.27563032945428 0.0457603049635179 0.980572306100826 -3.95052381621672
"8591" "ENSMUSG00000071637" "16" "15705150" "15708895" "+" 3746 -0.578401628869618 2.66323699307157 -2.92374758179704 0.0149792327813098 0.980572306100826 -3.95145456594941
"8238" "ENSMUSG00000023272" "15" "88703849" "88710886" "+" 7038 -0.250574082931115 4.9006218387105 -2.23745601427814 0.048841309084193 0.980572306100826 -3.95238302722085
"8798" "ENSMUSG00000022528" "16" "29883202" "29886614" "+" 3413 -0.628437379221698 1.56038796916338 -3.8474409063599 0.00313898708737966 0.980572306100826 -3.95551529748405
"9884" "ENSMUSG00000034616" "19" "4311696" "4319208" "-" 7513 0.216621237639473 5.79026396067467 2.18590965147126 0.0533207320946072 0.980572306100826 -3.95805036241733
"730" "ENSMUSG00000026728" "2" "13578738" "13587637" "+" 8900 -0.29331367230851 4.81936568705521 -2.24262012004846 0.0484130862252362 0.980572306100826 -3.95904721206293
"2685" "ENSMUSG00000028445" "4" "41638144" "41640324" "-" 2181 -0.251600368297833 4.93480553525328 -2.21362740623969 0.0508650398561464 0.980572306100826 -3.96475139788984
"7673" "ENSMUSG00000035711" "13" "55671044" "55677109" "-" 6066 -0.219613352051012 4.8292379975967 -2.21965311671712 0.0503457784456737 0.980572306100826 -3.96867311726113
"8294" "ENSMUSG00000022602" "15" "74540932" "74544419" "-" 3488 -0.580784934865667 6.96736932745616 -2.20031526791405 0.0520305505182378 0.980572306100826 -3.96904300361017
"5929" "ENSMUSG00000040822" "14" "54923673" "54928198" "+" 4526 -0.238909272257799 3.85028968111317 -2.40067478537207 0.0369334705022014 0.980572306100826 -3.97077757990876
"4861" "ENSMUSG00000019874" "10" "57660977" "57664546" "+" 3570 -0.369145711084363 3.77435113642073 -2.40944816583391 0.0363807889562197 0.980572306100826 -3.97664439270035
"1109" "ENSMUSG00000027080" "2" "84508746" "84518559" "+" 9814 -0.186993350941208 5.01014996985868 -2.18698180676206 0.0532236592484152 0.980572306100826 -3.97725839760222
"1703" "ENSMUSG00000019338" "3" "94913901" "94922759" "-" 8859 0.214159241894718 5.18084548562761 2.17370106355294 0.0544381563928167 0.980572306100826 -3.97777924188887
"6996" "ENSMUSG00000017692" "11" "80191738" "80246781" "+" 55044 0.169927051787728 6.31376728817053 2.15442360420292 0.0562484484202372 0.980572306100826 -3.97909377622022
"1920" "ENSMUSG00000027800" "3" "57193032" "57209409" "-" 16378 -0.408368889448965 3.27925616054447 -2.57444818058486 0.0273790937722786 0.980572306100826 -3.98045130894783
"3582" "ENSMUSG00000030339" "6" "125283534" "125290848" "-" 7315 -0.327689091007253 2.91977276794557 -2.70814647057492 0.0217340994125874 0.980572306100826 -3.98300933770784
"1457" "ENSMUSG00000031328" "X" "73267067" "73293426" "-" 26360 0.287689271206163 7.17104044328061 2.18624504233647 0.053290347568107 0.980572306100826 -3.9835012857922
"4798" "ENSMUSG00000019797" "10" "43401129" "43416990" "-" 15862 -0.245619955849054 4.35476335457414 -2.25695435377884 0.0472433710086351 0.980572306100826 -3.98613870079258
"1764" "ENSMUSG00000037211" "3" "37694096" "37698747" "+" 4652 -0.234148407651939 3.47647843831958 -2.46910992673272 0.032831708612667 0.980572306100826 -3.99135229005205
"7192" "ENSMUSG00000020492" "11" "87000060" "87015461" "+" 15402 -0.172572496347487 4.76085020971722 -2.1761489279608 0.0542123223619801 0.980572306100826 -3.9928727840197
"5163" "ENSMUSG00000031897" "8" "106662367" "106665076" "-" 2710 -0.365693987680974 3.67222131818731 -2.39763424776462 0.0371269214934501 0.980572306100826 -3.99326873834759
"7773" "ENSMUSG00000021508" "13" "56436456" "56444364" "-" 7909 -0.345345242009901 6.19033319848851 -2.12008559912019 0.0596166859170328 0.980572306100826 -4.00397790720274
"910" "ENSMUSG00000026843" "2" "31462663" "31507538" "+" 44876 0.181451820807252 5.81677846618702 2.11571141123917 0.0600593388001346 0.980572306100826 -4.00481840494172
"2396" "ENSMUSG00000051351" "4" "136011994" "136021253" "+" 9260 0.176142432917542 5.48167536447052 2.12171551857654 0.0594525411248852 0.980572306100826 -4.00482193050529
"2742" "ENSMUSG00000028341" "4" "48045153" "48086447" "+" 41295 -0.395206360734973 6.20883867263884 -2.11575052168727 0.0600553671002912 0.980572306100826 -4.00622578202112
"56" "ENSMUSG00000038608" "1" "80478790" "80736244" "-" 257455 0.269986461468101 7.50722829577866 2.16803207495621 0.0549646343038714 0.980572306100826 -4.00723843780048
"5427" "ENSMUSG00000031770" "8" "95113066" "95122005" "+" 8940 -0.224475397263755 5.93274712468781 -2.1066515393756 0.0609861568371752 0.980572306100826 -4.01103537795383
"9339" "ENSMUSG00000069045" "Y" "1260771" "1286629" "-" 25859 -0.302305885097261 6.01247577657869 -2.09950137997761 0.0617272196680487 0.980572306100826 -4.01604153764743
"4743" "ENSMUSG00000037868" "10" "67371305" "67378018" "+" 6714 -0.586795133326702 3.72847354082767 -2.3520323818738 0.0401499316373972 0.980572306100826 -4.01651137506342
"1422" "ENSMUSG00000025283" "X" "153996128" "153999445" "-" 3318 -0.260541635073456 5.46195238132987 -2.10053277647553 0.061619795940535 0.980572306100826 -4.02014186740294
"9919" "ENSMUSG00000024966" "19" "6998070" "7017335" "-" 19266 -0.207921156607449 7.73479703267263 -2.15261886734249 0.0564208483672436 0.980572306100826 -4.0226649712327
"1020" "ENSMUSG00000026822" "2" "32274645" "32278264" "-" 3620 -1.18024362622572 3.85742756438118 -2.27235370895901 0.0460172009375393 0.980572306100826 -4.02537962832806
"3950" "ENSMUSG00000073838" "7" "126086533" "126089903" "+" 3371 -0.170721469708522 5.23682004325536 -2.10095486916258 0.0615758847964376 0.980572306100826 -4.02614201688936
"585" "ENSMUSG00000042745" "2" "152578171" "152579330" "+" 1160 -0.413257132612291 3.55407073519031 -2.36145555684285 0.0395061773520042 0.980572306100826 -4.02779684232441
"6526" "ENSMUSG00000062151" "9" "73386704" "73876248" "-" 489545 0.453203024466925 8.05665365730647 2.15627107014894 0.0560724893159091 0.980572306100826 -4.0290489742348
"3133" "ENSMUSG00000072941" "5" "52521133" "52528760" "+" 7628 -0.305930202328907 3.12266368979774 -2.49649980307255 0.0313186018723712 0.980572306100826 -4.02927115304881
"3480" "ENSMUSG00000025823" "6" "47773075" "47790364" "-" 17290 -0.280033512655812 6.19506107815 -2.07826076794143 0.063979536373168 0.980572306100826 -4.03096114877128
"2240" "ENSMUSG00000003411" "4" "108736260" "108800521" "+" 64262 -0.374994716465727 5.56999578343195 -2.07564170263691 0.0642626074102743 0.980572306100826 -4.03481518139129
"2292" "ENSMUSG00000058498" "4" "152391476" "152403450" "-" 11975 0.25358471897507 4.74788015623682 2.12426743384895 0.0591964107274483 0.980572306100826 -4.03605444170417
"4600" "ENSMUSG00000030757" "7" "123074607" "123099672" "-" 25066 0.280448573561541 5.67608253030167 2.07037063573187 0.064835918863551 0.980572306100826 -4.0365971330896
"7500" "ENSMUSG00000052981" "13" "69850951" "69888008" "-" 37058 -0.164351423470068 6.31132099046263 -2.07221418630865 0.0646348537641139 0.980572306100826 -4.03669516859849
"4856" "ENSMUSG00000071072" "10" "127894823" "127913141" "+" 18319 -0.260550513357925 6.38055504939672 -2.07001694765428 0.0648745613371273 0.980572306100826 -4.0387205656509
"4587" "ENSMUSG00000055078" "7" "57057420" "57159807" "-" 102388 0.232699851453342 5.74790414764737 2.06529691751796 0.0653923486392524 0.980572306100826 -4.03989396613963
"7468" "ENSMUSG00000021367" "13" "42454952" "42461466" "+" 6515 -0.71449575805306 1.67088330577531 -3.27276166370424 0.00823142120672925 0.980572306100826 -4.04198401152315
"2985" "ENSMUSG00000052848" "5" "111729288" "111752798" "+" 23511 0.383998933535985 3.66752471107708 2.30486023478305 0.0435292914977963 0.980572306100826 -4.04226213498521
"1051" "ENSMUSG00000074796" "2" "130526033" "130539439" "-" 13407 0.310655763042315 4.64801241662314 2.12232494935687 0.0593912778579729 0.980572306100826 -4.0457529877944
"6820" "ENSMUSG00000072847" "11" "61755394" "61758884" "-" 3491 -0.246289325936725 4.26011620853818 -2.14915757917535 0.0567529092434445 0.980572306100826 -4.05282001642295
"7986" "ENSMUSG00000046675" "12" "102710021" "102713820" "+" 3800 -0.34578769550762 3.42405210656253 -2.34920773248332 0.0403448856227224 0.980572306100826 -4.05294160848682
"7258" "ENSMUSG00000020484" "11" "5470659" "5475893" "+" 5235 -0.21905281936378 6.97855986430037 -2.06887932615348 0.0649990013659953 0.980572306100826 -4.05440881802704
"131" "ENSMUSG00000025981" "1" "55091929" "55111861" "+" 19933 -0.304486767757958 5.07395954236611 -2.05667643944829 0.0663481479816579 0.980572306100826 -4.05700043848413
"3257" "ENSMUSG00000029135" "5" "32293145" "32315186" "+" 22042 -0.451484535469775 6.29381217260034 -2.04228280772837 0.0679736151282349 0.980572306100826 -4.05740228385783
"9942" "ENSMUSG00000064368" "MT" "13552" "14070" "-" 519 -0.617392008820535 5.45631012289186 -2.05319469332269 0.0667379300571155 0.980572306100826 -4.05875122682342
"8997" "ENSMUSG00000090877" "17" "35175412" "35178214" "-" 2803 -0.997879421762609 3.36591463083009 -2.34679181420222 0.0405123614268942 0.980572306100826 -4.05903680416939
"8316" "ENSMUSG00000045996" "15" "36174156" "36177156" "+" 3001 -0.35574358680123 3.32203656244395 -2.38060279763179 0.0382289971876179 0.980572306100826 -4.05994515050865
"5024" "ENSMUSG00000032763" "10" "78410180" "78420336" "+" 10157 0.20797185160242 4.31624270962453 2.13284771745047 0.0583429306088757 0.980572306100826 -4.06119248867446
"137" "ENSMUSG00000073676" "1" "55127291" "55130466" "+" 3176 -0.296438087267615 5.7850410078941 -2.03311450131318 0.0690285595073734 0.980572306100826 -4.06201854979242
"21" "ENSMUSG00000026235" "1" "77343822" "77491725" "-" 147904 0.220122796474198 7.6483334463231 2.08572012808447 0.0631797997674081 0.980572306100826 -4.06220893993405
"8000" "ENSMUSG00000029878" "12" "74343442" "74348782" "+" 5341 -0.25632785432375 6.73741621348329 -2.04607407032431 0.0675418494535455 0.980572306100826 -4.06236888629871
"9754" "ENSMUSG00000042532" "19" "42236013" "42258787" "+" 22775 -0.195257791418464 4.94838060247898 -2.05881085926305 0.0661102670459085 0.980572306100826 -4.06375883322446
"8047" "ENSMUSG00000021115" "12" "105976487" "106043685" "+" 67199 0.200902302301534 6.10285268782651 2.02340483414298 0.070162658209812 0.980572306100826 -4.06626553284503
"9551" "ENSMUSG00000117613" "18" "15327839" "15347753" "+" 19915 0.404749694169685 3.38355256538811 2.31375339170487 0.0428717150963378 0.980572306100826 -4.06843324778677
"4459" "ENSMUSG00000030706" "7" "100194958" "100257508" "-" 62551 -0.176878306260456 5.70533952554297 -2.02209863174082 0.0703165600070945 0.980572306100826 -4.06935067673696
"5422" "ENSMUSG00000031760" "8" "94879235" "94880774" "+" 1540 -0.346258243473789 7.26166554506438 -2.0523220918641 0.0668359574002185 0.980572306100826 -4.07188866027802
"7991" "ENSMUSG00000004151" "12" "38829379" "38920483" "+" 91105 0.288172954254183 6.06017585904378 2.01602548403936 0.0710363156615392 0.980572306100826 -4.07222714739678
"2463" "ENSMUSG00000041936" "4" "156249747" "156281945" "-" 32199 0.247169988950139 8.06125935789979 2.08362504811468 0.0634034537279391 0.980572306100826 -4.07273294393891
"5737" "ENSMUSG00000021990" "14" "60871450" "61002005" "+" 130556 0.239786316304511 6.67991750269863 2.0261246319165 0.0698432211604609 0.980572306100826 -4.07324435843448
"2895" "ENSMUSG00000072769" "5" "108515635" "108526105" "+" 10471 0.154679855672908 7.16224429604417 2.0450448871893 0.067658799981335 0.980572306100826 -4.07474908038858
"3018" "ENSMUSG00000070498" "5" "125608838" "125869647" "+" 260810 0.220014083850733 7.35232124392024 2.05222824962454 0.0668465076809685 0.980572306100826 -4.07548189705076
"3716" "ENSMUSG00000079654" "6" "29169231" "29179583" "-" 10353 0.306873879781904 4.23073201288282 2.11878456021455 0.059748020331203 0.980572306100826 -4.07600423410358
"3180" "ENSMUSG00000046607" "5" "118302713" "118327543" "+" 24831 0.216953691442632 5.87712016813243 2.0099790473905 0.0717598056646776 0.980572306100826 -4.07646271602623
"7564" "ENSMUSG00000076431" "13" "29132902" "29137696" "-" 4795 -0.223397859962961 4.10734571303268 -2.14823256683423 0.0568419671709387 0.980572306100826 -4.07847632041333
"9532" "ENSMUSG00000046982" "18" "84029752" "84105831" "-" 76080 -0.209600573431731 6.36853926229131 -2.00803996732739 0.0719932948323895 0.980572306100826 -4.07976736806488
"1089" "ENSMUSG00000027330" "2" "131028869" "131040417" "+" 11549 0.300547255186158 4.60886649344391 2.06973279676823 0.0649056223040285 0.980572306100826 -4.08116038613496
"6821" "ENSMUSG00000020340" "11" "46084677" "46203686" "-" 119010 0.245645724784989 9.82242386846024 2.13988768288135 0.0576514594604517 0.980572306100826 -4.08289241200159
"738" "ENSMUSG00000006494" "2" "71703568" "71734202" "+" 30635 0.145588696087528 5.33952447879471 2.00815437845882 0.0719794984662031 0.980572306100826 -4.08309951641803
"5181" "ENSMUSG00000031711" "8" "83490236" "83500789" "-" 10554 -0.166807208697785 4.72393604536824 -2.04273244362027 0.0679222724293309 0.980572306100826 -4.08388979815004
"5652" "ENSMUSG00000031812" "8" "122317100" "122325499" "+" 8400 -0.17555215456891 7.24114349966356 -2.03314549541494 0.0690249672567811 0.980572306100826 -4.08459526170801
"1901" "ENSMUSG00000028063" "3" "88387454" "88417263" "-" 29810 -0.207334178352254 4.27961250207116 -2.09961423483187 0.0617154567380044 0.980572306100826 -4.08472905405855
