circRNA_ID	chr	circRNA_start	circRNA_end	#junction_reads	SM_MS_SMS	#non_junction_reads	junction_reads_ratio	circRNA_type	gene_id	strand	junction_reads_ID
1:203088052|203088420	1	203088052	203088420	63	2_41_0	33321	0.004	intergenic_region	n/a	-	NB501259:26:HYTWLBGXX:4:12511:5125:13740,NB501259:26:HYTWLBGXX:1:11205:4008:7673,NB501259:26:HYTWLBGXX:1:12208:13246:1502,NB501259:26:HYTWLBGXX:1:12209:8737:18322,NB501259:26:HYTWLBGXX:1:12308:21214:9662,NB501259:26:HYTWLBGXX:1:12311:7452:3609,NB501259:26:HYTWLBGXX:1:13108:15984:16456,NB501259:26:HYTWLBGXX:1:13307:11505:13186,NB501259:26:HYTWLBGXX:1:13310:15976:8584,NB501259:26:HYTWLBGXX:1:13310:19560:14419,NB501259:26:HYTWLBGXX:1:21301:26285:19483,NB501259:26:HYTWLBGXX:1:21303:16393:16133,NB501259:26:HYTWLBGXX:1:22203:13377:10600,NB501259:26:HYTWLBGXX:1:22312:22319:13429,NB501259:26:HYTWLBGXX:1:23207:25581:4296,NB501259:26:HYTWLBGXX:1:23301:20740:16985,NB501259:26:HYTWLBGXX:1:23303:19589:10168,NB501259:26:HYTWLBGXX:1:23307:12927:11065,NB501259:26:HYTWLBGXX:1:23310:24572:11446,NB501259:26:HYTWLBGXX:2:11207:12379:13921,NB501259:26:HYTWLBGXX:2:12203:23289:19027,NB501259:26:HYTWLBGXX:2:12206:13821:4840,NB501259:26:HYTWLBGXX:2:12212:12244:8116,NB501259:26:HYTWLBGXX:2:12303:16125:14698,NB501259:26:HYTWLBGXX:2:13104:9123:16216,NB501259:26:HYTWLBGXX:2:13111:16994:15566,NB501259:26:HYTWLBGXX:2:13201:15371:4143,NB501259:26:HYTWLBGXX:2:21305:22537:8653,NB501259:26:HYTWLBGXX:2:22209:11194:13967,NB501259:26:HYTWLBGXX:3:11501:11160:13730,NB501259:26:HYTWLBGXX:3:11610:1556:2546,NB501259:26:HYTWLBGXX:3:13410:12506:4143,NB501259:26:HYTWLBGXX:3:13501:17437:9789,NB501259:26:HYTWLBGXX:3:13505:19101:3704,NB501259:26:HYTWLBGXX:3:13604:3306:17774,NB501259:26:HYTWLBGXX:3:13610:20073:3248,NB501259:26:HYTWLBGXX:3:21509:3299:4860,NB501259:26:HYTWLBGXX:3:21606:2479:8459,NB501259:26:HYTWLBGXX:3:22401:1151:16203,NB501259:26:HYTWLBGXX:3:22403:5600:4874,NB501259:26:HYTWLBGXX:3:22410:11658:11111,NB501259:26:HYTWLBGXX:3:22605:16944:16530,NB501259:26:HYTWLBGXX:3:22608:15713:3475,NB501259:26:HYTWLBGXX:3:23402:10813:13702,NB501259:26:HYTWLBGXX:3:23403:23048:9819,NB501259:26:HYTWLBGXX:3:23510:22914:5714,NB501259:26:HYTWLBGXX:3:23512:14722:8949,NB501259:26:HYTWLBGXX:4:11406:13180:5778,NB501259:26:HYTWLBGXX:4:11410:12731:20036,NB501259:26:HYTWLBGXX:4:11502:18680:17097,NB501259:26:HYTWLBGXX:4:11512:14315:8748,NB501259:26:HYTWLBGXX:4:12502:18353:1836,NB501259:26:HYTWLBGXX:4:12604:4168:19327,NB501259:26:HYTWLBGXX:4:13403:1756:12523,NB501259:26:HYTWLBGXX:4:21402:18779:9235,NB501259:26:HYTWLBGXX:4:21405:21591:14397,NB501259:26:HYTWLBGXX:4:21504:26327:13675,NB501259:26:HYTWLBGXX:4:21512:18918:6785,NB501259:26:HYTWLBGXX:4:21603:8899:17912,NB501259:26:HYTWLBGXX:4:21609:17117:2969,NB501259:26:HYTWLBGXX:4:22606:23262:4128,NB501259:26:HYTWLBGXX:4:22606:10635:12765,NB501259:26:HYTWLBGXX:4:23609:18393:9673,
1:203088180|203088397	1	203088180	203088397	3	3_2_0	71975	0.000	intergenic_region	n/a	-	NB501259:26:HYTWLBGXX:1:23202:5008:13120,NB501259:26:HYTWLBGXX:3:11406:18514:1583,NB501259:26:HYTWLBGXX:3:21406:11995:13697,
1:227313397|227342341	1	227313397	227342341	2	1_1_0	2	0.667	exon	ENSRNOG00000016172,	+	NB501259:26:HYTWLBGXX:2:11201:22944:19521,NB501259:26:HYTWLBGXX:2:12204:20548:4409,
1:227494989|227522829	1	227494989	227522829	1	1_1_0	21	0.087	exon	ENSRNOG00000026942,	-	NB501259:26:HYTWLBGXX:3:23611:20592:16929,
1:227535669|227537086	1	227535669	227537086	3	3_2_0	8	0.429	exon	ENSRNOG00000026942,	-	NB501259:26:HYTWLBGXX:1:21105:20396:18425,NB501259:26:HYTWLBGXX:1:21204:21443:17846,NB501259:26:HYTWLBGXX:2:21101:15585:10858,
1:227535669|227551977	1	227535669	227551977	1	1_1_0	9	0.182	exon	ENSRNOG00000026942,	-	NB501259:26:HYTWLBGXX:3:12406:3406:7009,
1:234725860|234726502	1	234725860	234726502	1	1_1_0	9	0.182	exon	ENSRNOG00000017938,	+	NB501259:26:HYTWLBGXX:3:23412:6029:14518,
1:235365687|235387765	1	235365687	235387765	1	1_1_0	5	0.286	exon	ENSRNOG00000036601,	+	NB501259:26:HYTWLBGXX:4:21412:13237:19917,
1:239182421|239193514	1	239182421	239193514	1	1_1_0	31	0.061	exon	ENSRNOG00000015658,	-	NB501259:26:HYTWLBGXX:3:13412:11842:13233,
1:240364262|240367244	1	240364262	240367244	1	1_1_0	10	0.167	exon	ENSRNOG00000042679,	+	NB501259:26:HYTWLBGXX:1:13201:17822:3306,
1:243786005|243814497	1	243786005	243814497	2	1_2_1	11	0.267	exon	ENSRNOG00000014482,	+	NB501259:26:HYTWLBGXX:2:23201:14700:1283,NB501259:26:HYTWLBGXX:4:13507:23846:19956,
1:249187053|249207844	1	249187053	249207844	2	1_2_0	7	0.364	exon	ENSRNOG00000011313,	-	NB501259:26:HYTWLBGXX:1:13306:24531:16845,NB501259:26:HYTWLBGXX:2:12103:10605:5001,
1:259677445|259709265	1	259677445	259709265	1	1_1_0	4	0.333	exon	ENSRNOG00000009954,	-	NB501259:26:HYTWLBGXX:4:21501:7492:2234,
1:259953660|259965050	1	259953660	259965050	1	1_1_0	7	0.222	exon	ENSRNOG00000010230,	+	NB501259:26:HYTWLBGXX:1:22311:9239:7310,
10:11177617|11220789	10	11177617	11220789	5	2_1_0	7	0.588	intron	ENSRNOG00000049768,	-	NB501259:26:HYTWLBGXX:2:21207:6602:3356,NB501259:26:HYTWLBGXX:2:21112:25003:8873,NB501259:26:HYTWLBGXX:2:21305:13024:13321,NB501259:26:HYTWLBGXX:3:21610:22164:18427,NB501259:26:HYTWLBGXX:4:22409:7898:6131,
10:16433874|16434963	10	16433874	16434963	4	1_2_0	79	0.092	exon	ENSRNOG00000020769,	-	NB501259:26:HYTWLBGXX:1:22303:11511:1874,NB501259:26:HYTWLBGXX:1:23210:16565:9713,NB501259:26:HYTWLBGXX:2:11204:25824:11358,NB501259:26:HYTWLBGXX:2:23204:3856:13015,
10:16433874|16437673	10	16433874	16437673	3	1_2_0	76	0.073	exon	ENSRNOG00000020769,	-	NB501259:26:HYTWLBGXX:4:21403:19499:14567,NB501259:26:HYTWLBGXX:1:23108:21501:4390,NB501259:26:HYTWLBGXX:3:23507:22969:4242,
10:16433874|16439952	10	16433874	16439952	21	13_13_0	8	0.840	exon	ENSRNOG00000020769,	-	NB501259:26:HYTWLBGXX:1:22103:23454:4691,NB501259:26:HYTWLBGXX:1:22111:20581:7734,NB501259:26:HYTWLBGXX:1:23101:20383:18816,NB501259:26:HYTWLBGXX:2:11111:18848:3610,NB501259:26:HYTWLBGXX:2:12103:19119:19399,NB501259:26:HYTWLBGXX:2:13210:3629:14268,NB501259:26:HYTWLBGXX:2:21310:16098:12292,NB501259:26:HYTWLBGXX:4:11601:2412:2363,NB501259:26:HYTWLBGXX:4:11603:16564:2334,NB501259:26:HYTWLBGXX:4:11612:8269:10804,NB501259:26:HYTWLBGXX:1:12312:15654:5362,NB501259:26:HYTWLBGXX:1:13206:13434:13865,NB501259:26:HYTWLBGXX:2:23212:2483:14399,NB501259:26:HYTWLBGXX:3:11412:15630:4078,NB501259:26:HYTWLBGXX:3:13411:6796:14251,NB501259:26:HYTWLBGXX:3:13412:23111:4044,NB501259:26:HYTWLBGXX:3:13506:19359:12901,NB501259:26:HYTWLBGXX:3:22501:6763:2687,NB501259:26:HYTWLBGXX:3:22511:20684:17582,NB501259:26:HYTWLBGXX:4:11610:6120:19846,NB501259:26:HYTWLBGXX:4:21509:9911:2623,
10:16433874|16441714	10	16433874	16441714	1	1_1_0	4	0.333	intron	ENSRNOG00000020769,	-	NB501259:26:HYTWLBGXX:1:22103:3214:7511,
10:28178628|28179571	10	28178628	28179571	5	5_3_0	4	0.714	exon	ENSRNOG00000003936,	+	NB501259:26:HYTWLBGXX:1:11104:13055:5081,NB501259:26:HYTWLBGXX:1:23112:5647:9617,NB501259:26:HYTWLBGXX:2:12209:16175:11683,NB501259:26:HYTWLBGXX:3:12411:13051:18637,NB501259:26:HYTWLBGXX:4:21408:18143:13393,
10:30326084|30338951	10	30326084	30338951	1	1_0_1	4	0.333	exon	ENSRNOG00000005406,	+	NB501259:26:HYTWLBGXX:3:12410:24376:17354,
10:34289454|34292189	10	34289454	34292189	1	1_1_0	1	0.667	exon	ENSRNOG00000003005,	+	NB501259:26:HYTWLBGXX:3:13610:19077:6191,
10:35974399|35986679	10	35974399	35986679	1	1_1_0	10	0.167	exon	ENSRNOG00000004563,	-	NB501259:26:HYTWLBGXX:4:23601:16197:11123,
10:37500811|37501280	10	37500811	37501280	3	2_2_0	2	0.750	intron	ENSRNOG00000006965,	+	NB501259:26:HYTWLBGXX:2:23302:5956:2803,NB501259:26:HYTWLBGXX:3:23411:18933:7469,NB501259:26:HYTWLBGXX:4:22506:18715:18660,
10:37519629|37531861	10	37519629	37531861	1	1_1_0	32	0.059	exon	ENSRNOG00000006965,	+	NB501259:26:HYTWLBGXX:4:23605:7066:9396,
10:47030333|47075366	10	47030333	47075366	1	1_1_0	42	0.045	exon	ENSRNOG00000055246,	-	NB501259:26:HYTWLBGXX:2:21303:25493:8967,
10:50788543|50789254	10	50788543	50789254	1	1_1_0	1	0.667	exon	ENSRNOG00000004171,	-	NB501259:26:HYTWLBGXX:4:11412:22847:4745,
10:55582461|55582602	10	55582461	55582602	1	0_1_1	0	1	intron	ENSRNOG00000005015,	-	NB501259:26:HYTWLBGXX:3:13612:5133:3847,
10:57244878|57292275	10	57244878	57292275	3	1_2_0	4	0.600	intron	ENSRNOG00000010041,	+	NB501259:26:HYTWLBGXX:2:12308:22269:12595,NB501259:26:HYTWLBGXX:1:23202:15887:2064,NB501259:26:HYTWLBGXX:3:22606:24215:15691,
10:61000352|61033522	10	61000352	61033522	3	1_3_0	15	0.286	exon	ENSRNOG00000006895,	-	NB501259:26:HYTWLBGXX:1:22206:23314:9924,NB501259:26:HYTWLBGXX:1:11110:18318:18891,NB501259:26:HYTWLBGXX:3:12404:14156:14803,
10:64427895|64437702	10	64427895	64437702	2	1_1_0	20	0.167	exon	ENSRNOG00000013780,	+	NB501259:26:HYTWLBGXX:1:11308:24136:13611,NB501259:26:HYTWLBGXX:3:22402:13031:3310,
10:67652558|67672858	10	67652558	67672858	3	2_2_0	0	1	exon	ENSRNOG00000007523,	-	NB501259:26:HYTWLBGXX:4:21609:22803:7957,NB501259:26:HYTWLBGXX:1:12201:9951:11939,NB501259:26:HYTWLBGXX:4:13609:19971:3227,
10:71092850|71095823	10	71092850	71095823	1	1_1_0	17	0.105	exon	ENSRNOG00000003679,	-	NB501259:26:HYTWLBGXX:3:11410:22434:2170,
10:71335546|71359584	10	71335546	71359584	1	1_1_0	6	0.250	exon	ENSRNOG00000003919,	-	NB501259:26:HYTWLBGXX:3:23411:5552:7881,
10:71844322|71867271	10	71844322	71867271	3	2_2_0	11	0.353	exon	ENSRNOG00000060561,	-	NB501259:26:HYTWLBGXX:3:13605:18081:6253,NB501259:26:HYTWLBGXX:2:11112:15607:12530,NB501259:26:HYTWLBGXX:2:21210:19901:9743,
10:71997144|72024502	10	71997144	72024502	2	2_2_0	24	0.143	exon	ENSRNOG00000006248,	+	NB501259:26:HYTWLBGXX:1:23102:20085:17710,NB501259:26:HYTWLBGXX:3:23408:14683:2053,
10:79043765|79052076	10	79043765	79052076	1	1_1_0	53	0.036	exon	ENSRNOG00000002749,	+	NB501259:26:HYTWLBGXX:1:13107:10764:16994,
10:82209291|82217911	10	82209291	82217911	1	1_1_0	12	0.143	exon	ENSRNOG00000023095,	-	NB501259:26:HYTWLBGXX:4:21412:5486:15301,
10:83160032|83166625	10	83160032	83166625	2	1_2_0	13	0.235	exon	ENSRNOG00000005606,	-	NB501259:26:HYTWLBGXX:2:22311:25535:12877,NB501259:26:HYTWLBGXX:3:12410:22698:8584,
10:88003097|88021365	10	88003097	88021365	1	1_1_0	8	0.200	exon	ENSRNOG00000002989,	+	NB501259:26:HYTWLBGXX:1:12205:10143:15733,
10:89324561|89325932	10	89324561	89325932	2	2_1_0	11	0.267	exon	ENSRNOG00000053680,	-	NB501259:26:HYTWLBGXX:3:21509:18941:1415,NB501259:26:HYTWLBGXX:4:21405:6260:12625,
10:90181077|90212586	10	90181077	90212586	3	1_3_0	10	0.375	exon	ENSRNOG00000006285,	+	NB501259:26:HYTWLBGXX:2:23110:15025:18127,NB501259:26:HYTWLBGXX:3:12612:25293:6402,NB501259:26:HYTWLBGXX:3:23408:9708:3846,
10:90192829|90206841	10	90192829	90206841	1	1_1_0	25	0.074	exon	ENSRNOG00000006285,	+	NB501259:26:HYTWLBGXX:2:12202:16811:12407,
10:93455055|93590660	10	93455055	93590660	4	4_3_0	2	0.800	exon	ENSRNOG00000024557,	+	NB501259:26:HYTWLBGXX:2:23312:23118:10037,NB501259:26:HYTWLBGXX:3:11405:13501:19618,NB501259:26:HYTWLBGXX:3:22610:19416:13125,NB501259:26:HYTWLBGXX:4:22608:23078:2144,
10:105855134|105855668	10	105855134	105855668	1	1_1_0	36	0.053	exon	ENSRNOG00000036688,	-	NB501259:26:HYTWLBGXX:2:21109:18010:4479,
11:15880116|15939955	11	15880116	15939955	3	1_3_0	12	0.333	intergenic_region	n/a	+	NB501259:26:HYTWLBGXX:3:11604:2613:15741,NB501259:26:HYTWLBGXX:2:22202:9465:17032,NB501259:26:HYTWLBGXX:3:23606:7759:19199,
11:16827015|16831035	11	16827015	16831035	1	1_1_0	2	0.500	intergenic_region	n/a	-	NB501259:26:HYTWLBGXX:4:23612:20874:4883,
11:27306166|27328041	11	27306166	27328041	1	0_1_1	4	0.333	exon	ENSRNOG00000001575,	-	NB501259:26:HYTWLBGXX:4:13507:4056:16981,
11:33160347|33173155	11	33160347	33173155	2	1_1_0	9	0.308	exon	ENSRNOG00000026236,	+	NB501259:26:HYTWLBGXX:2:13308:18293:15546,NB501259:26:HYTWLBGXX:4:13501:7567:8818,
11:33703457|33704969	11	33703457	33704969	2	2_1_0	60	0.062	exon	ENSRNOG00000001682,	+	NB501259:26:HYTWLBGXX:2:11212:3343:20035,NB501259:26:HYTWLBGXX:4:12611:26780:15857,
11:33703457|33721965	11	33703457	33721965	1	0_1_1	41	0.047	exon	ENSRNOG00000001682,	+	NB501259:26:HYTWLBGXX:4:12508:19887:15005,
11:33758925|33771278	11	33758925	33771278	4	3_1_0	131	0.058	exon	ENSRNOG00000001682,	+	NB501259:26:HYTWLBGXX:4:12601:11046:9213,NB501259:26:HYTWLBGXX:4:13510:10789:16441,NB501259:26:HYTWLBGXX:3:13403:10670:2228,NB501259:26:HYTWLBGXX:4:11509:14288:10562,
11:36376144|36391700	11	36376144	36391700	4	4_1_0	1	0.889	exon	ENSRNOG00000027992,	-	NB501259:26:HYTWLBGXX:2:21311:22916:18109,NB501259:26:HYTWLBGXX:3:12405:23718:16882,NB501259:26:HYTWLBGXX:3:23410:25170:6654,NB501259:26:HYTWLBGXX:4:23406:22765:10843,
11:44702402|44706768	11	44702402	44706768	3	1_1_0	0	1	exon	ENSRNOG00000001609,	+	NB501259:26:HYTWLBGXX:1:21108:13412:1533,NB501259:26:HYTWLBGXX:2:21202:25999:2809,NB501259:26:HYTWLBGXX:3:22602:5094:7402,
11:48630377|48641194	11	48630377	48641194	1	1_1_0	1	0.667	exon	ENSRNOG00000001982,	-	NB501259:26:HYTWLBGXX:4:22611:4943:13253,
