circRNA_ID	chr	circRNA_start	circRNA_end	#junction_reads	SM_MS_SMS	#non_junction_reads	junction_reads_ratio	circRNA_type	gene_id	strand	junction_reads_ID
1:110377047|110458572	1	110377047	110458572	2	1_1_0	63	0.060	intergenic_region	n/a	-	NB501259:26:HYTWLBGXX:2:22304:4474:8900,NB501259:26:HYTWLBGXX:2:22312:5648:4486,
1:110402469|110458572	1	110402469	110458572	2	2_2_0	92	0.042	intergenic_region	n/a	-	NB501259:26:HYTWLBGXX:1:11210:16088:18593,NB501259:26:HYTWLBGXX:3:12603:3584:15708,
1:110402469|110467617	1	110402469	110467617	2	1_2_1	49	0.075	intergenic_region	n/a	-	NB501259:26:HYTWLBGXX:3:11401:5893:5361,NB501259:26:HYTWLBGXX:4:12601:18562:13685,
1:110462493|110465132	1	110462493	110465132	5	4_3_0	97	0.093	intron	ENSRNOG00000065457,	-	NB501259:26:HYTWLBGXX:2:11105:21606:16814,NB501259:26:HYTWLBGXX:2:11309:22405:5660,NB501259:26:HYTWLBGXX:3:21502:8483:3967,NB501259:26:HYTWLBGXX:3:23409:9242:15895,NB501259:26:HYTWLBGXX:1:21204:20016:2658,
1:111087114|111099548	1	111087114	111099548	3	2_1_0	120	0.048	exon	ENSRNOG00000065497,	-	NB501259:26:HYTWLBGXX:2:21111:15308:11352,NB501259:26:HYTWLBGXX:2:22209:16697:6909,NB501259:26:HYTWLBGXX:1:11106:26169:6173,
1:111208423|111237460	1	111208423	111237460	13	3_8_0	14	0.650	exon	ENSRNOG00000064120,	-	NB501259:26:HYTWLBGXX:1:21209:17340:3284,NB501259:26:HYTWLBGXX:1:23109:19680:3709,NB501259:26:HYTWLBGXX:1:23207:12481:16938,NB501259:26:HYTWLBGXX:2:22109:8111:14562,NB501259:26:HYTWLBGXX:2:23110:23071:13999,NB501259:26:HYTWLBGXX:2:23111:13848:11783,NB501259:26:HYTWLBGXX:3:13610:10821:7809,NB501259:26:HYTWLBGXX:3:22410:23800:17850,NB501259:26:HYTWLBGXX:4:12607:24376:10537,NB501259:26:HYTWLBGXX:4:12612:15252:10977,NB501259:26:HYTWLBGXX:4:13512:22144:10171,NB501259:26:HYTWLBGXX:4:13608:14153:19298,NB501259:26:HYTWLBGXX:4:22610:20751:7730,
1:111237370|111247442	1	111237370	111247442	2	1_2_0	21	0.160	intergenic_region	n/a	-	NB501259:26:HYTWLBGXX:1:13310:9163:6291,NB501259:26:HYTWLBGXX:3:22507:10914:4256,
1:112079622|112129362	1	112079622	112129362	1	1_1_0	15	0.118	intergenic_region	n/a	-	NB501259:26:HYTWLBGXX:3:12505:14425:1785,
1:112151521|112221027	1	112151521	112221027	2	2_2_0	21	0.160	intergenic_region	n/a	-	NB501259:26:HYTWLBGXX:4:22410:20852:12968,NB501259:26:HYTWLBGXX:4:22606:9918:6452,
1:112302919|112436785	1	112302919	112436785	1	1_1_0	27	0.069	intergenic_region	n/a	-	NB501259:26:HYTWLBGXX:1:23102:24158:2808,
1:114713755|114859493	1	114713755	114859493	2	2_1_0	4	0.500	intergenic_region	n/a	-	NB501259:26:HYTWLBGXX:2:12208:3931:6558,NB501259:26:HYTWLBGXX:1:21203:21757:14170,
1:115254492|115260007	1	115254492	115260007	2	1_1_0	50	0.074	intergenic_region	n/a	-	NB501259:26:HYTWLBGXX:3:11505:5563:5900,NB501259:26:HYTWLBGXX:3:13511:16801:19875,
1:115535262|115545736	1	115535262	115545736	3	1_1_0	18	0.250	intergenic_region	n/a	-	NB501259:26:HYTWLBGXX:1:21112:4853:1323,NB501259:26:HYTWLBGXX:4:12610:26452:9613,NB501259:26:HYTWLBGXX:4:12611:1086:9619,
1:116771956|116782547	1	116771956	116782547	11	2_7_0	6	0.786	exon	ENSRNOG00000010853,	-	NB501259:26:HYTWLBGXX:1:21312:15760:2560,NB501259:26:HYTWLBGXX:2:22206:9227:12948,NB501259:26:HYTWLBGXX:4:21606:5205:1740,NB501259:26:HYTWLBGXX:1:12207:17889:16981,NB501259:26:HYTWLBGXX:1:23309:5549:4684,NB501259:26:HYTWLBGXX:2:11102:2322:11652,NB501259:26:HYTWLBGXX:2:11205:9818:9294,NB501259:26:HYTWLBGXX:2:22203:20786:14298,NB501259:26:HYTWLBGXX:3:13408:23470:7229,NB501259:26:HYTWLBGXX:3:22601:12530:13485,NB501259:26:HYTWLBGXX:3:23604:21024:3563,
1:121143261|121218199	1	121143261	121218199	1	1_0_1	3	0.400	exon	ENSRNOG00000023274,	-	NB501259:26:HYTWLBGXX:3:13404:20308:9704,
1:121262653|121278797	1	121262653	121278797	2	1_1_0	3	0.571	exon	ENSRNOG00000013877,	+	NB501259:26:HYTWLBGXX:1:22103:8460:2543,NB501259:26:HYTWLBGXX:2:11207:9876:2786,
1:127246658|127278296	1	127246658	127278296	3	3_2_0	6	0.500	exon	ENSRNOG00000012716,	-	NB501259:26:HYTWLBGXX:2:21310:18498:20113,NB501259:26:HYTWLBGXX:4:13410:11621:9707,NB501259:26:HYTWLBGXX:4:23610:19681:11819,
1:136209718|136232819	1	136209718	136232819	2	2_2_0	14	0.222	exon	ENSRNOG00000019776,	+	NB501259:26:HYTWLBGXX:1:23110:23486:10453,NB501259:26:HYTWLBGXX:2:22210:4655:9379,
1:142588764|142765724	1	142588764	142765724	1	1_0_1	0	1	intergenic_region	n/a	-	NB501259:26:HYTWLBGXX:3:13604:21490:3453,
1:144086066|144097917	1	144086066	144097917	1	1_1_0	92	0.021	exon	ENSRNOG00000018322,	+	NB501259:26:HYTWLBGXX:1:12212:3911:6565,
1:146699564|146719499	1	146699564	146719499	12	2_5_3	12	0.667	exon	ENSRNOG00000009891,	-	NB501259:26:HYTWLBGXX:2:12107:5272:11943,NB501259:26:HYTWLBGXX:3:12508:13990:7590,NB501259:26:HYTWLBGXX:3:22508:19407:9033,NB501259:26:HYTWLBGXX:2:11109:7449:19597,NB501259:26:HYTWLBGXX:2:11208:24999:9447,NB501259:26:HYTWLBGXX:2:13312:2268:18142,NB501259:26:HYTWLBGXX:2:22309:19365:13293,NB501259:26:HYTWLBGXX:3:13406:21437:14153,NB501259:26:HYTWLBGXX:3:13505:12481:18220,NB501259:26:HYTWLBGXX:3:13612:21638:18539,NB501259:26:HYTWLBGXX:4:11501:18469:9305,NB501259:26:HYTWLBGXX:4:21602:3665:9074,
1:151983016|151986906	1	151983016	151986906	5	3_4_0	19	0.345	exon	ENSRNOG00000024194,	+	NB501259:26:HYTWLBGXX:1:11105:22905:13828,NB501259:26:HYTWLBGXX:3:22503:23859:14328,NB501259:26:HYTWLBGXX:4:22405:24372:5906,NB501259:26:HYTWLBGXX:4:23611:2779:5703,NB501259:26:HYTWLBGXX:3:21404:17332:13704,
1:151983016|151991770	1	151983016	151991770	2	1_1_0	21	0.160	exon	ENSRNOG00000024194,	+	NB501259:26:HYTWLBGXX:4:11507:16151:6355,NB501259:26:HYTWLBGXX:4:13601:14062:4977,
1:164309758|164311217	1	164309758	164311217	3	2_2_0	7	0.462	exon	ENSRNOG00000009910,	+	NB501259:26:HYTWLBGXX:2:21304:11658:9092,NB501259:26:HYTWLBGXX:2:23306:16724:4201,NB501259:26:HYTWLBGXX:3:13410:17970:10693,
1:166214912|166221285	1	166214912	166221285	2	1_2_0	16	0.200	exon	ENSRNOG00000026754,	+	NB501259:26:HYTWLBGXX:3:22511:7774:17804,NB501259:26:HYTWLBGXX:2:11306:7161:3853,
1:175593997|175604187	1	175593997	175604187	1	1_1_0	5	0.286	exon	ENSRNOG00000025940,	+	NB501259:26:HYTWLBGXX:4:21506:24079:14504,
1:177509290|177519158	1	177509290	177519158	2	2_2_0	40	0.091	exon	ENSRNOG00000012806,	+	NB501259:26:HYTWLBGXX:1:22207:11695:18111,NB501259:26:HYTWLBGXX:2:11308:1182:6822,
1:187052788|187061498	1	187052788	187061498	2	2_2_0	23	0.148	exon	ENSRNOG00000016267,	-	NB501259:26:HYTWLBGXX:4:11507:13890:18556,NB501259:26:HYTWLBGXX:4:12601:5064:18909,
1:203087266|203088116	1	203087266	203088116	2	1_1_0	71324	0.000	intergenic_region	n/a	-	NB501259:26:HYTWLBGXX:2:11202:17916:2971,NB501259:26:HYTWLBGXX:3:13611:14343:8865,
1:203087368|203088116	1	203087368	203088116	2	1_1_0	71378	0.000	intergenic_region	n/a	-	NB501259:26:HYTWLBGXX:3:23511:16236:2827,NB501259:26:HYTWLBGXX:4:11605:15564:2527,
1:203087490|203088120	1	203087490	203088120	1	1_1_0	72409	0.000	intergenic_region	n/a	-	NB501259:26:HYTWLBGXX:4:23408:14586:15104,
1:203088052|203088420	1	203088052	203088420	49	2_33_0	58170	0.002	intergenic_region	n/a	-	NB501259:26:HYTWLBGXX:2:11112:12903:7451,NB501259:26:HYTWLBGXX:4:13412:1426:7914,NB501259:26:HYTWLBGXX:1:11309:13242:2844,NB501259:26:HYTWLBGXX:1:12311:3858:3163,NB501259:26:HYTWLBGXX:1:13205:2364:1987,NB501259:26:HYTWLBGXX:1:13308:11336:9094,NB501259:26:HYTWLBGXX:1:21102:19114:4385,NB501259:26:HYTWLBGXX:1:21108:1220:13578,NB501259:26:HYTWLBGXX:1:21109:26676:13576,NB501259:26:HYTWLBGXX:1:21203:16980:9979,NB501259:26:HYTWLBGXX:1:21208:13080:6083,NB501259:26:HYTWLBGXX:1:21309:12474:3118,NB501259:26:HYTWLBGXX:1:22301:24892:13331,NB501259:26:HYTWLBGXX:1:23110:10346:13240,NB501259:26:HYTWLBGXX:1:23111:9896:6286,NB501259:26:HYTWLBGXX:1:23211:23593:4661,NB501259:26:HYTWLBGXX:2:11110:3209:17496,NB501259:26:HYTWLBGXX:2:13305:4721:10390,NB501259:26:HYTWLBGXX:2:21104:8052:15128,NB501259:26:HYTWLBGXX:2:21112:4705:17641,NB501259:26:HYTWLBGXX:2:22307:23860:8606,NB501259:26:HYTWLBGXX:2:22309:16418:12099,NB501259:26:HYTWLBGXX:2:22311:23195:7316,NB501259:26:HYTWLBGXX:2:23212:22916:11851,NB501259:26:HYTWLBGXX:2:23309:6921:10695,NB501259:26:HYTWLBGXX:3:11401:7304:13496,NB501259:26:HYTWLBGXX:3:11411:15962:2217,NB501259:26:HYTWLBGXX:3:11502:7127:8578,NB501259:26:HYTWLBGXX:3:11504:11544:16864,NB501259:26:HYTWLBGXX:3:11604:4566:15862,NB501259:26:HYTWLBGXX:3:12404:23439:16151,NB501259:26:HYTWLBGXX:3:13609:15512:2811,NB501259:26:HYTWLBGXX:3:21409:5213:11649,NB501259:26:HYTWLBGXX:3:22410:19769:10522,NB501259:26:HYTWLBGXX:3:22502:17917:17514,NB501259:26:HYTWLBGXX:3:22608:17386:18919,NB501259:26:HYTWLBGXX:3:23406:3388:12115,NB501259:26:HYTWLBGXX:3:23408:18623:17534,NB501259:26:HYTWLBGXX:3:23612:22217:11422,NB501259:26:HYTWLBGXX:4:11403:11522:12706,NB501259:26:HYTWLBGXX:4:11405:21053:2896,NB501259:26:HYTWLBGXX:4:11405:17287:11416,NB501259:26:HYTWLBGXX:4:11411:8752:10129,NB501259:26:HYTWLBGXX:4:11501:15876:1379,NB501259:26:HYTWLBGXX:4:11607:2304:14790,NB501259:26:HYTWLBGXX:4:13608:6969:9002,NB501259:26:HYTWLBGXX:4:21508:11932:3288,NB501259:26:HYTWLBGXX:4:21604:23538:9573,NB501259:26:HYTWLBGXX:4:23402:3312:3948,
1:203088117|203088397	1	203088117	203088397	1	1_1_0	104463	0.000	intergenic_region	n/a	-	NB501259:26:HYTWLBGXX:4:21405:11266:8363,
1:203088117|203088646	1	203088117	203088646	6	2_4_0	73222	0.000	intergenic_region	n/a	-	NB501259:26:HYTWLBGXX:1:12211:18198:2524,NB501259:26:HYTWLBGXX:1:21112:20597:6135,NB501259:26:HYTWLBGXX:4:12605:6233:15364,NB501259:26:HYTWLBGXX:4:23406:19552:4813,NB501259:26:HYTWLBGXX:2:12208:14919:1578,NB501259:26:HYTWLBGXX:3:13406:18262:3178,
1:211724059|211765291	1	211724059	211765291	1	0_1_1	65	0.030	exon	ENSRNOG00000013239,	-	NB501259:26:HYTWLBGXX:1:11308:19121:6884,
1:213963346|213964505	1	213963346	213964505	2	1_1_0	9	0.308	exon	ENSRNOG00000025539,	-	NB501259:26:HYTWLBGXX:3:13410:26226:14245,NB501259:26:HYTWLBGXX:3:13501:15588:3718,
1:214103050|214115971	1	214103050	214115971	3	1_3_0	21	0.222	exon	ENSRNOG00000025539,	-	NB501259:26:HYTWLBGXX:3:21606:26198:8794,NB501259:26:HYTWLBGXX:1:12103:10249:20068,NB501259:26:HYTWLBGXX:3:12412:24622:1027,
1:224237342|224249165	1	224237342	224249165	1	1_0_1	22	0.083	exon	ENSRNOG00000011931,	+	NB501259:26:HYTWLBGXX:3:13603:14381:1819,
1:227514204|227551977	1	227514204	227551977	1	1_1_0	2	0.500	exon	ENSRNOG00000026942,	-	NB501259:26:HYTWLBGXX:4:12608:22565:10781,
1:227522750|227551977	1	227522750	227551977	1	1_1_0	11	0.154	exon	ENSRNOG00000026942,	-	NB501259:26:HYTWLBGXX:4:22403:22359:3020,
1:256781102|256860110	1	256781102	256860110	2	1_1_0	2	0.667	intron	ENSRNOG00000017406,	+	NB501259:26:HYTWLBGXX:1:11310:3234:9200,NB501259:26:HYTWLBGXX:1:12312:10105:16675,
1:258452646|258458186	1	258452646	258458186	5	2_2_0	41	0.196	exon	ENSRNOG00000009460,	-	NB501259:26:HYTWLBGXX:1:22312:13940:14452,NB501259:26:HYTWLBGXX:2:12304:7118:16506,NB501259:26:HYTWLBGXX:4:12603:6204:16763,NB501259:26:HYTWLBGXX:4:13602:11747:20237,NB501259:26:HYTWLBGXX:4:21410:2838:5030,
10:2275962|2373054	10	2275962	2373054	3	0_2_2	3	0.667	exon	ENSRNOG00000040121,	+	NB501259:26:HYTWLBGXX:2:13305:24808:10464,NB501259:26:HYTWLBGXX:3:12604:15436:1134,NB501259:26:HYTWLBGXX:3:22605:25720:17934,
10:5057291|5106177	10	5057291	5106177	5	3_4_0	29	0.256	exon	ENSRNOG00000057378,	-	NB501259:26:HYTWLBGXX:4:11511:24776:17643,NB501259:26:HYTWLBGXX:4:11609:20498:1386,NB501259:26:HYTWLBGXX:4:22501:12899:16730,NB501259:26:HYTWLBGXX:4:23503:10259:20341,NB501259:26:HYTWLBGXX:4:22602:5629:1466,
10:28178628|28179571	10	28178628	28179571	7	6_4_0	9	0.609	exon	ENSRNOG00000003936,	+	NB501259:26:HYTWLBGXX:2:12302:14184:8524,NB501259:26:HYTWLBGXX:2:13104:11201:11227,NB501259:26:HYTWLBGXX:3:22403:9910:8978,NB501259:26:HYTWLBGXX:4:23406:10495:19756,NB501259:26:HYTWLBGXX:1:23102:22096:3534,NB501259:26:HYTWLBGXX:2:22310:5436:10646,NB501259:26:HYTWLBGXX:4:22604:2241:11828,
10:34635232|34639933	10	34635232	34639933	1	1_1_0	137	0.014	exon	ENSRNOG00000003343,	-	NB501259:26:HYTWLBGXX:2:21305:7488:13648,
10:36571129|36571634	10	36571129	36571634	2	1_1_0	16	0.200	exon	ENSRNOG00000006148,	+	NB501259:26:HYTWLBGXX:1:12212:5696:8072,NB501259:26:HYTWLBGXX:1:21311:10762:10629,
10:37549029|37564801	10	37549029	37564801	4	1_3_0	61	0.116	exon	ENSRNOG00000006965,	+	NB501259:26:HYTWLBGXX:4:11608:17395:16451,NB501259:26:HYTWLBGXX:1:23107:14499:20182,NB501259:26:HYTWLBGXX:2:21305:21661:17732,NB501259:26:HYTWLBGXX:4:22410:11419:20011,
10:42304380|42316155	10	42304380	42316155	1	1_1_0	1	0.667	exon	ENSRNOG00000002645,	-	NB501259:26:HYTWLBGXX:3:22509:23982:8650,
10:46971833|46979917	10	46971833	46979917	6	4_4_0	28	0.300	exon	ENSRNOG00000002977,	+	NB501259:26:HYTWLBGXX:1:13105:24911:17798,NB501259:26:HYTWLBGXX:2:11304:23264:8480,NB501259:26:HYTWLBGXX:4:11611:2011:15652,NB501259:26:HYTWLBGXX:4:13507:14911:18304,NB501259:26:HYTWLBGXX:4:13608:4746:8874,NB501259:26:HYTWLBGXX:4:22611:6486:20345,
10:64324142|64325936	10	64324142	64325936	2	1_1_0	17	0.190	intron	ENSRNOG00000013780,	+	NB501259:26:HYTWLBGXX:1:23108:15880:1650,NB501259:26:HYTWLBGXX:4:22404:5999:11680,
10:66538318|66541806	10	66538318	66541806	2	2_1_0	0	1	intron	ENSRNOG00000058308,	-	NB501259:26:HYTWLBGXX:1:23111:17418:17159,NB501259:26:HYTWLBGXX:2:22310:12965:6431,
10:71844322|71867271	10	71844322	71867271	4	3_1_1	17	0.320	exon	ENSRNOG00000060561,	-	NB501259:26:HYTWLBGXX:2:11112:10040:18719,NB501259:26:HYTWLBGXX:2:11203:5230:7483,NB501259:26:HYTWLBGXX:3:13607:13381:11363,NB501259:26:HYTWLBGXX:4:11509:10673:9527,
10:89324561|89325932	10	89324561	89325932	9	4_6_0	17	0.514	exon	ENSRNOG00000053680,	-	NB501259:26:HYTWLBGXX:3:11504:19346:16637,NB501259:26:HYTWLBGXX:4:21410:12267:18520,NB501259:26:HYTWLBGXX:1:11106:21175:1406,NB501259:26:HYTWLBGXX:1:13204:7532:17091,NB501259:26:HYTWLBGXX:1:21101:9932:18044,NB501259:26:HYTWLBGXX:1:23110:20119:7150,NB501259:26:HYTWLBGXX:3:11509:18842:7803,NB501259:26:HYTWLBGXX:3:23612:11591:14188,NB501259:26:HYTWLBGXX:4:13409:12788:13221,
10:90192829|90212586	10	90192829	90212586	3	1_1_0	20	0.231	exon	ENSRNOG00000006285,	+	NB501259:26:HYTWLBGXX:2:21108:5278:8467,NB501259:26:HYTWLBGXX:2:22311:12222:5433,NB501259:26:HYTWLBGXX:3:22412:14705:17717,
10:93731852|93738727	10	93731852	93738727	1	1_1_0	3	0.400	exon	ENSRNOG00000024557,	+	NB501259:26:HYTWLBGXX:1:22112:9674:15852,
11:29290425|29310527	11	29290425	29310527	3	3_3_0	7	0.462	intron	ENSRNOG00000067013,	-	NB501259:26:HYTWLBGXX:1:22212:11795:13351,NB501259:26:HYTWLBGXX:2:11107:7026:17674,NB501259:26:HYTWLBGXX:3:12509:16455:8760,
11:33703457|33721965	11	33703457	33721965	3	1_1_1	68	0.081	exon	ENSRNOG00000001682,	+	NB501259:26:HYTWLBGXX:3:23409:14899:12258,NB501259:26:HYTWLBGXX:2:21108:21445:19955,NB501259:26:HYTWLBGXX:3:23611:25740:16554,
11:33704329|33711305	11	33704329	33711305	2	2_1_0	66	0.057	exon	ENSRNOG00000001682,	+	NB501259:26:HYTWLBGXX:4:11503:5438:12895,NB501259:26:HYTWLBGXX:2:23107:8808:5275,
11:33768036|33778118	11	33768036	33778118	1	1_1_0	57	0.034	exon	ENSRNOG00000001682,	+	NB501259:26:HYTWLBGXX:3:21406:7926:5871,
11:42549357|42562252	11	42549357	42562252	1	1_1_0	0	1	intergenic_region	n/a	+	NB501259:26:HYTWLBGXX:4:22401:20791:16618,
11:57117612|57125656	11	57117612	57125656	3	1_2_0	70	0.079	exon	ENSRNOG00000056716,	-	NB501259:26:HYTWLBGXX:2:23308:21102:14923,NB501259:26:HYTWLBGXX:4:12402:15626:11995,NB501259:26:HYTWLBGXX:2:13204:2940:3843,
11:59001887|59004393	11	59001887	59004393	1	1_1_0	40	0.048	intron	ENSRNOG00000031852,	-	NB501259:26:HYTWLBGXX:2:13308:13423:18532,
11:63936903|63957094	11	63936903	63957094	1	1_1_0	36	0.053	exon	ENSRNOG00000038868,	-	NB501259:26:HYTWLBGXX:2:13112:24521:9010,
11:66780371|66787977	11	66780371	66787977	2	2_2_0	12	0.250	exon	ENSRNOG00000001706,	+	NB501259:26:HYTWLBGXX:3:11602:11812:12361,NB501259:26:HYTWLBGXX:3:23503:14443:8309,
11:80782541|80792521	11	80782541	80792521	2	1_1_0	6	0.400	intron	ENSRNOG00000023107,	-	NB501259:26:HYTWLBGXX:1:13207:21362:8204,NB501259:26:HYTWLBGXX:4:22510:17284:3482,
11:80804915|80817238	11	80804915	80817238	3	1_2_0	4	0.600	exon	ENSRNOG00000023107,	-	NB501259:26:HYTWLBGXX:3:23410:2800:12966,NB501259:26:HYTWLBGXX:4:23605:18611:11430,NB501259:26:HYTWLBGXX:4:12611:23029:14712,
11:83623683|83637117	11	83623683	83637117	3	1_1_0	4	0.600	exon	ENSRNOG00000060045,	+	NB501259:26:HYTWLBGXX:1:21301:9883:8363,NB501259:26:HYTWLBGXX:3:11408:19447:17849,NB501259:26:HYTWLBGXX:4:12611:16555:2012,
12:6909385|6935098	12	6909385	6935098	1	1_1_0	15	0.118	exon	ENSRNOG00000032410,	-	NB501259:26:HYTWLBGXX:1:21105:26753:11896,
12:7535732|7576314	12	7535732	7576314	1	1_1_0	34	0.056	exon	ENSRNOG00000000942,	-	NB501259:26:HYTWLBGXX:2:21110:11377:16915,
12:22422023|22425904	12	22422023	22425904	4	2_2_0	22	0.267	exon	ENSRNOG00000001479,	+	NB501259:26:HYTWLBGXX:1:21205:21753:4195,NB501259:26:HYTWLBGXX:4:12604:4212:12546,NB501259:26:HYTWLBGXX:4:22605:9224:4710,NB501259:26:HYTWLBGXX:3:21608:4138:8532,
12:31995947|32005191	12	31995947	32005191	2	2_0_1	7	0.364	exon	ENSRNOG00000052704,	-	NB501259:26:HYTWLBGXX:4:13612:3184:17339,NB501259:26:HYTWLBGXX:4:13501:8068:14066,
12:34240806|34247092	12	34240806	34247092	1	1_1_0	5	0.286	intron	ENSRNOG00000021480,	-	NB501259:26:HYTWLBGXX:1:13304:2807:10783,
12:39383342|39389001	12	39383342	39389001	1	1_1_0	0	1	exon	ENSRNOG00000001138,	-	NB501259:26:HYTWLBGXX:4:12411:15983:2044,
13:9787948|9955613	13	9787948	9955613	2	1_1_0	6	0.400	intron	ENSRNOG00000070614,	+	NB501259:26:HYTWLBGXX:2:21209:15997:14146,NB501259:26:HYTWLBGXX:3:13608:4429:6662,
13:21831301|21849382	13	21831301	21849382	3	3_3_0	24	0.200	exon	ENSRNOG00000015508,	+	NB501259:26:HYTWLBGXX:2:13103:4966:16224,NB501259:26:HYTWLBGXX:2:23312:19780:11240,NB501259:26:HYTWLBGXX:4:23604:18460:16771,
13:35403111|35406922	13	35403111	35406922	6	3_3_0	34	0.261	intron	ENSRNOG00000002595,	-	NB501259:26:HYTWLBGXX:2:12305:3302:8105,NB501259:26:HYTWLBGXX:2:21304:3967:10636,NB501259:26:HYTWLBGXX:2:22105:18410:3508,NB501259:26:HYTWLBGXX:3:23611:19879:11684,NB501259:26:HYTWLBGXX:4:22407:17468:3638,NB501259:26:HYTWLBGXX:4:22507:22744:18451,
13:39649950|39720910	13	39649950	39720910	3	3_3_0	39	0.133	exon	ENSRNOG00000004099,	+	NB501259:26:HYTWLBGXX:3:21401:7674:15738,NB501259:26:HYTWLBGXX:4:12605:6998:9635,NB501259:26:HYTWLBGXX:4:21403:9462:10534,
13:39665998|39708556	13	39665998	39708556	1	1_1_0	50	0.038	exon	ENSRNOG00000004099,	+	NB501259:26:HYTWLBGXX:1:21201:2844:17350,
13:67733402|67796015	13	67733402	67796015	3	1_1_0	10	0.375	exon	ENSRNOG00000003550,	+	NB501259:26:HYTWLBGXX:2:12211:20996:2737,NB501259:26:HYTWLBGXX:3:23509:19644:9196,NB501259:26:HYTWLBGXX:4:13410:5852:18365,
13:68991859|69025416	13	68991859	69025416	2	2_2_0	8	0.333	exon	ENSRNOG00000004736,	-	NB501259:26:HYTWLBGXX:4:21611:25692:19280,NB501259:26:HYTWLBGXX:4:22610:5078:17109,
13:69017131|69025416	13	69017131	69025416	4	2_2_0	23	0.258	exon	ENSRNOG00000004736,	-	NB501259:26:HYTWLBGXX:3:11505:20640:18617,NB501259:26:HYTWLBGXX:3:12409:24849:11647,NB501259:26:HYTWLBGXX:1:13101:14161:17407,NB501259:26:HYTWLBGXX:4:21511:18318:5112,
13:73221964|73227262	13	73221964	73227262	5	2_1_0	7	0.588	exon	ENSRNOG00000002750,	+	NB501259:26:HYTWLBGXX:1:13303:1812:4946,NB501259:26:HYTWLBGXX:1:21112:2463:7159,NB501259:26:HYTWLBGXX:3:11510:22625:16470,NB501259:26:HYTWLBGXX:4:13510:16403:16219,NB501259:26:HYTWLBGXX:2:13112:21189:16190,
13:77634454|77654285	13	77634454	77654285	2	2_2_0	46	0.080	exon	ENSRNOG00000003078,	-	NB501259:26:HYTWLBGXX:1:13102:17549:11032,NB501259:26:HYTWLBGXX:3:22602:10666:3573,
