circRNA_ID	chr	circRNA_start	circRNA_end	#junction_reads	SM_MS_SMS	#non_junction_reads	junction_reads_ratio	circRNA_type	gene_id	strand	junction_reads_ID
1:85103397|85105074	1	85103397	85105074	1	1_1_0	7	0.222	exon	ENSRNOG00000037556,	+	NB501259:25:HYMKWBGXX:2:21110:6259:6133,
1:86837433|86837899	1	86837433	86837899	1	1_1_0	43	0.044	intron	ENSRNOG00000023150,	-	NB501259:25:HYMKWBGXX:4:22510:15177:8305,
1:88350469|88360381	1	88350469	88360381	1	1_1_0	19	0.095	intron	ENSRNOG00000021573,	+	NB501259:25:HYMKWBGXX:2:21209:2202:13960,
1:94020105|94043386	1	94020105	94043386	2	2_2_0	12	0.250	intergenic_region	n/a	+	NB501259:25:HYMKWBGXX:3:11503:18027:3365,NB501259:25:HYMKWBGXX:3:13607:12211:9136,
1:99993936|100158782	1	99993936	100158782	1	1_1_0	5	0.286	exon	ENSRNOG00000015675,	+	NB501259:25:HYMKWBGXX:2:22112:21091:19731,
1:110079043|110089926	1	110079043	110089926	1	1_1_0	83	0.024	intron	ENSRNOG00000015734,	+	NB501259:25:HYMKWBGXX:2:12105:22992:15946,
1:110227747|110251329	1	110227747	110251329	2	1_2_0	27	0.129	intergenic_region	n/a	-	NB501259:25:HYMKWBGXX:1:21303:26129:18514,NB501259:25:HYMKWBGXX:3:11503:20858:5993,
1:110236584|110267612	1	110236584	110267612	4	4_1_0	32	0.200	intergenic_region	n/a	-	NB501259:25:HYMKWBGXX:2:21303:10822:2834,NB501259:25:HYMKWBGXX:1:12103:20158:19390,NB501259:25:HYMKWBGXX:1:21102:19948:11418,NB501259:25:HYMKWBGXX:2:11110:5091:15229,
1:110237001|110267119	1	110237001	110267119	21	15_13_2	57	0.424	intergenic_region	n/a	-	NB501259:25:HYMKWBGXX:1:11302:9348:8862,NB501259:25:HYMKWBGXX:1:13312:17719:1182,NB501259:25:HYMKWBGXX:1:23106:6677:20345,NB501259:25:HYMKWBGXX:2:11304:20384:5180,NB501259:25:HYMKWBGXX:2:13302:4986:5721,NB501259:25:HYMKWBGXX:2:22209:2218:19626,NB501259:25:HYMKWBGXX:2:22311:17056:11955,NB501259:25:HYMKWBGXX:3:12405:13384:6277,NB501259:25:HYMKWBGXX:4:12611:2331:11341,NB501259:25:HYMKWBGXX:4:12612:9857:7138,NB501259:25:HYMKWBGXX:4:21506:22240:18318,NB501259:25:HYMKWBGXX:4:22404:17139:3911,NB501259:25:HYMKWBGXX:1:11207:11385:7521,NB501259:25:HYMKWBGXX:1:12112:20007:9729,NB501259:25:HYMKWBGXX:1:22303:16588:5061,NB501259:25:HYMKWBGXX:1:23303:13916:18454,NB501259:25:HYMKWBGXX:2:22302:3901:18846,NB501259:25:HYMKWBGXX:3:22510:17185:8323,NB501259:25:HYMKWBGXX:4:11607:8625:5132,NB501259:25:HYMKWBGXX:4:13505:15330:17668,NB501259:25:HYMKWBGXX:4:13612:2654:16277,
1:110238421|110238956	1	110238421	110238956	3	1_3_0	111	0.051	intergenic_region	n/a	-	NB501259:25:HYMKWBGXX:1:21206:2214:19499,NB501259:25:HYMKWBGXX:2:12112:7484:2099,NB501259:25:HYMKWBGXX:4:11612:17488:3698,
1:110267076|110267612	1	110267076	110267612	3	1_1_2	33	0.154	intergenic_region	n/a	-	NB501259:25:HYMKWBGXX:4:22506:4577:17339,NB501259:25:HYMKWBGXX:2:12207:19207:16180,NB501259:25:HYMKWBGXX:3:22410:6154:9985,
1:110268912|110309211	1	110268912	110309211	1	0_1_1	20	0.091	intergenic_region	n/a	-	NB501259:25:HYMKWBGXX:3:22612:2706:4021,
1:110288784|110289318	1	110288784	110289318	1	1_1_0	10	0.167	intergenic_region	n/a	-	NB501259:25:HYMKWBGXX:1:22110:15803:16270,
1:110288784|110291155	1	110288784	110291155	1	0_1_1	26	0.071	intergenic_region	n/a	-	NB501259:25:HYMKWBGXX:2:22106:15224:3280,
1:110402469|110465132	1	110402469	110465132	2	2_2_0	134	0.029	intergenic_region	n/a	-	NB501259:25:HYMKWBGXX:1:23311:20568:16165,NB501259:25:HYMKWBGXX:2:21312:17178:20360,
1:110402469|110467617	1	110402469	110467617	2	2_2_0	38	0.095	intergenic_region	n/a	-	NB501259:25:HYMKWBGXX:4:12507:18021:17992,NB501259:25:HYMKWBGXX:4:13502:16986:2478,
1:110452581|110465132	1	110452581	110465132	2	2_1_0	175	0.022	exon	ENSRNOG00000065457,	-	NB501259:25:HYMKWBGXX:1:11309:21364:17228,NB501259:25:HYMKWBGXX:2:11308:20066:3958,
1:111035336|111037918	1	111035336	111037918	1	1_1_0	24	0.077	intergenic_region	n/a	-	NB501259:25:HYMKWBGXX:2:23211:5105:5736,
1:111208419|111237460	1	111208419	111237460	2	1_2_0	12	0.250	intron	ENSRNOG00000064120,	-	NB501259:25:HYMKWBGXX:1:12212:22429:13013,NB501259:25:HYMKWBGXX:4:12605:11874:13870,
1:111208423|111237460	1	111208423	111237460	3	1_3_0	14	0.300	exon	ENSRNOG00000064120,	-	NB501259:25:HYMKWBGXX:2:22105:21975:5005,NB501259:25:HYMKWBGXX:3:23411:26077:1776,NB501259:25:HYMKWBGXX:4:13410:13682:15305,
1:111937023|112095422	1	111937023	112095422	1	1_1_0	34	0.056	intergenic_region	n/a	-	NB501259:25:HYMKWBGXX:4:21409:3248:6192,
1:111946873|111986888	1	111946873	111986888	3	2_3_0	64	0.086	intergenic_region	n/a	-	NB501259:25:HYMKWBGXX:1:21303:20972:17274,NB501259:25:HYMKWBGXX:2:23102:26104:17980,NB501259:25:HYMKWBGXX:4:13404:2458:20164,
1:111961727|111986888	1	111961727	111986888	2	1_2_0	53	0.070	intergenic_region	n/a	-	NB501259:25:HYMKWBGXX:1:21111:19290:9079,NB501259:25:HYMKWBGXX:3:11506:23933:16246,
1:112079622|112129362	1	112079622	112129362	5	1_5_0	19	0.345	intergenic_region	n/a	-	NB501259:25:HYMKWBGXX:1:12103:3820:15088,NB501259:25:HYMKWBGXX:2:21108:12442:8968,NB501259:25:HYMKWBGXX:2:23306:19412:7159,NB501259:25:HYMKWBGXX:3:12502:4362:18472,NB501259:25:HYMKWBGXX:4:13502:7748:14399,
1:112195726|112284551	1	112195726	112284551	1	1_1_0	63	0.031	intergenic_region	n/a	-	NB501259:25:HYMKWBGXX:1:13104:4792:8368,
1:112195726|112284554	1	112195726	112284554	3	3_2_0	63	0.087	intergenic_region	n/a	-	NB501259:25:HYMKWBGXX:1:12312:7224:7289,NB501259:25:HYMKWBGXX:2:21104:11724:3079,NB501259:25:HYMKWBGXX:4:13503:24154:20185,
1:112217935|112284554	1	112217935	112284554	1	1_1_0	23	0.080	intergenic_region	n/a	-	NB501259:25:HYMKWBGXX:4:23606:8214:20222,
1:112284504|112345226	1	112284504	112345226	1	1_1_0	41	0.047	intergenic_region	n/a	-	NB501259:25:HYMKWBGXX:2:21205:3802:12773,
1:112339681|112345226	1	112339681	112345226	4	3_2_0	32	0.200	intergenic_region	n/a	-	NB501259:25:HYMKWBGXX:3:21401:6062:10028,NB501259:25:HYMKWBGXX:2:13210:6454:7612,NB501259:25:HYMKWBGXX:3:22404:8896:1507,NB501259:25:HYMKWBGXX:3:23412:23980:19925,
1:112339681|112417776	1	112339681	112417776	1	1_1_0	62	0.031	intergenic_region	n/a	-	NB501259:25:HYMKWBGXX:1:22302:9262:10964,
1:112480287|112532699	1	112480287	112532699	1	1_1_0	23	0.080	intergenic_region	n/a	-	NB501259:25:HYMKWBGXX:3:13607:14518:19781,
1:112495660|112566458	1	112495660	112566458	1	1_1_0	10	0.167	intergenic_region	n/a	-	NB501259:25:HYMKWBGXX:3:21402:17662:14658,
1:112566352|112700641	1	112566352	112700641	1	1_1_0	8	0.200	intergenic_region	n/a	-	NB501259:25:HYMKWBGXX:2:11302:26449:15395,
1:114296745|114386329	1	114296745	114386329	11	8_5_5	68	0.244	intergenic_region	n/a	-	NB501259:25:HYMKWBGXX:1:12205:10417:18791,NB501259:25:HYMKWBGXX:2:12301:20339:18130,NB501259:25:HYMKWBGXX:3:11409:20266:7495,NB501259:25:HYMKWBGXX:3:12611:10056:4657,NB501259:25:HYMKWBGXX:3:23508:25303:16178,NB501259:25:HYMKWBGXX:4:11608:22227:5825,NB501259:25:HYMKWBGXX:4:13403:11128:7971,NB501259:25:HYMKWBGXX:4:21507:22213:16254,NB501259:25:HYMKWBGXX:4:22611:7100:1580,NB501259:25:HYMKWBGXX:2:13110:26466:18360,NB501259:25:HYMKWBGXX:3:23404:3056:11520,
1:114331965|114382597	1	114331965	114382597	2	2_1_0	55	0.068	intergenic_region	n/a	-	NB501259:25:HYMKWBGXX:1:21303:12990:17061,NB501259:25:HYMKWBGXX:4:12506:15227:4958,
1:114339271|114373770	1	114339271	114373770	1	1_1_0	15	0.118	intergenic_region	n/a	-	NB501259:25:HYMKWBGXX:4:13406:13899:18572,
1:115545670|115581911	1	115545670	115581911	1	1_1_0	19	0.095	intergenic_region	n/a	-	NB501259:25:HYMKWBGXX:4:21602:16369:16125,
1:116771956|116782547	1	116771956	116782547	7	4_3_0	4	0.778	exon	ENSRNOG00000010853,	-	NB501259:25:HYMKWBGXX:1:21104:10232:15837,NB501259:25:HYMKWBGXX:2:23306:22663:7558,NB501259:25:HYMKWBGXX:2:12111:23163:4259,NB501259:25:HYMKWBGXX:2:22301:7369:3554,NB501259:25:HYMKWBGXX:3:23502:22612:16764,NB501259:25:HYMKWBGXX:3:23603:4708:1784,NB501259:25:HYMKWBGXX:4:13609:7783:12411,
1:121143261|121168424	1	121143261	121168424	1	1_1_0	8	0.200	exon	ENSRNOG00000023274,	-	NB501259:25:HYMKWBGXX:3:21610:11759:4447,
1:132286707|132385148	1	132286707	132385148	1	1_1_0	46	0.042	exon	ENSRNOG00000018674,	-	NB501259:25:HYMKWBGXX:3:21404:25825:5375,
1:134707029|134730763	1	134707029	134730763	1	1_1_0	12	0.143	exon	ENSRNOG00000012002,	-	NB501259:25:HYMKWBGXX:3:13606:25232:9609,
1:134981269|134983501	1	134981269	134983501	5	4_2_0	19	0.345	exon	ENSRNOG00000060206,	+	NB501259:25:HYMKWBGXX:3:21408:14440:15696,NB501259:25:HYMKWBGXX:3:21401:22253:4433,NB501259:25:HYMKWBGXX:3:21412:12775:19163,NB501259:25:HYMKWBGXX:3:23606:25033:3070,NB501259:25:HYMKWBGXX:4:13512:17482:19006,
1:135837175|135842994	1	135837175	135842994	2	1_1_0	88	0.043	exon	ENSRNOG00000019740,	-	NB501259:25:HYMKWBGXX:4:13412:17277:4859,NB501259:25:HYMKWBGXX:4:22609:25622:12498,
1:135837175|135843584	1	135837175	135843584	6	4_5_0	68	0.150	exon	ENSRNOG00000019740,	-	NB501259:25:HYMKWBGXX:1:12105:9182:10592,NB501259:25:HYMKWBGXX:1:23309:15059:2571,NB501259:25:HYMKWBGXX:3:21503:4310:17382,NB501259:25:HYMKWBGXX:4:12512:4324:13153,NB501259:25:HYMKWBGXX:1:11111:9687:5426,NB501259:25:HYMKWBGXX:2:13210:11549:20374,
1:144085190|144126607	1	144085190	144126607	1	1_1_0	111	0.018	exon	ENSRNOG00000018322,	+	NB501259:25:HYMKWBGXX:1:22305:11487:18725,
1:144484624|144495200	1	144484624	144495200	2	1_2_0	32	0.111	intron	ENSRNOG00000022635,	+	NB501259:25:HYMKWBGXX:2:13111:20124:3332,NB501259:25:HYMKWBGXX:2:22211:10034:5395,
1:145778847|145850808	1	145778847	145850808	1	1_1_0	163	0.012	exon	ENSRNOG00000022635,	+	NB501259:25:HYMKWBGXX:1:21103:17803:9826,
1:146698118|146719499	1	146698118	146719499	1	1_1_0	20	0.091	exon	ENSRNOG00000009891,	-	NB501259:25:HYMKWBGXX:2:12204:17026:20340,
1:146699564|146719499	1	146699564	146719499	7	0_4_4	31	0.311	exon	ENSRNOG00000009891,	-	NB501259:25:HYMKWBGXX:1:13112:9271:9494,NB501259:25:HYMKWBGXX:3:21407:21270:15920,NB501259:25:HYMKWBGXX:3:21507:7841:9696,NB501259:25:HYMKWBGXX:1:11109:22795:19304,NB501259:25:HYMKWBGXX:2:11210:25253:7901,NB501259:25:HYMKWBGXX:3:22502:4582:20014,NB501259:25:HYMKWBGXX:3:22605:14735:1199,
1:151983016|151986906	1	151983016	151986906	2	1_2_0	26	0.133	exon	ENSRNOG00000024194,	+	NB501259:25:HYMKWBGXX:3:22604:23540:14215,NB501259:25:HYMKWBGXX:2:22211:3095:13178,
1:151983016|151991770	1	151983016	151991770	1	1_1_0	29	0.065	exon	ENSRNOG00000024194,	+	NB501259:25:HYMKWBGXX:1:22303:20794:6331,
1:152935316|152945336	1	152935316	152945336	1	1_1_0	30	0.062	exon	ENSRNOG00000015560,	-	NB501259:25:HYMKWBGXX:2:23201:21929:11120,
1:154979162|154987212	1	154979162	154987212	1	1_1_0	166	0.012	exon	ENSRNOG00000018176,	+	NB501259:25:HYMKWBGXX:2:12202:8504:10777,
1:155547060|155574687	1	155547060	155574687	1	1_1_0	41	0.047	exon	ENSRNOG00000019319,	+	NB501259:25:HYMKWBGXX:1:21111:16338:18942,
1:155668286|155675531	1	155668286	155675531	1	1_1_0	29	0.065	exon	ENSRNOG00000019319,	+	NB501259:25:HYMKWBGXX:4:23401:15558:3686,
1:156521800|156546569	1	156521800	156546569	3	3_3_0	53	0.102	exon	ENSRNOG00000020347,	-	NB501259:25:HYMKWBGXX:2:21206:1281:7363,NB501259:25:HYMKWBGXX:2:21207:26633:7357,NB501259:25:HYMKWBGXX:4:11504:22818:9070,
1:156537152|156546569	1	156537152	156546569	2	2_1_0	60	0.062	exon	ENSRNOG00000020347,	-	NB501259:25:HYMKWBGXX:4:13604:5786:12511,NB501259:25:HYMKWBGXX:2:21307:3326:5440,
1:160098827|160101540	1	160098827	160101540	1	1_1_0	61	0.032	exon	ENSRNOG00000019212,	+	NB501259:25:HYMKWBGXX:4:21603:6966:12289,
1:166199687|166200756	1	166199687	166200756	1	1_1_0	27	0.069	intron	ENSRNOG00000026754,	+	NB501259:25:HYMKWBGXX:1:11307:3911:8654,
1:170659833|170660961	1	170659833	170660961	5	4_2_0	12	0.455	exon	ENSRNOG00000020479,	-	NB501259:25:HYMKWBGXX:1:23101:21370:2076,NB501259:25:HYMKWBGXX:4:11604:14234:19412,NB501259:25:HYMKWBGXX:2:21307:6340:9919,NB501259:25:HYMKWBGXX:4:13601:7179:11995,NB501259:25:HYMKWBGXX:4:23506:15995:12728,
1:172467176|172497397	1	172467176	172497397	2	2_1_0	29	0.121	exon	ENSRNOG00000047386,	-	NB501259:25:HYMKWBGXX:4:23404:10905:15921,NB501259:25:HYMKWBGXX:1:21305:18821:17472,
1:174298298|174304305	1	174298298	174304305	1	1_1_0	9	0.182	exon	ENSRNOG00000024530,	+	NB501259:25:HYMKWBGXX:1:22304:2115:13504,
1:175593997|175604187	1	175593997	175604187	2	1_1_0	15	0.211	exon	ENSRNOG00000025940,	+	NB501259:25:HYMKWBGXX:1:12103:16311:8457,NB501259:25:HYMKWBGXX:2:11204:25538:5150,
1:177523168|177525785	1	177523168	177525785	5	4_3_0	44	0.185	exon	ENSRNOG00000012806,	+	NB501259:25:HYMKWBGXX:1:21210:20671:18728,NB501259:25:HYMKWBGXX:1:22312:11792:5421,NB501259:25:HYMKWBGXX:2:11102:19469:11298,NB501259:25:HYMKWBGXX:3:22511:13314:15193,NB501259:25:HYMKWBGXX:1:22305:17512:5240,
1:178942809|178947885	1	178942809	178947885	1	1_1_0	11	0.154	intergenic_region	n/a	+	NB501259:25:HYMKWBGXX:3:12506:11982:9743,
1:182097753|182099578	1	182097753	182099578	1	1_1_0	4	0.333	exon	ENSRNOG00000042728,	+	NB501259:25:HYMKWBGXX:2:11108:9188:5624,
1:182136818|182137430	1	182136818	182137430	1	1_1_0	13	0.133	exon	ENSRNOG00000050282,	+	NB501259:25:HYMKWBGXX:1:12207:13090:16610,
1:187740267|187742785	1	187740267	187742785	4	3_4_0	3	0.727	exon	ENSRNOG00000017294,	+	NB501259:25:HYMKWBGXX:3:21602:1815:16197,NB501259:25:HYMKWBGXX:4:22408:11737:18541,NB501259:25:HYMKWBGXX:4:22608:22589:5003,NB501259:25:HYMKWBGXX:2:22305:6376:14651,
1:193760995|193761877	1	193760995	193761877	1	1_1_0	28	0.067	intergenic_region	n/a	-	NB501259:25:HYMKWBGXX:1:13103:21052:10566,
1:196680997|196699758	1	196680997	196699758	1	1_1_0	13	0.133	exon	ENSRNOG00000019534,	+	NB501259:25:HYMKWBGXX:4:12612:16297:13494,
1:200734716|200758908	1	200734716	200758908	1	1_1_0	25	0.074	exon	ENSRNOG00000015540,	-	NB501259:25:HYMKWBGXX:2:13212:14598:5629,
1:200752515|200775836	1	200752515	200775836	1	1_1_0	10	0.167	exon	ENSRNOG00000015540,	-	NB501259:25:HYMKWBGXX:1:22305:10146:5891,
1:201759413|201765649	1	201759413	201765649	1	1_1_0	1	0.667	intergenic_region	n/a	-	NB501259:25:HYMKWBGXX:4:22501:20193:6220,
1:203082437|203083541	1	203082437	203083541	2	1_2_0	791	0.005	intergenic_region	n/a	+	NB501259:25:HYMKWBGXX:4:22502:11822:2838,NB501259:25:HYMKWBGXX:3:12502:13934:8433,
1:203087284|203088673	1	203087284	203088673	1	1_1_0	1132	0.002	intergenic_region	n/a	+	NB501259:25:HYMKWBGXX:3:23608:13699:14547,
1:203088052|203088420	1	203088052	203088420	103	12_62_2	41416	0.005	intergenic_region	n/a	-	NB501259:25:HYMKWBGXX:1:12105:18148:17684,NB501259:25:HYMKWBGXX:1:22211:12263:13897,NB501259:25:HYMKWBGXX:1:22303:14703:12914,NB501259:25:HYMKWBGXX:2:12208:12314:4039,NB501259:25:HYMKWBGXX:2:12209:11837:8314,NB501259:25:HYMKWBGXX:2:12212:8224:14899,NB501259:25:HYMKWBGXX:2:21208:7234:4555,NB501259:25:HYMKWBGXX:2:23211:21621:19774,NB501259:25:HYMKWBGXX:3:12411:21683:11025,NB501259:25:HYMKWBGXX:3:12602:22171:14471,NB501259:25:HYMKWBGXX:3:13510:17151:5567,NB501259:25:HYMKWBGXX:4:11511:12175:1720,NB501259:25:HYMKWBGXX:1:11102:6867:12834,NB501259:25:HYMKWBGXX:1:11103:10903:12693,NB501259:25:HYMKWBGXX:1:11104:4851:6158,NB501259:25:HYMKWBGXX:1:11105:13631:3268,NB501259:25:HYMKWBGXX:1:11107:2952:7705,NB501259:25:HYMKWBGXX:1:11203:19570:6128,NB501259:25:HYMKWBGXX:1:11205:23033:7534,NB501259:25:HYMKWBGXX:1:11207:12343:10804,NB501259:25:HYMKWBGXX:1:11304:3953:4171,NB501259:25:HYMKWBGXX:1:11304:18284:13964,NB501259:25:HYMKWBGXX:1:12204:4837:6474,NB501259:25:HYMKWBGXX:1:12207:14839:9989,NB501259:25:HYMKWBGXX:1:12308:22742:13938,NB501259:25:HYMKWBGXX:1:13205:12654:10031,NB501259:25:HYMKWBGXX:1:13209:21573:11076,NB501259:25:HYMKWBGXX:1:13303:24897:19989,NB501259:25:HYMKWBGXX:1:13306:12370:7897,NB501259:25:HYMKWBGXX:1:21112:13094:14669,NB501259:25:HYMKWBGXX:1:21201:1174:6860,NB501259:25:HYMKWBGXX:1:21202:8908:5535,NB501259:25:HYMKWBGXX:1:21202:26507:6851,NB501259:25:HYMKWBGXX:1:21207:2300:19876,NB501259:25:HYMKWBGXX:1:22201:6658:1379,NB501259:25:HYMKWBGXX:1:22311:20926:9164,NB501259:25:HYMKWBGXX:1:23201:21831:12107,NB501259:25:HYMKWBGXX:1:23202:20169:13380,NB501259:25:HYMKWBGXX:1:23208:16139:18109,NB501259:25:HYMKWBGXX:1:23302:21083:2630,NB501259:25:HYMKWBGXX:1:23304:21530:8669,NB501259:25:HYMKWBGXX:1:23311:18613:7977,NB501259:25:HYMKWBGXX:2:11205:1606:12037,NB501259:25:HYMKWBGXX:2:11211:14150:17030,NB501259:25:HYMKWBGXX:2:11305:1801:16264,NB501259:25:HYMKWBGXX:2:12105:19084:12148,NB501259:25:HYMKWBGXX:2:12111:20082:16228,NB501259:25:HYMKWBGXX:2:12210:26571:12499,NB501259:25:HYMKWBGXX:2:12211:21088:11422,NB501259:25:HYMKWBGXX:2:12301:3738:4801,NB501259:25:HYMKWBGXX:2:13201:21009:9543,NB501259:25:HYMKWBGXX:2:13308:12380:5810,NB501259:25:HYMKWBGXX:2:21201:4303:8745,NB501259:25:HYMKWBGXX:2:21208:9784:19638,NB501259:25:HYMKWBGXX:2:21306:18154:1870,NB501259:25:HYMKWBGXX:2:22103:10189:17080,NB501259:25:HYMKWBGXX:2:22109:11944:13607,NB501259:25:HYMKWBGXX:2:23108:3598:19951,NB501259:25:HYMKWBGXX:2:23112:23661:18636,NB501259:25:HYMKWBGXX:2:23310:15605:8722,NB501259:25:HYMKWBGXX:3:11604:9456:5945,NB501259:25:HYMKWBGXX:3:12407:12580:14928,NB501259:25:HYMKWBGXX:3:12601:12307:10127,NB501259:25:HYMKWBGXX:3:12610:5416:15077,NB501259:25:HYMKWBGXX:3:13412:23259:17171,NB501259:25:HYMKWBGXX:3:13506:19332:8762,NB501259:25:HYMKWBGXX:3:13510:10134:2814,NB501259:25:HYMKWBGXX:3:13511:19134:5556,NB501259:25:HYMKWBGXX:3:21411:22293:12731,NB501259:25:HYMKWBGXX:3:21607:20870:1938,NB501259:25:HYMKWBGXX:3:22401:22320:8202,NB501259:25:HYMKWBGXX:3:22502:19979:5543,NB501259:25:HYMKWBGXX:3:22504:18974:15824,NB501259:25:HYMKWBGXX:3:22506:17227:2822,NB501259:25:HYMKWBGXX:3:22511:3466:5474,NB501259:25:HYMKWBGXX:3:22601:13801:15658,NB501259:25:HYMKWBGXX:3:22602:13602:11459,NB501259:25:HYMKWBGXX:3:23502:15917:9490,NB501259:25:HYMKWBGXX:3:23507:8231:13928,NB501259:25:HYMKWBGXX:3:23602:10334:5805,NB501259:25:HYMKWBGXX:3:23609:9488:2316,NB501259:25:HYMKWBGXX:3:23609:19053:14150,NB501259:25:HYMKWBGXX:3:23611:23313:15328,NB501259:25:HYMKWBGXX:4:11404:8845:7072,NB501259:25:HYMKWBGXX:4:11506:17459:6832,NB501259:25:HYMKWBGXX:4:11606:5901:7094,NB501259:25:HYMKWBGXX:4:11607:7304:18215,NB501259:25:HYMKWBGXX:4:11608:16083:17487,NB501259:25:HYMKWBGXX:4:12411:4490:18892,NB501259:25:HYMKWBGXX:4:12501:3461:10302,NB501259:25:HYMKWBGXX:4:12606:13003:15538,NB501259:25:HYMKWBGXX:4:12607:9508:1715,NB501259:25:HYMKWBGXX:4:13508:20923:17948,NB501259:25:HYMKWBGXX:4:21406:15998:8097,NB501259:25:HYMKWBGXX:4:21510:1802:9990,NB501259:25:HYMKWBGXX:4:21601:19031:14193,NB501259:25:HYMKWBGXX:4:22402:25477:8442,NB501259:25:HYMKWBGXX:4:22405:20674:19255,NB501259:25:HYMKWBGXX:4:22602:23891:8358,NB501259:25:HYMKWBGXX:4:23408:15657:15775,NB501259:25:HYMKWBGXX:4:23504:17800:1426,NB501259:25:HYMKWBGXX:4:23602:25220:14118,NB501259:25:HYMKWBGXX:4:23610:9727:16187,
1:203088052|203088698	1	203088052	203088698	3	3_2_0	21648	0.000	intergenic_region	n/a	-	NB501259:25:HYMKWBGXX:2:23103:23203:7938,NB501259:25:HYMKWBGXX:3:23506:10749:12180,NB501259:25:HYMKWBGXX:3:21611:7276:14881,
1:203088117|203088351	1	203088117	203088351	4	4_2_0	64999	0.000	intergenic_region	n/a	-	NB501259:25:HYMKWBGXX:2:22302:12430:4217,NB501259:25:HYMKWBGXX:3:22410:7967:12970,NB501259:25:HYMKWBGXX:2:23309:18292:19552,NB501259:25:HYMKWBGXX:4:12401:11216:2578,
