circRNA_ID	chr	circRNA_start	circRNA_end	#junction_reads	SM_MS_SMS	#non_junction_reads	junction_reads_ratio	circRNA_type	gene_id	strand	junction_reads_ID
1:111035336|111037918	1	111035336	111037918	3	3_2_0	32	0.158	intergenic_region	n/a	-	NB501259:26:HYTWLBGXX:2:13201:14072:5427,NB501259:26:HYTWLBGXX:2:23308:6299:4229,NB501259:26:HYTWLBGXX:1:12308:11771:19125,
1:111208423|111237460	1	111208423	111237460	13	2_7_0	22	0.542	exon	ENSRNOG00000064120,	-	NB501259:26:HYTWLBGXX:2:12209:25820:19479,NB501259:26:HYTWLBGXX:4:23412:1165:11569,NB501259:26:HYTWLBGXX:1:13208:13580:15727,NB501259:26:HYTWLBGXX:2:22311:1825:15744,NB501259:26:HYTWLBGXX:2:23307:4224:18694,NB501259:26:HYTWLBGXX:3:11505:20779:1790,NB501259:26:HYTWLBGXX:3:11602:9720:14747,NB501259:26:HYTWLBGXX:3:23505:19934:5373,NB501259:26:HYTWLBGXX:4:11408:25328:8634,NB501259:26:HYTWLBGXX:4:12501:20104:16835,NB501259:26:HYTWLBGXX:4:13409:2832:8086,NB501259:26:HYTWLBGXX:4:23411:26684:11560,NB501259:26:HYTWLBGXX:4:23509:14757:1717,
1:112079622|112129362	1	112079622	112129362	5	1_4_0	8	0.556	intergenic_region	n/a	-	NB501259:26:HYTWLBGXX:4:22602:11290:4734,NB501259:26:HYTWLBGXX:2:21112:16527:6628,NB501259:26:HYTWLBGXX:3:11607:12022:14845,NB501259:26:HYTWLBGXX:3:22412:9687:5198,NB501259:26:HYTWLBGXX:3:23607:13090:11198,
1:112284504|112345226	1	112284504	112345226	1	1_1_0	17	0.105	intergenic_region	n/a	-	NB501259:26:HYTWLBGXX:2:11112:22875:20318,
1:112480287|112532699	1	112480287	112532699	1	1_1_0	11	0.154	intergenic_region	n/a	-	NB501259:26:HYTWLBGXX:4:12607:20618:10584,
1:112480287|112614213	1	112480287	112614213	1	1_1_0	7	0.222	intergenic_region	n/a	-	NB501259:26:HYTWLBGXX:2:11211:5188:14861,
1:112813427|112901348	1	112813427	112901348	3	1_2_0	2	0.750	intergenic_region	n/a	-	NB501259:26:HYTWLBGXX:1:12106:11302:5804,NB501259:26:HYTWLBGXX:3:23505:20888:5666,NB501259:26:HYTWLBGXX:4:22401:5666:4368,
1:112943613|113096200	1	112943613	113096200	3	3_1_0	28	0.176	intergenic_region	n/a	-	NB501259:26:HYTWLBGXX:4:21609:22869:19937,NB501259:26:HYTWLBGXX:1:13309:21257:7802,NB501259:26:HYTWLBGXX:4:21609:19148:4524,
1:113209178|113408422	1	113209178	113408422	1	1_1_0	4	0.333	intergenic_region	n/a	-	NB501259:26:HYTWLBGXX:2:21106:7060:2810,
1:114296745|114386329	1	114296745	114386329	3	3_3_0	52	0.103	intergenic_region	n/a	-	NB501259:26:HYTWLBGXX:2:13301:6959:18009,NB501259:26:HYTWLBGXX:4:21610:2327:2105,NB501259:26:HYTWLBGXX:4:22501:20217:3513,
1:114330743|114386329	1	114330743	114386329	1	1_1_0	21	0.087	intergenic_region	n/a	-	NB501259:26:HYTWLBGXX:4:13612:12780:1381,
1:114331965|114362653	1	114331965	114362653	1	1_1_0	10	0.167	intergenic_region	n/a	-	NB501259:26:HYTWLBGXX:1:11101:12739:12307,
1:114331965|114382597	1	114331965	114382597	1	1_1_0	26	0.071	intergenic_region	n/a	-	NB501259:26:HYTWLBGXX:4:12404:16241:3836,
1:114713755|114859493	1	114713755	114859493	1	1_1_0	11	0.154	intergenic_region	n/a	-	NB501259:26:HYTWLBGXX:3:12606:12819:3218,
1:114874081|114924797	1	114874081	114924797	2	2_1_0	31	0.114	intergenic_region	n/a	-	NB501259:26:HYTWLBGXX:1:13211:5116:20212,NB501259:26:HYTWLBGXX:1:11105:21890:13787,
1:115342783|115350591	1	115342783	115350591	2	1_2_0	40	0.091	intergenic_region	n/a	-	NB501259:26:HYTWLBGXX:4:21507:9338:17025,NB501259:26:HYTWLBGXX:4:13609:22164:2425,
1:121155098|121218199	1	121155098	121218199	2	2_0_2	6	0.400	exon	ENSRNOG00000023274,	-	NB501259:26:HYTWLBGXX:2:12201:24792:8479,NB501259:26:HYTWLBGXX:4:21401:19450:5746,
1:124101180|124125933	1	124101180	124125933	2	2_1_0	3	0.571	intergenic_region	n/a	+	NB501259:26:HYTWLBGXX:3:13401:4124:3115,NB501259:26:HYTWLBGXX:1:11201:25111:13473,
1:128987172|128990135	1	128987172	128990135	1	1_1_0	4	0.333	exon	ENSRNOG00000011160,	-	NB501259:26:HYTWLBGXX:4:13606:2165:9827,
1:136735208|136749367	1	136735208	136749367	1	1_1_0	4	0.333	exon	ENSRNOG00000032723,	+	NB501259:26:HYTWLBGXX:2:11102:9963:1539,
1:141321054|141328067	1	141321054	141328067	2	2_2_0	55	0.068	exon	ENSRNOG00000016429,	+	NB501259:26:HYTWLBGXX:1:11303:3731:6581,NB501259:26:HYTWLBGXX:3:11605:5783:7254,
1:146699564|146719499	1	146699564	146719499	10	4_7_0	41	0.328	exon	ENSRNOG00000009891,	-	NB501259:26:HYTWLBGXX:3:13508:5745:10552,NB501259:26:HYTWLBGXX:3:23403:6047:6046,NB501259:26:HYTWLBGXX:4:13412:12985:11253,NB501259:26:HYTWLBGXX:4:21505:12856:19489,NB501259:26:HYTWLBGXX:4:23510:14669:19219,NB501259:26:HYTWLBGXX:1:22310:24036:16044,NB501259:26:HYTWLBGXX:2:11111:12203:9744,NB501259:26:HYTWLBGXX:2:12207:21550:16180,NB501259:26:HYTWLBGXX:3:22407:4844:18947,NB501259:26:HYTWLBGXX:4:23410:14189:17985,
1:151047334|151059691	1	151047334	151059691	4	1_4_0	10	0.444	exon	ENSRNOG00000011151,	+	NB501259:26:HYTWLBGXX:3:23404:6827:9666,NB501259:26:HYTWLBGXX:1:13103:9591:7419,NB501259:26:HYTWLBGXX:2:11304:26378:7276,NB501259:26:HYTWLBGXX:4:12403:6954:10072,
1:154897029|154901333	1	154897029	154901333	1	1_1_0	19	0.095	exon	ENSRNOG00000018042,	-	NB501259:26:HYTWLBGXX:1:21201:4533:6300,
1:156537152|156552321	1	156537152	156552321	6	5_5_0	35	0.255	exon	ENSRNOG00000020347,	-	NB501259:26:HYTWLBGXX:1:13207:16895:7345,NB501259:26:HYTWLBGXX:3:11408:8641:17328,NB501259:26:HYTWLBGXX:3:11411:16407:11209,NB501259:26:HYTWLBGXX:3:12410:17234:6683,NB501259:26:HYTWLBGXX:3:23607:22331:4656,NB501259:26:HYTWLBGXX:4:23403:15709:8220,
1:170641697|170660961	1	170641697	170660961	2	1_1_0	19	0.174	exon	ENSRNOG00000020479,	-	NB501259:26:HYTWLBGXX:2:22309:12591:5611,NB501259:26:HYTWLBGXX:4:21510:26369:8038,
1:173137932|173157683	1	173137932	173157683	2	1_1_0	7	0.364	exon	ENSRNOG00000016063,	+	NB501259:26:HYTWLBGXX:1:22309:21247:4213,NB501259:26:HYTWLBGXX:2:13305:21876:3177,
1:175593997|175604187	1	175593997	175604187	1	1_1_0	0	1	exon	ENSRNOG00000025940,	+	NB501259:26:HYTWLBGXX:3:21602:13703:16098,
1:177648279|177648695	1	177648279	177648695	1	1_1_0	4	0.333	intron	ENSRNOG00000024737,	+	NB501259:26:HYTWLBGXX:1:12209:20640:2841,
1:197071878|197076510	1	197071878	197076510	1	0_1_1	2	0.500	exon	ENSRNOG00000020021,	+	NB501259:26:HYTWLBGXX:1:13212:17370:20198,
1:198442651|198443198	1	198442651	198443198	4	2_2_0	39	0.170	intron	ENSRNOG00000020532,	-	NB501259:26:HYTWLBGXX:3:13612:1293:17413,NB501259:26:HYTWLBGXX:3:22602:5834:6280,NB501259:26:HYTWLBGXX:4:11502:13399:7927,NB501259:26:HYTWLBGXX:4:23407:17185:7305,
1:201623323|201679021	1	201623323	201679021	1	1_1_0	3	0.400	exon	ENSRNOG00000019145,	-	NB501259:26:HYTWLBGXX:4:23512:1503:13768,
1:201638334|201679021	1	201638334	201679021	1	1_1_0	12	0.143	exon	ENSRNOG00000019145,	-	NB501259:26:HYTWLBGXX:1:22108:8478:20077,
1:203085303|203088351	1	203085303	203088351	5	4_1_0	34832	0.000	intergenic_region	n/a	-	NB501259:26:HYTWLBGXX:1:21203:22026:10328,NB501259:26:HYTWLBGXX:2:23111:5401:3757,NB501259:26:HYTWLBGXX:2:23311:10476:3583,NB501259:26:HYTWLBGXX:3:21403:10282:2846,NB501259:26:HYTWLBGXX:4:13609:10770:3732,
1:203088052|203088420	1	203088052	203088420	72	7_44_1	39796	0.004	intergenic_region	n/a	-	NB501259:26:HYTWLBGXX:1:22306:1721:5225,NB501259:26:HYTWLBGXX:1:23203:25799:16943,NB501259:26:HYTWLBGXX:1:23206:23398:16427,NB501259:26:HYTWLBGXX:1:23306:13611:11321,NB501259:26:HYTWLBGXX:2:11104:3630:4324,NB501259:26:HYTWLBGXX:2:11307:17101:7252,NB501259:26:HYTWLBGXX:2:12304:24747:2672,NB501259:26:HYTWLBGXX:3:13402:25915:4740,NB501259:26:HYTWLBGXX:3:13603:26738:3213,NB501259:26:HYTWLBGXX:3:13604:1387:3229,NB501259:26:HYTWLBGXX:4:21607:12169:17689,NB501259:26:HYTWLBGXX:1:11201:9364:9669,NB501259:26:HYTWLBGXX:1:11203:1287:12665,NB501259:26:HYTWLBGXX:1:11204:26661:12661,NB501259:26:HYTWLBGXX:1:12301:24749:15895,NB501259:26:HYTWLBGXX:1:12304:6545:9769,NB501259:26:HYTWLBGXX:1:13206:7006:6927,NB501259:26:HYTWLBGXX:1:13302:7710:19413,NB501259:26:HYTWLBGXX:1:13303:21243:19467,NB501259:26:HYTWLBGXX:1:21205:11233:17160,NB501259:26:HYTWLBGXX:1:21303:6783:7152,NB501259:26:HYTWLBGXX:1:21303:13555:14857,NB501259:26:HYTWLBGXX:1:21308:22579:15709,NB501259:26:HYTWLBGXX:1:21311:8993:8533,NB501259:26:HYTWLBGXX:1:21312:7983:15032,NB501259:26:HYTWLBGXX:1:22107:18338:9135,NB501259:26:HYTWLBGXX:1:22204:2437:14970,NB501259:26:HYTWLBGXX:1:22301:24941:10999,NB501259:26:HYTWLBGXX:1:22303:17548:19278,NB501259:26:HYTWLBGXX:1:22312:26033:17342,NB501259:26:HYTWLBGXX:1:23106:4274:5746,NB501259:26:HYTWLBGXX:1:23205:9419:10635,NB501259:26:HYTWLBGXX:1:23210:19258:6931,NB501259:26:HYTWLBGXX:2:11104:16411:7522,NB501259:26:HYTWLBGXX:2:11106:4611:13550,NB501259:26:HYTWLBGXX:2:11204:17698:17842,NB501259:26:HYTWLBGXX:2:11206:4068:9626,NB501259:26:HYTWLBGXX:2:11307:24400:4924,NB501259:26:HYTWLBGXX:2:11309:5929:15897,NB501259:26:HYTWLBGXX:2:13110:20850:14259,NB501259:26:HYTWLBGXX:2:13202:11925:2441,NB501259:26:HYTWLBGXX:2:21111:10643:4600,NB501259:26:HYTWLBGXX:2:21204:8404:5404,NB501259:26:HYTWLBGXX:2:21206:23083:15421,NB501259:26:HYTWLBGXX:2:22307:22032:18505,NB501259:26:HYTWLBGXX:2:23101:11947:4457,NB501259:26:HYTWLBGXX:2:23211:7640:3440,NB501259:26:HYTWLBGXX:2:23308:5142:11286,NB501259:26:HYTWLBGXX:2:23308:22326:15090,NB501259:26:HYTWLBGXX:2:23309:12934:13964,NB501259:26:HYTWLBGXX:2:23312:21721:12458,NB501259:26:HYTWLBGXX:3:11402:14177:2696,NB501259:26:HYTWLBGXX:3:11411:13008:18178,NB501259:26:HYTWLBGXX:3:11501:8630:3412,NB501259:26:HYTWLBGXX:3:12604:10322:18379,NB501259:26:HYTWLBGXX:3:13507:9957:10513,NB501259:26:HYTWLBGXX:3:21405:14461:5549,NB501259:26:HYTWLBGXX:3:21407:23087:10036,NB501259:26:HYTWLBGXX:3:21408:3050:7310,NB501259:26:HYTWLBGXX:3:21504:4735:8979,NB501259:26:HYTWLBGXX:3:21605:20753:5442,NB501259:26:HYTWLBGXX:3:22401:25954:11751,NB501259:26:HYTWLBGXX:3:22604:11119:2545,NB501259:26:HYTWLBGXX:3:23610:2364:14066,NB501259:26:HYTWLBGXX:4:11509:5542:12089,NB501259:26:HYTWLBGXX:4:12607:9218:6026,NB501259:26:HYTWLBGXX:4:13410:17947:1232,NB501259:26:HYTWLBGXX:4:13511:3344:4524,NB501259:26:HYTWLBGXX:4:13607:9584:4061,NB501259:26:HYTWLBGXX:4:22504:18927:1854,NB501259:26:HYTWLBGXX:4:23407:6858:16938,NB501259:26:HYTWLBGXX:4:23502:16400:3750,
1:203088052|203088698	1	203088052	203088698	2	2_1_0	19789	0.000	intergenic_region	n/a	-	NB501259:26:HYTWLBGXX:2:22202:3706:2119,NB501259:26:HYTWLBGXX:1:11310:1739:10924,
1:211678898|211682788	1	211678898	211682788	3	1_1_0	23	0.207	exon	ENSRNOG00000013239,	-	NB501259:26:HYTWLBGXX:3:11602:9286:19901,NB501259:26:HYTWLBGXX:4:13412:1853:16971,NB501259:26:HYTWLBGXX:1:22201:22801:18661,
1:214063779|214094552	1	214063779	214094552	2	1_1_0	31	0.114	exon	ENSRNOG00000025539,	-	NB501259:26:HYTWLBGXX:1:21309:21965:7292,NB501259:26:HYTWLBGXX:3:21405:2399:7497,
1:224237342|224249165	1	224237342	224249165	1	0_1_1	17	0.105	exon	ENSRNOG00000011931,	+	NB501259:26:HYTWLBGXX:3:23601:6781:5343,
1:227522750|227551977	1	227522750	227551977	6	4_2_0	18	0.400	exon	ENSRNOG00000026942,	-	NB501259:26:HYTWLBGXX:2:13102:16438:10919,NB501259:26:HYTWLBGXX:2:13303:15783:1960,NB501259:26:HYTWLBGXX:1:13206:1416:8901,NB501259:26:HYTWLBGXX:1:13207:26776:8898,NB501259:26:HYTWLBGXX:2:12207:23571:6159,NB501259:26:HYTWLBGXX:2:12212:4762:9139,
1:240357830|240367244	1	240357830	240367244	4	3_4_0	4	0.667	exon	ENSRNOG00000042679,	+	NB501259:26:HYTWLBGXX:2:21102:5335:20064,NB501259:26:HYTWLBGXX:2:21307:16381:3685,NB501259:26:HYTWLBGXX:3:11405:3154:4749,NB501259:26:HYTWLBGXX:1:12212:17296:14562,
1:243153818|243176787	1	243153818	243176787	3	2_3_0	174	0.033	intergenic_region	n/a	+	NB501259:26:HYTWLBGXX:3:11512:4990:18525,NB501259:26:HYTWLBGXX:3:12509:10733:12768,NB501259:26:HYTWLBGXX:1:12306:2992:8470,
1:243786005|243801845	1	243786005	243801845	2	2_2_0	26	0.133	exon	ENSRNOG00000014482,	+	NB501259:26:HYTWLBGXX:2:21101:1845:7393,NB501259:26:HYTWLBGXX:3:11601:14788:8960,
1:243794334|243800904	1	243794334	243800904	2	2_2_0	67	0.056	exon	ENSRNOG00000014482,	+	NB501259:26:HYTWLBGXX:1:22206:8047:4696,NB501259:26:HYTWLBGXX:2:22106:12124:3716,
1:249187053|249207844	1	249187053	249207844	2	1_2_0	11	0.267	exon	ENSRNOG00000011313,	-	NB501259:26:HYTWLBGXX:3:11602:10806:7611,NB501259:26:HYTWLBGXX:3:11409:21140:2521,
1:256692383|256732501	1	256692383	256732501	4	2_1_0	1	0.889	exon	ENSRNOG00000017406,	+	NB501259:26:HYTWLBGXX:4:11409:20637:2959,NB501259:26:HYTWLBGXX:1:11112:24542:3256,NB501259:26:HYTWLBGXX:1:23203:25208:4490,NB501259:26:HYTWLBGXX:2:11302:21165:19569,
10:16433874|16434963	10	16433874	16434963	6	1_2_0	94	0.113	exon	ENSRNOG00000020769,	-	NB501259:26:HYTWLBGXX:1:22203:16823:18124,NB501259:26:HYTWLBGXX:2:11204:21353:6668,NB501259:26:HYTWLBGXX:1:21108:19087:2075,NB501259:26:HYTWLBGXX:2:21303:13219:12847,NB501259:26:HYTWLBGXX:2:21305:7020:16219,NB501259:26:HYTWLBGXX:4:11601:20911:16447,
10:16433874|16439952	10	16433874	16439952	13	6_7_0	22	0.542	exon	ENSRNOG00000020769,	-	NB501259:26:HYTWLBGXX:1:13204:5210:3577,NB501259:26:HYTWLBGXX:1:22109:3686:16579,NB501259:26:HYTWLBGXX:1:22203:22273:6764,NB501259:26:HYTWLBGXX:2:23312:14928:14313,NB501259:26:HYTWLBGXX:3:23603:20428:20081,NB501259:26:HYTWLBGXX:4:21409:18287:16301,NB501259:26:HYTWLBGXX:4:21412:15273:6023,NB501259:26:HYTWLBGXX:2:11306:7056:8896,NB501259:26:HYTWLBGXX:2:12109:11088:14028,NB501259:26:HYTWLBGXX:3:22509:9315:5443,NB501259:26:HYTWLBGXX:4:11511:25783:3111,NB501259:26:HYTWLBGXX:4:21509:15399:5252,NB501259:26:HYTWLBGXX:4:22612:4784:19860,
10:18019571|18094312	10	18019571	18094312	2	2_1_0	5	0.444	exon	ENSRNOG00000005042,	-	NB501259:26:HYTWLBGXX:1:11203:11560:17640,NB501259:26:HYTWLBGXX:1:22210:6046:9987,
10:27081716|27081998	10	27081716	27081998	1	1_1_0	3	0.400	intron	ENSRNOG00000003680,	+	NB501259:26:HYTWLBGXX:3:13405:19593:18223,
10:28178628|28179571	10	28178628	28179571	15	11_8_0	7	0.811	exon	ENSRNOG00000003936,	+	NB501259:26:HYTWLBGXX:1:11302:23035:2413,NB501259:26:HYTWLBGXX:1:22102:14668:18124,NB501259:26:HYTWLBGXX:1:22212:12975:15564,NB501259:26:HYTWLBGXX:2:12107:21911:4879,NB501259:26:HYTWLBGXX:2:12310:10835:8997,NB501259:26:HYTWLBGXX:3:11608:16375:11509,NB501259:26:HYTWLBGXX:3:21508:19226:3218,NB501259:26:HYTWLBGXX:3:22612:4130:10441,NB501259:26:HYTWLBGXX:3:23407:4808:14600,NB501259:26:HYTWLBGXX:4:13401:19475:14835,NB501259:26:HYTWLBGXX:1:12308:24984:12745,NB501259:26:HYTWLBGXX:1:23202:10962:13708,NB501259:26:HYTWLBGXX:2:13101:22561:20067,NB501259:26:HYTWLBGXX:2:21204:14495:18011,NB501259:26:HYTWLBGXX:3:21408:8544:15944,
10:30326084|30334282	10	30326084	30334282	1	1_1_0	2	0.500	exon	ENSRNOG00000005406,	+	NB501259:26:HYTWLBGXX:3:13403:14809:14865,
10:30326084|30338951	10	30326084	30338951	3	2_2_0	5	0.545	exon	ENSRNOG00000005406,	+	NB501259:26:HYTWLBGXX:2:12111:21713:18641,NB501259:26:HYTWLBGXX:1:23306:14222:8059,NB501259:26:HYTWLBGXX:2:12101:4652:6521,
10:31881282|31917857	10	31881282	31917857	2	2_1_0	7	0.364	intergenic_region	n/a	-	NB501259:26:HYTWLBGXX:1:23212:12400:16337,NB501259:26:HYTWLBGXX:2:23110:11067:12464,
10:35972541|35986679	10	35972541	35986679	2	2_1_0	8	0.333	exon	ENSRNOG00000004563,	-	NB501259:26:HYTWLBGXX:3:23611:18165:14785,NB501259:26:HYTWLBGXX:2:13303:12682:7805,
10:36571129|36571634	10	36571129	36571634	3	2_2_0	11	0.353	exon	ENSRNOG00000006148,	+	NB501259:26:HYTWLBGXX:2:11110:24519:3145,NB501259:26:HYTWLBGXX:2:13302:7457:16484,NB501259:26:HYTWLBGXX:2:13303:2697:18272,
10:37519629|37531861	10	37519629	37531861	2	1_2_0	41	0.089	exon	ENSRNOG00000006965,	+	NB501259:26:HYTWLBGXX:3:23510:10393:16413,NB501259:26:HYTWLBGXX:4:23604:14336:2919,
10:38509325|38541772	10	38509325	38541772	3	3_3_0	0	1	exon	ENSRNOG00000026596,	+	NB501259:26:HYTWLBGXX:1:23101:24443:3808,NB501259:26:HYTWLBGXX:2:11311:6381:12995,NB501259:26:HYTWLBGXX:3:22505:5323:5056,
10:38750362|38766967	10	38750362	38766967	1	1_1_0	17	0.105	exon	ENSRNOG00000009995,	+	NB501259:26:HYTWLBGXX:4:13502:14237:9606,
10:47048819|47075366	10	47048819	47075366	3	1_1_2	47	0.113	exon	ENSRNOG00000055246,	-	NB501259:26:HYTWLBGXX:3:22601:12689:13355,NB501259:26:HYTWLBGXX:1:22103:14268:7427,NB501259:26:HYTWLBGXX:3:22509:15379:11544,
10:49705271|49730403	10	49705271	49730403	1	1_1_0	7	0.222	exon	ENSRNOG00000003603,	-	NB501259:26:HYTWLBGXX:2:22209:3190:12240,
10:55595059|55613744	10	55595059	55613744	1	1_1_0	72	0.027	exon	ENSRNOG00000005015,	+	NB501259:26:HYTWLBGXX:1:22104:16682:19991,
10:69725659|69732410	10	69725659	69732410	3	3_1_0	36	0.143	exon	ENSRNOG00000027860,	-	NB501259:26:HYTWLBGXX:1:23103:21657:11410,NB501259:26:HYTWLBGXX:2:11308:24110:2336,NB501259:26:HYTWLBGXX:2:12208:12165:9478,
10:70187739|70201895	10	70187739	70201895	1	1_1_0	4	0.333	exon	ENSRNOG00000003329,	+	NB501259:26:HYTWLBGXX:2:13306:25598:11497,
10:71099818|71101153	10	71099818	71101153	1	0_1_1	44	0.043	exon	ENSRNOG00000003679,	-	NB501259:26:HYTWLBGXX:4:13407:12061:13536,
10:71841686|71867271	10	71841686	71867271	3	2_2_0	13	0.316	exon	ENSRNOG00000060561,	-	NB501259:26:HYTWLBGXX:2:21207:13598:6496,NB501259:26:HYTWLBGXX:3:23403:8171:7593,NB501259:26:HYTWLBGXX:4:23604:22476:7288,
10:72841492|72844612	10	72841492	72844612	1	1_1_0	84	0.023	exon	ENSRNOG00000050323,	+	NB501259:26:HYTWLBGXX:1:22310:16989:1343,
10:73856387|73858252	10	73856387	73858252	3	2_1_0	47	0.113	exon	ENSRNOG00000002338,	-	NB501259:26:HYTWLBGXX:2:21306:24373:10341,NB501259:26:HYTWLBGXX:3:21612:19549:9498,NB501259:26:HYTWLBGXX:4:21610:18911:5083,
10:82439247|82440024	10	82439247	82440024	2	2_2_0	8	0.333	intron	ENSRNOG00000022771,	+	NB501259:26:HYTWLBGXX:4:13410:14771:8964,NB501259:26:HYTWLBGXX:4:13502:7234:7924,
10:83209676|83239234	10	83209676	83239234	1	1_1_0	15	0.118	exon	ENSRNOG00000006000,	+	NB501259:26:HYTWLBGXX:2:21309:10521:11329,
10:83219951|83228472	10	83219951	83228472	1	1_1_0	37	0.051	exon	ENSRNOG00000006000,	+	NB501259:26:HYTWLBGXX:2:21203:23436:11429,
10:83266506|83271000	10	83266506	83271000	1	1_1_0	10	0.167	exon	ENSRNOG00000006000,	+	NB501259:26:HYTWLBGXX:1:21108:8057:5196,
10:88752031|88766662	10	88752031	88766662	2	1_2_0	72	0.053	exon	ENSRNOG00000003905,	-	NB501259:26:HYTWLBGXX:3:12608:12808:1481,NB501259:26:HYTWLBGXX:4:12612:20665:5762,
10:89261431|89325932	10	89261431	89325932	2	1_1_0	19	0.174	exon	ENSRNOG00000053680,	-	NB501259:26:HYTWLBGXX:2:13310:12919:8191,NB501259:26:HYTWLBGXX:4:21610:19938:18810,
10:89324561|89325932	10	89324561	89325932	3	1_3_0	24	0.200	exon	ENSRNOG00000053680,	-	NB501259:26:HYTWLBGXX:4:11606:9623:17845,NB501259:26:HYTWLBGXX:2:11301:1726:19652,NB501259:26:HYTWLBGXX:4:22608:5010:10297,
10:90192829|90212586	10	90192829	90212586	1	1_1_0	29	0.065	exon	ENSRNOG00000006285,	+	NB501259:26:HYTWLBGXX:2:13307:15999:18466,
10:90192829|90224602	10	90192829	90224602	3	1_2_0	30	0.167	exon	ENSRNOG00000006285,	+	NB501259:26:HYTWLBGXX:2:12211:18236:15803,NB501259:26:HYTWLBGXX:2:23310:2512:6485,NB501259:26:HYTWLBGXX:4:21502:22659:17762,
10:91497392|91499042	10	91497392	91499042	1	1_1_0	8	0.200	exon	ENSRNOG00000013659,	-	NB501259:26:HYTWLBGXX:2:13303:19291:4138,
