circRNA_ID	chr	circRNA_start	circRNA_end	#junction_reads	SM_MS_SMS	#non_junction_reads	junction_reads_ratio	circRNA_type	gene_id	strand	junction_reads_ID
1:187740267|187742785	1	187740267	187742785	9	3_3_0	0	1	exon	ENSRNOG00000017294,	+	NB501259:26:HYTWLBGXX:1:12306:14337:15538,NB501259:26:HYTWLBGXX:1:13212:11728:3145,NB501259:26:HYTWLBGXX:1:13310:23201:2342,NB501259:26:HYTWLBGXX:1:21211:26203:5166,NB501259:26:HYTWLBGXX:1:22310:10440:8134,NB501259:26:HYTWLBGXX:1:23309:21354:15565,NB501259:26:HYTWLBGXX:3:12505:13005:8796,NB501259:26:HYTWLBGXX:3:12506:24167:6727,NB501259:26:HYTWLBGXX:3:22510:24143:16785,
1:187740267|187769529	1	187740267	187769529	5	3_2_0	0	1	exon	ENSRNOG00000017294,	+	NB501259:26:HYTWLBGXX:1:11303:10153:10524,NB501259:26:HYTWLBGXX:1:21207:8233:6177,NB501259:26:HYTWLBGXX:2:11103:9130:3264,NB501259:26:HYTWLBGXX:2:23108:8305:16312,NB501259:26:HYTWLBGXX:3:12409:5579:4758,
1:203088052|203088420	1	203088052	203088420	83	10_22_0	47752	0.003	intergenic_region	n/a	-	NB501259:26:HYTWLBGXX:1:11201:12176:4454,NB501259:26:HYTWLBGXX:1:13306:23265:12457,NB501259:26:HYTWLBGXX:1:23211:20737:18568,NB501259:26:HYTWLBGXX:1:23304:9341:3858,NB501259:26:HYTWLBGXX:2:11201:9083:3593,NB501259:26:HYTWLBGXX:2:21101:21332:12297,NB501259:26:HYTWLBGXX:2:21206:8686:16817,NB501259:26:HYTWLBGXX:2:21302:6084:8530,NB501259:26:HYTWLBGXX:2:23207:19221:10771,NB501259:26:HYTWLBGXX:3:11403:4142:5696,NB501259:26:HYTWLBGXX:3:12605:19136:10034,NB501259:26:HYTWLBGXX:3:13403:24432:12786,NB501259:26:HYTWLBGXX:3:13512:1989:18996,NB501259:26:HYTWLBGXX:3:22610:24680:16987,NB501259:26:HYTWLBGXX:3:22612:21511:9291,NB501259:26:HYTWLBGXX:3:23504:24048:7321,NB501259:26:HYTWLBGXX:3:23610:10244:11908,NB501259:26:HYTWLBGXX:4:11508:2579:6351,NB501259:26:HYTWLBGXX:4:12501:18296:1692,NB501259:26:HYTWLBGXX:4:22405:26400:17669,NB501259:26:HYTWLBGXX:4:22407:14951:18611,NB501259:26:HYTWLBGXX:4:22610:11188:13920,NB501259:26:HYTWLBGXX:4:23402:14664:16814,NB501259:26:HYTWLBGXX:1:11102:18242:10255,NB501259:26:HYTWLBGXX:1:11103:7788:11131,NB501259:26:HYTWLBGXX:1:12306:14144:15751,NB501259:26:HYTWLBGXX:1:12312:3071:1536,NB501259:26:HYTWLBGXX:1:13106:21511:5844,NB501259:26:HYTWLBGXX:1:13209:13845:12973,NB501259:26:HYTWLBGXX:1:13304:15588:6244,NB501259:26:HYTWLBGXX:1:21303:10935:8636,NB501259:26:HYTWLBGXX:1:21311:17176:6608,NB501259:26:HYTWLBGXX:1:22202:8081:6613,NB501259:26:HYTWLBGXX:1:22211:14204:13225,NB501259:26:HYTWLBGXX:1:22305:1529:16973,NB501259:26:HYTWLBGXX:1:22311:20221:5843,NB501259:26:HYTWLBGXX:1:22311:14511:13393,NB501259:26:HYTWLBGXX:1:23211:8093:15412,NB501259:26:HYTWLBGXX:1:23212:7411:16181,NB501259:26:HYTWLBGXX:2:11107:9366:6813,NB501259:26:HYTWLBGXX:2:11109:25651:11926,NB501259:26:HYTWLBGXX:2:11302:10934:15970,NB501259:26:HYTWLBGXX:2:13106:2738:1203,NB501259:26:HYTWLBGXX:2:13110:24910:10671,NB501259:26:HYTWLBGXX:2:13111:8544:9427,NB501259:26:HYTWLBGXX:2:13208:19050:9259,NB501259:26:HYTWLBGXX:2:21205:6385:18166,NB501259:26:HYTWLBGXX:2:21206:15307:2561,NB501259:26:HYTWLBGXX:2:22202:16416:11548,NB501259:26:HYTWLBGXX:2:22211:16763:1104,NB501259:26:HYTWLBGXX:2:23110:21112:17545,NB501259:26:HYTWLBGXX:3:11406:19952:7497,NB501259:26:HYTWLBGXX:3:11502:15703:19731,NB501259:26:HYTWLBGXX:3:11506:11179:2484,NB501259:26:HYTWLBGXX:3:11507:19329:17503,NB501259:26:HYTWLBGXX:3:12406:14471:1894,NB501259:26:HYTWLBGXX:3:12506:6437:17184,NB501259:26:HYTWLBGXX:3:12606:7992:16884,NB501259:26:HYTWLBGXX:3:13602:7343:8305,NB501259:26:HYTWLBGXX:3:13606:4894:19496,NB501259:26:HYTWLBGXX:3:21406:26152:17097,NB501259:26:HYTWLBGXX:3:21410:23387:16851,NB501259:26:HYTWLBGXX:3:22505:7058:1607,NB501259:26:HYTWLBGXX:3:23404:2054:14216,NB501259:26:HYTWLBGXX:3:23405:19345:12700,NB501259:26:HYTWLBGXX:3:23512:18437:20225,NB501259:26:HYTWLBGXX:4:11604:25214:5351,NB501259:26:HYTWLBGXX:4:12409:20412:3007,NB501259:26:HYTWLBGXX:4:12502:17880:12593,NB501259:26:HYTWLBGXX:4:12605:4364:8964,NB501259:26:HYTWLBGXX:4:12611:9286:6951,NB501259:26:HYTWLBGXX:4:13403:10961:20066,NB501259:26:HYTWLBGXX:4:13406:10737:17397,NB501259:26:HYTWLBGXX:4:13611:22865:12888,NB501259:26:HYTWLBGXX:4:21504:14208:5621,NB501259:26:HYTWLBGXX:4:21507:23298:4822,NB501259:26:HYTWLBGXX:4:21606:25017:12977,NB501259:26:HYTWLBGXX:4:22403:15185:12351,NB501259:26:HYTWLBGXX:4:22404:14967:10886,NB501259:26:HYTWLBGXX:4:22506:1933:14557,NB501259:26:HYTWLBGXX:4:22605:4168:9996,NB501259:26:HYTWLBGXX:4:23405:21099:4531,NB501259:26:HYTWLBGXX:4:23612:9172:16153,
1:203088180|203088397	1	203088180	203088397	11	4_5_0	114854	0.000	intergenic_region	n/a	-	NB501259:26:HYTWLBGXX:1:12201:6699:3768,NB501259:26:HYTWLBGXX:1:13204:25202:16440,NB501259:26:HYTWLBGXX:1:13304:16337:19670,NB501259:26:HYTWLBGXX:1:23207:4811:6015,NB501259:26:HYTWLBGXX:2:11212:3111:16681,NB501259:26:HYTWLBGXX:2:13112:9183:17631,NB501259:26:HYTWLBGXX:2:13208:14270:17807,NB501259:26:HYTWLBGXX:2:23301:19371:12768,NB501259:26:HYTWLBGXX:4:11504:22845:8604,NB501259:26:HYTWLBGXX:4:22609:15168:13459,NB501259:26:HYTWLBGXX:3:23602:24822:3472,
10:16433874|16439952	10	16433874	16439952	18	10_7_2	15	0.706	exon	ENSRNOG00000020769,	-	NB501259:26:HYTWLBGXX:1:11104:21616:8250,NB501259:26:HYTWLBGXX:1:23208:16442:9232,NB501259:26:HYTWLBGXX:2:12105:3269:20234,NB501259:26:HYTWLBGXX:2:12205:26016:9863,NB501259:26:HYTWLBGXX:2:13102:16728:12932,NB501259:26:HYTWLBGXX:2:13206:21580:15203,NB501259:26:HYTWLBGXX:2:21202:3356:16549,NB501259:26:HYTWLBGXX:2:22108:17670:18627,NB501259:26:HYTWLBGXX:2:23101:18853:9053,NB501259:26:HYTWLBGXX:3:12505:3679:5208,NB501259:26:HYTWLBGXX:3:13410:18342:9820,NB501259:26:HYTWLBGXX:3:13601:13558:15061,NB501259:26:HYTWLBGXX:3:22503:16939:10441,NB501259:26:HYTWLBGXX:3:23602:12550:9909,NB501259:26:HYTWLBGXX:3:23611:7751:17770,NB501259:26:HYTWLBGXX:4:21407:7231:4129,NB501259:26:HYTWLBGXX:4:22506:20762:14532,NB501259:26:HYTWLBGXX:1:11305:15369:12855,
10:28178628|28190275	10	28178628	28190275	14	2_7_0	0	1	exon	ENSRNOG00000003936,	+	NB501259:26:HYTWLBGXX:1:13307:7697:15646,NB501259:26:HYTWLBGXX:2:22301:3879:3914,NB501259:26:HYTWLBGXX:3:11408:13415:3086,NB501259:26:HYTWLBGXX:3:23503:19441:16150,NB501259:26:HYTWLBGXX:4:13504:12066:10316,NB501259:26:HYTWLBGXX:4:23401:22983:16048,NB501259:26:HYTWLBGXX:1:11208:1743:3892,NB501259:26:HYTWLBGXX:1:12206:20332:11487,NB501259:26:HYTWLBGXX:1:12307:16680:13050,NB501259:26:HYTWLBGXX:1:13306:6025:5402,NB501259:26:HYTWLBGXX:1:22201:25577:2448,NB501259:26:HYTWLBGXX:2:21312:1725:8403,NB501259:26:HYTWLBGXX:3:12602:23093:8834,NB501259:26:HYTWLBGXX:4:22604:17526:11700,
10:30326084|30338951	10	30326084	30338951	2	2_0_1	1	0.800	exon	ENSRNOG00000005406,	+	NB501259:26:HYTWLBGXX:2:11203:14919:9403,NB501259:26:HYTWLBGXX:4:23412:1157:3479,
10:70907948|70910343	10	70907948	70910343	13	5_3_0	0	1	exon	ENSRNOG00000059997,	-	NB501259:26:HYTWLBGXX:1:12112:20970:5557,NB501259:26:HYTWLBGXX:2:11112:8340:8021,NB501259:26:HYTWLBGXX:2:12211:12368:1622,NB501259:26:HYTWLBGXX:2:21105:21159:10437,NB501259:26:HYTWLBGXX:2:22108:7709:8003,NB501259:26:HYTWLBGXX:3:21411:6012:16995,NB501259:26:HYTWLBGXX:3:22409:19422:7980,NB501259:26:HYTWLBGXX:4:13410:12900:7614,NB501259:26:HYTWLBGXX:4:13412:25873:14814,NB501259:26:HYTWLBGXX:4:13608:21892:5983,NB501259:26:HYTWLBGXX:2:11206:11104:12243,NB501259:26:HYTWLBGXX:4:12608:12409:18811,NB501259:26:HYTWLBGXX:4:13504:16828:5937,
10:71092850|71095823	10	71092850	71095823	9	2_1_0	18	0.500	exon	ENSRNOG00000003679,	-	NB501259:26:HYTWLBGXX:1:21311:19022:5153,NB501259:26:HYTWLBGXX:2:12205:26205:8842,NB501259:26:HYTWLBGXX:2:12210:11985:7873,NB501259:26:HYTWLBGXX:2:22309:3387:19912,NB501259:26:HYTWLBGXX:2:22312:14524:15717,NB501259:26:HYTWLBGXX:3:21405:6793:7486,NB501259:26:HYTWLBGXX:4:22408:20019:8191,NB501259:26:HYTWLBGXX:4:22608:11928:19611,NB501259:26:HYTWLBGXX:2:13304:5739:7950,
10:89273973|89325932	10	89273973	89325932	6	1_1_0	11	0.522	exon	ENSRNOG00000053680,	-	NB501259:26:HYTWLBGXX:1:12311:22229:13155,NB501259:26:HYTWLBGXX:1:13306:8910:19855,NB501259:26:HYTWLBGXX:3:21405:18554:2932,NB501259:26:HYTWLBGXX:3:21612:17791:7515,NB501259:26:HYTWLBGXX:3:23607:12819:1113,NB501259:26:HYTWLBGXX:4:11506:17174:7494,
10:102913574|102914704	10	102913574	102914704	1	1_1_0	5	0.286	exon	ENSRNOG00000022395,	+	NB501259:26:HYTWLBGXX:2:13301:5636:12034,
11:1466518|1466746	11	1466518	1466746	1	1_1_0	0	1	intron	ENSRNOG00000030285,	+	NB501259:26:HYTWLBGXX:1:21307:2939:9090,
11:16827015|16831035	11	16827015	16831035	4	1_3_0	0	1	intergenic_region	n/a	-	NB501259:26:HYTWLBGXX:1:11304:5002:11282,NB501259:26:HYTWLBGXX:1:21310:18493:6382,NB501259:26:HYTWLBGXX:3:13407:11107:12349,NB501259:26:HYTWLBGXX:3:13509:13220:11210,
11:33165839|33170759	11	33165839	33170759	8	2_0_3	5	0.762	exon	ENSRNOG00000026236,	+	NB501259:26:HYTWLBGXX:1:21107:4725:9756,NB501259:26:HYTWLBGXX:2:12107:13582:6397,NB501259:26:HYTWLBGXX:2:13304:25572:9676,NB501259:26:HYTWLBGXX:2:22302:22716:4279,NB501259:26:HYTWLBGXX:2:22311:11014:3067,NB501259:26:HYTWLBGXX:3:21601:9811:17599,NB501259:26:HYTWLBGXX:4:22509:16873:8094,NB501259:26:HYTWLBGXX:1:13310:15915:7569,
12:34757493|34758369	12	34757493	34758369	1	1_1_0	6	0.250	exon	ENSRNOG00000001256,	-	NB501259:26:HYTWLBGXX:3:21507:17496:4771,
13:26682885|26800812	13	26682885	26800812	10	5_5_0	0	1	exon	ENSRNOG00000032490,	+	NB501259:26:HYTWLBGXX:1:22304:21522:7537,NB501259:26:HYTWLBGXX:2:12302:23425:18755,NB501259:26:HYTWLBGXX:2:21201:1436:14110,NB501259:26:HYTWLBGXX:2:21202:26808:14103,NB501259:26:HYTWLBGXX:2:23206:4619:11871,NB501259:26:HYTWLBGXX:3:13603:25332:8333,NB501259:26:HYTWLBGXX:4:21612:18436:7750,NB501259:26:HYTWLBGXX:1:22102:25191:8842,NB501259:26:HYTWLBGXX:2:11301:22991:1800,NB501259:26:HYTWLBGXX:4:13507:15860:4275,
13:30842154|30877644	13	30842154	30877644	12	7_6_0	8	0.750	exon	ENSRNOG00000002625,	-	NB501259:26:HYTWLBGXX:1:11102:12683:16684,NB501259:26:HYTWLBGXX:1:13101:4943:3910,NB501259:26:HYTWLBGXX:1:21208:18223:3882,NB501259:26:HYTWLBGXX:1:23107:14362:10301,NB501259:26:HYTWLBGXX:2:21205:6452:1104,NB501259:26:HYTWLBGXX:2:21212:23300:17993,NB501259:26:HYTWLBGXX:3:11411:5773:9091,NB501259:26:HYTWLBGXX:3:21407:7518:2779,NB501259:26:HYTWLBGXX:4:11405:10532:10515,NB501259:26:HYTWLBGXX:4:11504:16263:6230,NB501259:26:HYTWLBGXX:4:13404:22148:16979,NB501259:26:HYTWLBGXX:1:21106:24632:8580,
13:62470759|62473126	13	62470759	62473126	9	3_4_0	5	0.783	exon	ENSRNOG00000002394,	+	NB501259:26:HYTWLBGXX:1:12105:13973:7675,NB501259:26:HYTWLBGXX:1:23103:23690:8604,NB501259:26:HYTWLBGXX:2:13310:16287:6282,NB501259:26:HYTWLBGXX:2:21212:9392:12108,NB501259:26:HYTWLBGXX:3:11603:3262:6654,NB501259:26:HYTWLBGXX:3:13601:12662:13207,NB501259:26:HYTWLBGXX:3:21611:4389:13803,NB501259:26:HYTWLBGXX:4:11508:2707:1966,NB501259:26:HYTWLBGXX:2:22103:2117:3923,
13:68141433|68148567	13	68141433	68148567	1	1_1_0	2	0.500	exon	ENSRNOG00000003882,	-	NB501259:26:HYTWLBGXX:1:22102:16391:7914,
13:77648403|77654285	13	77648403	77654285	9	4_4_0	29	0.383	exon	ENSRNOG00000003078,	-	NB501259:26:HYTWLBGXX:1:11301:24853:8128,NB501259:26:HYTWLBGXX:1:12304:7043:9260,NB501259:26:HYTWLBGXX:1:23301:13610:7354,NB501259:26:HYTWLBGXX:3:11409:1308:16928,NB501259:26:HYTWLBGXX:3:23412:11231:17472,NB501259:26:HYTWLBGXX:3:23603:5820:18220,NB501259:26:HYTWLBGXX:4:11506:10672:2700,NB501259:26:HYTWLBGXX:4:12512:20266:16448,NB501259:26:HYTWLBGXX:4:22604:21744:9679,
13:86554121|86557951	13	86554121	86557951	11	1_1_0	35	0.386	exon	ENSRNOG00000061764,	+	NB501259:26:HYTWLBGXX:1:13202:20055:2799,NB501259:26:HYTWLBGXX:1:22204:19711:20165,NB501259:26:HYTWLBGXX:1:23309:4358:8242,NB501259:26:HYTWLBGXX:2:13312:23271:6174,NB501259:26:HYTWLBGXX:3:12504:5107:1153,NB501259:26:HYTWLBGXX:3:21509:9880:17218,NB501259:26:HYTWLBGXX:3:22605:13804:13440,NB501259:26:HYTWLBGXX:3:23508:1883:8413,NB501259:26:HYTWLBGXX:3:23608:9421:7633,NB501259:26:HYTWLBGXX:4:11505:2498:16869,NB501259:26:HYTWLBGXX:4:13605:20771:6633,
14:6591191|6591727	14	6591191	6591727	10	2_3_0	9	0.690	intron	ENSRNOG00000002079,	-	NB501259:26:HYTWLBGXX:1:12103:21491:16997,NB501259:26:HYTWLBGXX:1:13212:23685:13994,NB501259:26:HYTWLBGXX:1:22207:1934:8162,NB501259:26:HYTWLBGXX:1:23106:9603:14694,NB501259:26:HYTWLBGXX:2:12104:22938:13474,NB501259:26:HYTWLBGXX:2:12307:16163:3686,NB501259:26:HYTWLBGXX:2:22203:4443:15943,NB501259:26:HYTWLBGXX:3:23407:8217:14553,NB501259:26:HYTWLBGXX:4:22403:9107:7859,NB501259:26:HYTWLBGXX:1:21109:6094:1417,
14:41687374|41727996	14	41687374	41727996	5	5_5_0	10	0.500	exon	ENSRNOG00000063717,	+	NB501259:26:HYTWLBGXX:1:11110:17104:2505,NB501259:26:HYTWLBGXX:1:12205:13689:12756,NB501259:26:HYTWLBGXX:4:12607:25590:18062,NB501259:26:HYTWLBGXX:4:21507:12197:9928,NB501259:26:HYTWLBGXX:4:23602:6082:11096,
14:41773114|41783064	14	41773114	41783064	6	2_1_2	4	0.750	exon	ENSRNOG00000063717,	+	NB501259:26:HYTWLBGXX:1:11211:13425:5998,NB501259:26:HYTWLBGXX:1:21301:9754:1960,NB501259:26:HYTWLBGXX:2:13201:16119:11549,NB501259:26:HYTWLBGXX:4:11411:18908:6400,NB501259:26:HYTWLBGXX:4:13611:4954:12608,NB501259:26:HYTWLBGXX:2:13105:15146:13785,
14:41773117|41783064	14	41773117	41783064	5	4_4_0	4	0.714	exon	ENSRNOG00000063717,	+	NB501259:26:HYTWLBGXX:1:12203:16315:15395,NB501259:26:HYTWLBGXX:4:11506:5066:2395,NB501259:26:HYTWLBGXX:4:13503:21517:1835,NB501259:26:HYTWLBGXX:1:21106:2565:16855,NB501259:26:HYTWLBGXX:3:23603:23363:9078,
14:65306296|65325295	14	65306296	65325295	1	1_1_0	5	0.286	exon	ENSRNOG00000003787,	+	NB501259:26:HYTWLBGXX:1:22304:6700:7602,
14:103221753|103230161	14	103221753	103230161	16	6_5_0	91	0.260	exon	ENSRNOG00000004057,	+	NB501259:26:HYTWLBGXX:1:11105:20179:15352,NB501259:26:HYTWLBGXX:1:11110:7251:15054,NB501259:26:HYTWLBGXX:1:13204:20718:16044,NB501259:26:HYTWLBGXX:1:21109:26356:15158,NB501259:26:HYTWLBGXX:1:22105:5439:2150,NB501259:26:HYTWLBGXX:1:22210:9506:16776,NB501259:26:HYTWLBGXX:2:13203:2256:13344,NB501259:26:HYTWLBGXX:2:21109:9881:4789,NB501259:26:HYTWLBGXX:2:21312:13787:2265,NB501259:26:HYTWLBGXX:2:22308:15526:4295,NB501259:26:HYTWLBGXX:2:23111:8466:12188,NB501259:26:HYTWLBGXX:3:11605:14772:1171,NB501259:26:HYTWLBGXX:3:22612:5988:16392,NB501259:26:HYTWLBGXX:3:23504:24578:9474,NB501259:26:HYTWLBGXX:3:23505:2834:11586,NB501259:26:HYTWLBGXX:2:13301:2866:11426,
15:2677289|2695587	15	2677289	2695587	10	1_1_0	0	1	exon	ENSRNOG00000012850,	-	NB501259:26:HYTWLBGXX:2:11204:12945:16436,NB501259:26:HYTWLBGXX:2:22107:7096:14296,NB501259:26:HYTWLBGXX:3:12512:7382:2984,NB501259:26:HYTWLBGXX:3:13508:14734:15987,NB501259:26:HYTWLBGXX:3:21404:15819:3976,NB501259:26:HYTWLBGXX:3:21404:13388:18420,NB501259:26:HYTWLBGXX:4:13610:25608:2888,NB501259:26:HYTWLBGXX:4:21511:20198:11242,NB501259:26:HYTWLBGXX:4:21606:22072:11335,NB501259:26:HYTWLBGXX:4:22512:25348:7720,
15:48441211|48475311	15	48441211	48475311	3	3_3_0	16	0.273	exon	ENSRNOG00000016029,	-	NB501259:26:HYTWLBGXX:4:11602:12270:12389,NB501259:26:HYTWLBGXX:4:21601:11692:12230,NB501259:26:HYTWLBGXX:4:22511:10064:9662,
15:74953214|74968605	15	74953214	74968605	7	2_2_0	0	1	intergenic_region	n/a	+	NB501259:26:HYTWLBGXX:2:11101:9981:13968,NB501259:26:HYTWLBGXX:2:11210:17912:1672,NB501259:26:HYTWLBGXX:2:22201:22998:18993,NB501259:26:HYTWLBGXX:3:11406:16971:11615,NB501259:26:HYTWLBGXX:4:13501:19529:3806,NB501259:26:HYTWLBGXX:4:21611:6310:2692,NB501259:26:HYTWLBGXX:4:22504:8840:18356,
15:88655603|88820067	15	88655603	88820067	7	3_4_0	18	0.438	intergenic_region	n/a	-	NB501259:26:HYTWLBGXX:1:22103:6088:7984,NB501259:26:HYTWLBGXX:1:22109:4794:14192,NB501259:26:HYTWLBGXX:1:22201:24347:2584,NB501259:26:HYTWLBGXX:1:22203:5101:16630,NB501259:26:HYTWLBGXX:2:11203:12961:2550,NB501259:26:HYTWLBGXX:4:21602:8625:3060,NB501259:26:HYTWLBGXX:3:21409:23723:1254,
16:4890782|4895353	16	4890782	4895353	11	5_5_0	12	0.647	intron	ENSRNOG00000031287,	-	NB501259:26:HYTWLBGXX:1:11105:25174:11403,NB501259:26:HYTWLBGXX:1:12305:2718:5420,NB501259:26:HYTWLBGXX:1:13204:5463:7793,NB501259:26:HYTWLBGXX:1:23105:12017:15864,NB501259:26:HYTWLBGXX:2:13204:6010:11366,NB501259:26:HYTWLBGXX:2:13303:15198:2283,NB501259:26:HYTWLBGXX:2:23112:10139:11180,NB501259:26:HYTWLBGXX:3:22505:11860:17825,NB501259:26:HYTWLBGXX:4:11512:9370:4219,NB501259:26:HYTWLBGXX:4:21508:5006:15661,NB501259:26:HYTWLBGXX:4:23606:7576:5821,
16:43783410|43807470	16	43783410	43807470	7	5_4_0	0	1	exon	ENSRNOG00000012802,	+	NB501259:26:HYTWLBGXX:1:21305:18480:19511,NB501259:26:HYTWLBGXX:1:22304:14286:16023,NB501259:26:HYTWLBGXX:1:23312:11141:9288,NB501259:26:HYTWLBGXX:3:23405:20200:11405,NB501259:26:HYTWLBGXX:4:12503:8499:10417,NB501259:26:HYTWLBGXX:4:21404:6009:1252,NB501259:26:HYTWLBGXX:1:23104:22859:5175,
